index,name,document,type,inner invocations,external invocations,calls,visits,length,lines,modifier,commit,full text,moved,removed,gpt text,code summary
14,tenantDao,tenant dao ,Field,,,,,43,2,2,,"@Autowired
    private TenantDao tenantDao;",True,True,,
15,cacheManager,cache manager ,Field,,,,,49,2,2,,"@Autowired
    private CacheManager cacheManager;",False,False,,
16,otaPackageService,ota package service ,Field,,,,,59,2,2,,"@Autowired
    private OtaPackageService otaPackageService;",True,True,,
17,ruleChainService,rule chain service ,Field,,,,,57,2,2,,"@Autowired
    private RuleChainService ruleChainService;",True,True,,
18,dashboardService,dashboard service ,Field,,,,,57,2,2,,"@Autowired
    private DashboardService dashboardService;",True,True,,
19,findOrCreateLock,find or create lock ,Field,,,,,58,1,18,,private final Lock findOrCreateLock = new ReentrantLock();,False,False,,
20,"findDeviceProfileById(TenantId,DeviceProfileId)",find device profile by id tenant id device profile id ,Method,,,"org.thingsboard.server.dao.service.Validator+validateId(UUIDBased,String) org.thingsboard.server.dao.service.Validator+validateId(UUIDBased,String) org.thingsboard.server.dao.Dao+findById(TenantId,UUID) org.thingsboard.server.dao.Dao+findById(TenantId,UUID) org.thingsboard.server.common.data.id.UUIDBased+getId() org.thingsboard.server.common.data.id.UUIDBased+getId()",org.thingsboard.server.dao.device.DeviceProfileServiceImpl+INCORRECT_DEVICE_PROFILE_ID org.thingsboard.server.dao.device.DeviceProfileServiceImpl+deviceProfileDao,444,7,1,,"@Cacheable(cacheNames = DEVICE_PROFILE_CACHE, key = ""{#deviceProfileId.id}"")
    @Override
    public DeviceProfile findDeviceProfileById(TenantId tenantId, DeviceProfileId deviceProfileId) {
        log.trace(""Executing findDeviceProfileById [{}]"", deviceProfileId);
        Validator.validateId(deviceProfileId, INCORRECT_DEVICE_PROFILE_ID + deviceProfileId);
        return deviceProfileDao.findById(tenantId, deviceProfileId.getId());
    }",False,False,"This method serves to find a device profile by its ID, using caching to improve performance. It logs the execution, validates the ID, and retrieves the device profile from the database.","This code is a method that retrieves a device profile from a cache using the provided device profile ID as the cache key. It first validates the ID, then calls the `findById` method of the `deviceProfileDao` to retrieve the device profile from the cache."
21,"findDeviceProfileByName(TenantId,String)",find device profile by name tenant id profile name ,Method,,,"org.thingsboard.server.dao.service.Validator+validateString(String,String) org.thingsboard.server.dao.service.Validator+validateString(String,String) org.thingsboard.server.dao.device.DeviceProfileDao+findByName(TenantId,String) org.thingsboard.server.dao.device.DeviceProfileDao+findByName(TenantId,String)",org.thingsboard.server.dao.device.DeviceProfileServiceImpl+INCORRECT_DEVICE_PROFILE_NAME org.thingsboard.server.dao.device.DeviceProfileServiceImpl+deviceProfileDao,352,6,1,,"@Override
    public DeviceProfile findDeviceProfileByName(TenantId tenantId, String profileName) {
        log.trace(""Executing findDeviceProfileByName [{}][{}]"", tenantId, profileName);
        Validator.validateString(profileName, INCORRECT_DEVICE_PROFILE_NAME + profileName);
        return deviceProfileDao.findByName(tenantId, profileName);
    }",False,False,"This method is used to find a device profile by its name. It takes a tenant ID and a profile name as parameters, logs the execution, validates the profile name, and then calls the deviceProfileDao to find the device profile.","This code is an implementation of a method called ""findDeviceProfileByName"" that takes a tenant ID and a profile name as parameters. It logs the execution, validates the profile name, and then calls a DAO method to find and return the device profile associated with the given tenant ID and profile name."
22,"findDeviceProfileInfoById(TenantId,DeviceProfileId)",find device profile info by id tenant id device profile id ,Method,,,"org.thingsboard.server.dao.service.Validator+validateId(UUIDBased,String) org.thingsboard.server.dao.service.Validator+validateId(UUIDBased,String) org.thingsboard.server.dao.device.DeviceProfileDao+findDeviceProfileInfoById(TenantId,UUID) org.thingsboard.server.dao.device.DeviceProfileDao+findDeviceProfileInfoById(TenantId,UUID) org.thingsboard.server.common.data.id.UUIDBased+getId() org.thingsboard.server.common.data.id.UUIDBased+getId()",org.thingsboard.server.dao.device.DeviceProfileServiceImpl+INCORRECT_DEVICE_PROFILE_ID org.thingsboard.server.dao.device.DeviceProfileServiceImpl+deviceProfileDao,477,7,1,,"@Cacheable(cacheNames = DEVICE_PROFILE_CACHE, key = ""{'info', #deviceProfileId.id}"")
    @Override
    public DeviceProfileInfo findDeviceProfileInfoById(TenantId tenantId, DeviceProfileId deviceProfileId) {
        log.trace(""Executing findDeviceProfileById [{}]"", deviceProfileId);
        Validator.validateId(deviceProfileId, INCORRECT_DEVICE_PROFILE_ID + deviceProfileId);
        return deviceProfileDao.findDeviceProfileInfoById(tenantId, deviceProfileId.getId());
    }",False,False,This method serves to find and return the device profile information by its ID. It uses caching to improve performance and logs the execution.,This code is a method that retrieves a device profile information by its ID. It uses caching to improve performance by storing the result in a cache and retrieving it from there if available. The method also performs validation on the device profile ID before executing the database query.
23,saveDeviceProfile(DeviceProfile),save device profile device profile ,Method,,,"org.thingsboard.server.dao.service.DataValidator+validate(D,Function<D,TenantId>) org.thingsboard.server.dao.service.DataValidator+validate(D,Function<D,TenantId>) org.thingsboard.server.common.data.HasTenantId+getTenantId() org.thingsboard.server.common.data.DeviceProfile+getId() org.thingsboard.server.common.data.DeviceProfile+getId() org.thingsboard.server.dao.Dao+findById(TenantId,UUID) org.thingsboard.server.dao.Dao+findById(TenantId,UUID) org.thingsboard.server.common.data.HasTenantId+getTenantId() org.thingsboard.server.common.data.HasTenantId+getTenantId() org.thingsboard.server.common.data.id.UUIDBased+getId() org.thingsboard.server.common.data.DeviceProfile+getId() org.thingsboard.server.common.data.DeviceProfile+getId() org.thingsboard.server.common.data.id.UUIDBased+getId() org.thingsboard.server.dao.device.DeviceProfileDao+saveAndFlush(TenantId,DeviceProfile) org.thingsboard.server.dao.device.DeviceProfileDao+saveAndFlush(TenantId,DeviceProfile) org.thingsboard.server.common.data.HasTenantId+getTenantId() org.thingsboard.server.common.data.HasTenantId+getTenantId() org.thingsboard.server.dao.entity.AbstractEntityService+extractConstraintViolationException(Exception) org.thingsboard.server.dao.entity.AbstractEntityService+extractConstraintViolationException(Exception) org.thingsboard.server.dao.exception.DataValidationException+DataValidationException(String) org.thingsboard.server.dao.exception.DataValidationException+DataValidationException(String) java.util.Collections+singletonList(T) java.util.Collections+singletonList(T) org.thingsboard.server.common.data.id.UUIDBased+getId() org.thingsboard.server.common.data.DeviceProfile+getId() org.thingsboard.server.common.data.DeviceProfile+getId() org.thingsboard.server.common.data.id.UUIDBased+getId() java.util.Arrays+asList(T[]) java.util.Arrays+asList(T[]) org.thingsboard.server.common.data.id.UUIDBased+getId() org.thingsboard.server.common.data.DeviceProfile+getId() org.thingsboard.server.common.data.DeviceProfile+getId() org.thingsboard.server.common.data.id.UUIDBased+getId() java.util.Arrays+asList(T[]) java.util.Arrays+asList(T[]) org.thingsboard.server.common.data.id.UUIDBased+getId() org.thingsboard.server.common.data.HasTenantId+getTenantId() org.thingsboard.server.common.data.HasTenantId+getTenantId() org.thingsboard.server.common.data.id.UUIDBased+getId() org.thingsboard.server.common.data.HasName+getName() org.thingsboard.server.common.data.HasName+getName() org.thingsboard.server.common.data.DeviceProfile+isDefault() org.thingsboard.server.common.data.DeviceProfile+isDefault() java.util.Arrays+asList(T[]) java.util.Arrays+asList(T[]) org.thingsboard.server.common.data.id.UUIDBased+getId() org.thingsboard.server.common.data.HasTenantId+getTenantId() org.thingsboard.server.common.data.HasTenantId+getTenantId() org.thingsboard.server.common.data.id.UUIDBased+getId() java.util.Arrays+asList(T[]) java.util.Arrays+asList(T[]) org.thingsboard.server.common.data.id.UUIDBased+getId() org.thingsboard.server.common.data.HasTenantId+getTenantId() org.thingsboard.server.common.data.HasTenantId+getTenantId() org.thingsboard.server.common.data.id.UUIDBased+getId() java.lang.String+equals(Object) org.thingsboard.server.common.data.HasName+getName() org.thingsboard.server.common.data.HasName+getName() java.lang.String+equals(Object) org.thingsboard.server.common.data.HasName+getName() org.thingsboard.server.common.data.HasName+getName() org.thingsboard.server.common.data.page.PageLink+PageLink(int) org.thingsboard.server.dao.device.DeviceDao+findDevicesByTenantIdAndProfileId(UUID,UUID,PageLink) org.thingsboard.server.dao.device.DeviceDao+findDevicesByTenantIdAndProfileId(UUID,UUID,PageLink) org.thingsboard.server.common.data.id.UUIDBased+getId() org.thingsboard.server.common.data.HasTenantId+getTenantId() org.thingsboard.server.common.data.HasTenantId+getTenantId() org.thingsboard.server.common.data.id.UUIDBased+getId() org.thingsboard.server.common.data.id.IdBased+getUuidId() org.thingsboard.server.common.data.id.IdBased+getUuidId() org.thingsboard.server.common.data.page.PageData+getData() org.thingsboard.server.common.data.page.PageData+getData() org.thingsboard.server.common.data.Device+setType(String) org.thingsboard.server.common.data.Device+setType(String) org.thingsboard.server.common.data.HasName+getName() org.thingsboard.server.common.data.HasName+getName() org.thingsboard.server.dao.device.DeviceService+saveDevice(Device) org.thingsboard.server.dao.device.DeviceService+saveDevice(Device) org.thingsboard.server.common.data.page.PageLink+nextPageLink() org.thingsboard.server.common.data.page.PageLink+nextPageLink() org.thingsboard.server.common.data.page.PageData+hasNext() org.thingsboard.server.common.data.page.PageData+hasNext()",org.thingsboard.server.dao.device.DeviceProfileServiceImpl+deviceProfileValidator org.thingsboard.server.dao.device.DeviceProfileServiceImpl+deviceProfileDao org.thingsboard.server.dao.device.DeviceProfileServiceImpl+deviceProfileDao org.thingsboard.server.dao.device.DeviceProfileServiceImpl+cacheManager org.thingsboard.server.dao.device.DeviceProfileServiceImpl+deviceDao org.thingsboard.server.dao.device.DeviceProfileServiceImpl+deviceService,2587,43,1,,"@Override
    public DeviceProfile saveDeviceProfile(DeviceProfile deviceProfile) {
        log.trace(""Executing saveDeviceProfile [{}]"", deviceProfile);
        deviceProfileValidator.validate(deviceProfile, DeviceProfile::getTenantId);
        DeviceProfile oldDeviceProfile = null;
        if (deviceProfile.getId() != null) {
            oldDeviceProfile = deviceProfileDao.findById(deviceProfile.getTenantId(), deviceProfile.getId().getId());
        }
        DeviceProfile savedDeviceProfile;
        try {
            savedDeviceProfile = deviceProfileDao.saveAndFlush(deviceProfile.getTenantId(), deviceProfile);
        } catch (Exception t) {
            ConstraintViolationException e = extractConstraintViolationException(t).orElse(null);
            if (e != null && e.getConstraintName() != null && e.getConstraintName().equalsIgnoreCase(""device_profile_name_unq_key"")) {
                throw new DataValidationException(""Device profile with such name already exists!"");
            } else if (e != null && e.getConstraintName() != null && e.getConstraintName().equalsIgnoreCase(""device_provision_key_unq_key"")) {
                throw new DataValidationException(""Device profile with such provision device key already exists!"");
            } else {
                throw t;
            }
        }
        Cache cache = cacheManager.getCache(DEVICE_PROFILE_CACHE);
        cache.evict(Collections.singletonList(savedDeviceProfile.getId().getId()));
        cache.evict(Arrays.asList(""info"", savedDeviceProfile.getId().getId()));
        cache.evict(Arrays.asList(deviceProfile.getTenantId().getId(), deviceProfile.getName()));
        if (savedDeviceProfile.isDefault()) {
            cache.evict(Arrays.asList(""default"", savedDeviceProfile.getTenantId().getId()));
            cache.evict(Arrays.asList(""default"", ""info"", savedDeviceProfile.getTenantId().getId()));
        }
        if (oldDeviceProfile != null && !oldDeviceProfile.getName().equals(deviceProfile.getName())) {
            PageLink pageLink = new PageLink(100);
            PageData<Device> pageData;
            do {
                pageData = deviceDao.findDevicesByTenantIdAndProfileId(deviceProfile.getTenantId().getId(), deviceProfile.getUuidId(), pageLink);
                for (Device device : pageData.getData()) {
                    device.setType(deviceProfile.getName());
                    deviceService.saveDevice(device);
                }
                pageLink = pageLink.nextPageLink();
            } while (pageData.hasNext());
        }
        return savedDeviceProfile;
    }",False,False,"This method saves a device profile. It validates the device profile, checks if there is an existing profile with the same name or provision device key, and handles any exceptions that occur during the save process. It also evicts relevant entries from the cache and updates the device type for devices associated with the profile if the profile name has changed. Finally, it returns the saved device profile.","This code is a method that saves a device profile. It validates the device profile, checks if there is an existing profile with the same name or provision device key, and updates the cache accordingly. If the device profile's name is changed, it also updates the name of all devices associated with that profile."
24,"deleteDeviceProfile(TenantId,DeviceProfileId)",delete device profile tenant id device profile id ,Method,,,"org.thingsboard.server.dao.service.Validator+validateId(UUIDBased,String) org.thingsboard.server.dao.service.Validator+validateId(UUIDBased,String) org.thingsboard.server.dao.Dao+findById(TenantId,UUID) org.thingsboard.server.dao.Dao+findById(TenantId,UUID) org.thingsboard.server.common.data.id.UUIDBased+getId() org.thingsboard.server.common.data.id.UUIDBased+getId() org.thingsboard.server.common.data.DeviceProfile+isDefault() org.thingsboard.server.common.data.DeviceProfile+isDefault() org.thingsboard.server.dao.exception.DataValidationException+DataValidationException(String) org.thingsboard.server.dao.device.DeviceProfileServiceImpl+removeDeviceProfile(TenantId,DeviceProfile) org.thingsboard.server.dao.device.DeviceProfileServiceImpl+removeDeviceProfile(TenantId,DeviceProfile)",org.thingsboard.server.dao.device.DeviceProfileServiceImpl+INCORRECT_DEVICE_PROFILE_ID org.thingsboard.server.dao.device.DeviceProfileServiceImpl+deviceProfileDao,608,10,1,,"@Override
    public void deleteDeviceProfile(TenantId tenantId, DeviceProfileId deviceProfileId) {
        log.trace(""Executing deleteDeviceProfile [{}]"", deviceProfileId);
        Validator.validateId(deviceProfileId, INCORRECT_DEVICE_PROFILE_ID + deviceProfileId);
        DeviceProfile deviceProfile = deviceProfileDao.findById(tenantId, deviceProfileId.getId());
        if (deviceProfile != null && deviceProfile.isDefault()) {
            throw new DataValidationException(""Deletion of Default Device Profile is prohibited!"");
        }
        this.removeDeviceProfile(tenantId, deviceProfile);
    }",False,False,"This method is used to delete a device profile. It first validates the device profile ID, then checks if the device profile exists and is not the default profile. If all conditions are met, it calls the removeDeviceProfile method to delete the profile.","This code defines a method called `deleteDeviceProfile` which is used to delete a device profile. It first validates the provided device profile ID, then checks if the device profile exists and is not the default profile. If all conditions are met, it calls the `removeDeviceProfile` method to delete the device profile."
25,"removeDeviceProfile(TenantId,DeviceProfile)",remove device profile tenant id device profile ,Method,,,"org.thingsboard.server.common.data.DeviceProfile+getId() org.thingsboard.server.common.data.DeviceProfile+getId() org.thingsboard.server.dao.Dao+removeById(TenantId,UUID) org.thingsboard.server.dao.Dao+removeById(TenantId,UUID) org.thingsboard.server.common.data.id.UUIDBased+getId() org.thingsboard.server.common.data.id.UUIDBased+getId() org.thingsboard.server.dao.entity.AbstractEntityService+extractConstraintViolationException(Exception) org.thingsboard.server.dao.entity.AbstractEntityService+extractConstraintViolationException(Exception) org.thingsboard.server.dao.exception.DataValidationException+DataValidationException(String) org.thingsboard.server.dao.entity.AbstractEntityService+deleteEntityRelations(TenantId,EntityId) org.thingsboard.server.dao.entity.AbstractEntityService+deleteEntityRelations(TenantId,EntityId) java.util.Collections+singletonList(T) java.util.Collections+singletonList(T) org.thingsboard.server.common.data.id.UUIDBased+getId() org.thingsboard.server.common.data.id.UUIDBased+getId() java.util.Arrays+asList(T[]) java.util.Arrays+asList(T[]) org.thingsboard.server.common.data.id.UUIDBased+getId() org.thingsboard.server.common.data.id.UUIDBased+getId() java.util.Arrays+asList(T[]) java.util.Arrays+asList(T[]) org.thingsboard.server.common.data.id.UUIDBased+getId() org.thingsboard.server.common.data.id.UUIDBased+getId() org.thingsboard.server.common.data.HasName+getName() org.thingsboard.server.common.data.HasName+getName()",org.thingsboard.server.dao.device.DeviceProfileServiceImpl+deviceProfileDao org.thingsboard.server.dao.device.DeviceProfileServiceImpl+cacheManager,1032,18,2,,"private void removeDeviceProfile(TenantId tenantId, DeviceProfile deviceProfile) {
        DeviceProfileId deviceProfileId = deviceProfile.getId();
        try {
            deviceProfileDao.removeById(tenantId, deviceProfileId.getId());
        } catch (Exception t) {
            ConstraintViolationException e = extractConstraintViolationException(t).orElse(null);
            if (e != null && e.getConstraintName() != null && e.getConstraintName().equalsIgnoreCase(""fk_device_profile"")) {
                throw new DataValidationException(""The device profile referenced by the devices cannot be deleted!"");
            } else {
                throw t;
            }
        }
        deleteEntityRelations(tenantId, deviceProfileId);
        Cache cache = cacheManager.getCache(DEVICE_PROFILE_CACHE);
        cache.evict(Collections.singletonList(deviceProfileId.getId()));
        cache.evict(Arrays.asList(""info"", deviceProfileId.getId()));
        cache.evict(Arrays.asList(tenantId.getId(), deviceProfile.getName()));
    }",False,False,"This method removes a device profile from the system. It first tries to remove the device profile from the database. If there is a constraint violation exception with the constraint name ""fk_device_profile"", it throws a data validation exception. Otherwise, it throws the original exception. It then deletes the entity relations associated with the device profile and evicts the device profile from the cache.","This code is a private method that removes a device profile from the database. It first tries to remove the device profile by its ID, and if it fails due to a constraint violation, it throws a DataValidationException. It then deletes the entity relations, evicts the device profile from the cache, and finally evicts related cache entries based on the tenant ID and device profile name."
26,"findDeviceProfiles(TenantId,PageLink)",find device profiles tenant id page link ,Method,,,"org.thingsboard.server.dao.service.Validator+validatePageLink(PageLink) org.thingsboard.server.dao.service.Validator+validatePageLink(PageLink) org.thingsboard.server.dao.device.DeviceProfileDao+findDeviceProfiles(TenantId,PageLink) org.thingsboard.server.dao.device.DeviceProfileDao+findDeviceProfiles(TenantId,PageLink)",org.thingsboard.server.dao.device.DeviceProfileServiceImpl+INCORRECT_TENANT_ID org.thingsboard.server.dao.device.DeviceProfileServiceImpl+deviceProfileDao,389,7,1,,"@Override
    public PageData<DeviceProfile> findDeviceProfiles(TenantId tenantId, PageLink pageLink) {
        log.trace(""Executing findDeviceProfiles tenantId [{}], pageLink [{}]"", tenantId, pageLink);
        validateId(tenantId, INCORRECT_TENANT_ID + tenantId);
        Validator.validatePageLink(pageLink);
        return deviceProfileDao.findDeviceProfiles(tenantId, pageLink);
    }",False,False,"This method is used to find device profiles based on the given tenant ID and page link. It logs the execution, validates the tenant ID and page link, and then calls the deviceProfileDao to retrieve the device profiles. The retrieved device profiles are returned as a PageData object.","This code is a method that finds device profiles based on the provided tenant ID and page link. It first validates the tenant ID and page link, then calls the `findDeviceProfiles` method from the `deviceProfileDao` to retrieve the device profiles."
27,"findDeviceProfileInfos(TenantId,PageLink,String)",find device profile infos tenant id page link transport type ,Method,,,"org.thingsboard.server.dao.service.Validator+validatePageLink(PageLink) org.thingsboard.server.dao.service.Validator+validatePageLink(PageLink) org.thingsboard.server.dao.device.DeviceProfileDao+findDeviceProfileInfos(TenantId,PageLink,String) org.thingsboard.server.dao.device.DeviceProfileDao+findDeviceProfileInfos(TenantId,PageLink,String)",org.thingsboard.server.dao.device.DeviceProfileServiceImpl+INCORRECT_TENANT_ID org.thingsboard.server.dao.device.DeviceProfileServiceImpl+deviceProfileDao,442,7,1,,"@Override
    public PageData<DeviceProfileInfo> findDeviceProfileInfos(TenantId tenantId, PageLink pageLink, String transportType) {
        log.trace(""Executing findDeviceProfileInfos tenantId [{}], pageLink [{}]"", tenantId, pageLink);
        validateId(tenantId, INCORRECT_TENANT_ID + tenantId);
        Validator.validatePageLink(pageLink);
        return deviceProfileDao.findDeviceProfileInfos(tenantId, pageLink, transportType);
    }",False,False,"This method is used to find device profile information based on the given tenant ID, page link, and transport type. It logs the execution, validates the inputs, and then calls the corresponding method in the device profile DAO to retrieve the information.","This code is a method that retrieves a page of device profile information based on the provided tenant ID, page link, and transport type. It first validates the tenant ID and page link, then calls the `findDeviceProfileInfos` method from the `deviceProfileDao` to retrieve the requested data."
28,"findOrCreateDeviceProfile(TenantId,String)",find or create device profile tenant id name ,Method,,,"org.thingsboard.server.dao.device.DeviceProfileServiceImpl+findDeviceProfileByName(TenantId,String) org.thingsboard.server.dao.device.DeviceProfileServiceImpl+findDeviceProfileByName(TenantId,String) java.util.concurrent.locks.Lock+lock() java.util.concurrent.locks.Lock+lock() org.thingsboard.server.dao.device.DeviceProfileServiceImpl+findDeviceProfileByName(TenantId,String) org.thingsboard.server.dao.device.DeviceProfileServiceImpl+findDeviceProfileByName(TenantId,String) org.thingsboard.server.dao.device.DeviceProfileServiceImpl+doCreateDefaultDeviceProfile(TenantId,String,boolean) org.thingsboard.server.dao.device.DeviceProfileServiceImpl+doCreateDefaultDeviceProfile(TenantId,String,boolean) java.lang.String+equals(Object) java.lang.String+equals(Object) java.util.concurrent.locks.Lock+unlock() java.util.concurrent.locks.Lock+unlock()",org.thingsboard.server.dao.device.DeviceProfileServiceImpl+findOrCreateLock org.thingsboard.server.dao.device.DeviceProfileServiceImpl+findOrCreateLock,785,18,1,,"@Cacheable(cacheNames = DEVICE_PROFILE_CACHE, key = ""{#tenantId.id, #name}"")
    @Override
    public DeviceProfile findOrCreateDeviceProfile(TenantId tenantId, String name) {
        log.trace(""Executing findOrCreateDefaultDeviceProfile"");
        DeviceProfile deviceProfile = findDeviceProfileByName(tenantId, name);
        if (deviceProfile == null) {
            findOrCreateLock.lock();
            try {
                deviceProfile = findDeviceProfileByName(tenantId, name);
                if (deviceProfile == null) {
                    deviceProfile = this.doCreateDefaultDeviceProfile(tenantId, name, name.equals(""default""));
                }
            } finally {
                findOrCreateLock.unlock();
            }
        }
        return deviceProfile;
    }",False,False,"This method serves to find or create a device profile based on the given tenant ID and name. It first checks if the device profile exists in the cache, and if not, it locks the findOrCreateLock to prevent multiple threads from creating the same device profile simultaneously. Finally, it returns the device profile.","This code is a method that finds or creates a device profile based on the provided tenant ID and name. It first checks if the device profile already exists in the cache, and if not, it locks the findOrCreateLock to prevent multiple threads from creating the same device profile simultaneously. Finally, it returns the found or newly created device profile."
29,createDefaultDeviceProfile(TenantId),create default device profile tenant id ,Method,,,"org.thingsboard.server.dao.device.DeviceProfileServiceImpl+doCreateDefaultDeviceProfile(TenantId,String,boolean) org.thingsboard.server.dao.device.DeviceProfileServiceImpl+doCreateDefaultDeviceProfile(TenantId,String,boolean)",,243,5,1,,"@Override
    public DeviceProfile createDefaultDeviceProfile(TenantId tenantId) {
        log.trace(""Executing createDefaultDeviceProfile tenantId [{}]"", tenantId);
        return doCreateDefaultDeviceProfile(tenantId, ""default"", true);
    }",False,False,"The method creates a default device profile for a given tenant ID. It logs the execution and calls another method to perform the actual creation, passing the tenant ID, a default name, and a flag indicating it is a default profile.","This code snippet is an overridden method that creates a default device profile for a given tenant. It logs a trace message and then calls another method, passing the tenant ID, a default profile name, and a boolean value indicating whether the profile is default or not. The method returns the created device profile."
30,"doCreateDefaultDeviceProfile(TenantId,String,boolean)",do create default device profile tenant id profile name default profile ,Method,,,org.thingsboard.server.common.data.DeviceProfile+DeviceProfile() org.thingsboard.server.common.data.device.profile.DeviceProfileData+DeviceProfileData() org.thingsboard.server.common.data.device.profile.DefaultDeviceProfileConfiguration+DefaultDeviceProfileConfiguration() org.thingsboard.server.common.data.device.profile.DefaultDeviceProfileTransportConfiguration+DefaultDeviceProfileTransportConfiguration() org.thingsboard.server.common.data.device.profile.DisabledDeviceProfileProvisionConfiguration+DisabledDeviceProfileProvisionConfiguration() org.thingsboard.server.common.data.DeviceProfile+setProfileData(DeviceProfileData) org.thingsboard.server.common.data.DeviceProfile+setProfileData(DeviceProfileData) org.thingsboard.server.dao.device.DeviceProfileServiceImpl+saveDeviceProfile(DeviceProfile) org.thingsboard.server.dao.device.DeviceProfileServiceImpl+saveDeviceProfile(DeviceProfile),org.thingsboard.server.dao.device.DeviceProfileServiceImpl+INCORRECT_TENANT_ID,1396,20,2,,"private DeviceProfile doCreateDefaultDeviceProfile(TenantId tenantId, String profileName, boolean defaultProfile) {
        validateId(tenantId, INCORRECT_TENANT_ID + tenantId);
        DeviceProfile deviceProfile = new DeviceProfile();
        deviceProfile.setTenantId(tenantId);
        deviceProfile.setDefault(defaultProfile);
        deviceProfile.setName(profileName);
        deviceProfile.setType(DeviceProfileType.DEFAULT);
        deviceProfile.setTransportType(DeviceTransportType.DEFAULT);
        deviceProfile.setProvisionType(DeviceProfileProvisionType.DISABLED);
        deviceProfile.setDescription(""Default device profile"");
        DeviceProfileData deviceProfileData = new DeviceProfileData();
        DefaultDeviceProfileConfiguration configuration = new DefaultDeviceProfileConfiguration();
        DefaultDeviceProfileTransportConfiguration transportConfiguration = new DefaultDeviceProfileTransportConfiguration();
        DisabledDeviceProfileProvisionConfiguration provisionConfiguration = new DisabledDeviceProfileProvisionConfiguration(null);
        deviceProfileData.setConfiguration(configuration);
        deviceProfileData.setTransportConfiguration(transportConfiguration);
        deviceProfileData.setProvisionConfiguration(provisionConfiguration);
        deviceProfile.setProfileData(deviceProfileData);
        return saveDeviceProfile(deviceProfile);
    }",False,False,"This method creates a default device profile with the given parameters. It sets the tenant ID, profile name, default profile flag, type, transport type, provision type, and description. It also sets the configuration, transport configuration, and provision configuration for the device profile. Finally, it saves and returns the device profile.","This code creates a default device profile with the given tenant ID, profile name, and default profile flag. It sets various properties of the device profile, including its type, transport type, provision type, and description. It also initializes and sets the configuration, transport configuration, and provision configuration of the device profile before saving and returning it."
