index,name,type,inner invocations,external invocations,calls,visits,length,lines,start location,definition line,modifier,annotation,full text,removed
12,sqlQuery2MatchesModelBatch(),Method,,,"org.apache.beam.sdk.nexmark.queries.QueryTest+queryMatchesModel(String,NexmarkQueryTransform<T>,NexmarkQueryModel<T>,boolean) org.apache.beam.sdk.nexmark.queries.QueryTest+queryMatchesModel(String,NexmarkQueryTransform<T>,NexmarkQueryModel<T>,boolean) org.apache.beam.sdk.nexmark.queries.sql.SqlQuery2+SqlQuery2(long) org.apache.beam.sdk.nexmark.queries.Query2Model+Query2Model(NexmarkConfiguration)",org.apache.beam.sdk.nexmark.queries.QueryTest+CONFIG org.apache.beam.sdk.nexmark.NexmarkConfiguration+auctionSkip org.apache.beam.sdk.nexmark.queries.QueryTest+CONFIG,206,6,4635,128,1,,"@Test
  @Category(NeedsRunner.class)
  public void sqlQuery2MatchesModelBatch() {
    queryMatchesModel(
        ""SqlQuery2TestBatch"", new SqlQuery2(CONFIG.auctionSkip), new Query2Model(CONFIG), false);
  }",True
13,sqlQuery2MatchesModelStreaming(),Method,,,"org.apache.beam.sdk.nexmark.queries.QueryTest+queryMatchesModel(String,NexmarkQueryTransform<T>,NexmarkQueryModel<T>,boolean) org.apache.beam.sdk.nexmark.queries.QueryTest+queryMatchesModel(String,NexmarkQueryTransform<T>,NexmarkQueryModel<T>,boolean) org.apache.beam.sdk.nexmark.queries.sql.SqlQuery2+SqlQuery2(long) org.apache.beam.sdk.nexmark.queries.Query2Model+Query2Model(NexmarkConfiguration)",org.apache.beam.sdk.nexmark.queries.QueryTest+CONFIG org.apache.beam.sdk.nexmark.NexmarkConfiguration+auctionSkip org.apache.beam.sdk.nexmark.queries.QueryTest+CONFIG,213,6,4845,135,1,,"@Test
  @Category(NeedsRunner.class)
  public void sqlQuery2MatchesModelStreaming() {
    queryMatchesModel(
        ""SqlQuery2TestStreaming"", new SqlQuery2(CONFIG.auctionSkip), new Query2Model(CONFIG), true);
  }",True
14,query3MatchesModelBatch(),Method,,,"org.apache.beam.sdk.nexmark.queries.QueryTest+queryMatchesModel(String,NexmarkQueryTransform<T>,NexmarkQueryModel<T>,boolean) org.apache.beam.sdk.nexmark.queries.QueryTest+queryMatchesModel(String,NexmarkQueryTransform<T>,NexmarkQueryModel<T>,boolean) org.apache.beam.sdk.nexmark.queries.Query3+Query3(NexmarkConfiguration) org.apache.beam.sdk.nexmark.queries.Query3Model+Query3Model(NexmarkConfiguration)",org.apache.beam.sdk.nexmark.queries.QueryTest+CONFIG org.apache.beam.sdk.nexmark.queries.QueryTest+CONFIG,228,5,5062,142,1,,"@Test
  @Category({NeedsRunner.class, UsesStatefulParDo.class, UsesTimersInParDo.class})
  public void query3MatchesModelBatch() {
    queryMatchesModel(""Query3TestBatch"", new Query3(CONFIG), new Query3Model(CONFIG), false);
  }",False
15,query3MatchesModelStreaming(),Method,,,"org.apache.beam.sdk.nexmark.queries.QueryTest+queryMatchesModel(String,NexmarkQueryTransform<T>,NexmarkQueryModel<T>,boolean) org.apache.beam.sdk.nexmark.queries.QueryTest+queryMatchesModel(String,NexmarkQueryTransform<T>,NexmarkQueryModel<T>,boolean) org.apache.beam.sdk.nexmark.queries.Query3+Query3(NexmarkConfiguration) org.apache.beam.sdk.nexmark.queries.Query3Model+Query3Model(NexmarkConfiguration)",org.apache.beam.sdk.nexmark.queries.QueryTest+CONFIG org.apache.beam.sdk.nexmark.queries.QueryTest+CONFIG,235,5,5294,148,1,,"@Test
  @Category({NeedsRunner.class, UsesStatefulParDo.class, UsesTimersInParDo.class})
  public void query3MatchesModelStreaming() {
    queryMatchesModel(""Query3TestStreaming"", new Query3(CONFIG), new Query3Model(CONFIG), true);
  }",False
16,sqlQuery3MatchesModelBatch(),Method,,,"org.apache.beam.sdk.nexmark.queries.QueryTest+queryMatchesModel(String,NexmarkQueryTransform<T>,NexmarkQueryModel<T>,boolean) org.apache.beam.sdk.nexmark.queries.QueryTest+queryMatchesModel(String,NexmarkQueryTransform<T>,NexmarkQueryModel<T>,boolean) org.apache.beam.sdk.nexmark.queries.sql.SqlQuery3+SqlQuery3(NexmarkConfiguration) org.apache.beam.sdk.nexmark.queries.Query3Model+Query3Model(NexmarkConfiguration)",org.apache.beam.sdk.nexmark.queries.QueryTest+CONFIG org.apache.beam.sdk.nexmark.queries.QueryTest+CONFIG,237,5,5533,154,1,,"@Test
  @Category({NeedsRunner.class, UsesStatefulParDo.class, UsesTimersInParDo.class})
  public void sqlQuery3MatchesModelBatch() {
    queryMatchesModel(""SqlQuery3TestBatch"", new SqlQuery3(CONFIG), new Query3Model(CONFIG), false);
  }",True
17,sqlQuery3MatchesModelStreaming(),Method,,,"org.apache.beam.sdk.nexmark.queries.QueryTest+queryMatchesModel(String,NexmarkQueryTransform<T>,NexmarkQueryModel<T>,boolean) org.apache.beam.sdk.nexmark.queries.QueryTest+queryMatchesModel(String,NexmarkQueryTransform<T>,NexmarkQueryModel<T>,boolean) org.apache.beam.sdk.nexmark.queries.sql.SqlQuery3+SqlQuery3(NexmarkConfiguration) org.apache.beam.sdk.nexmark.queries.Query3Model+Query3Model(NexmarkConfiguration)",org.apache.beam.sdk.nexmark.queries.QueryTest+CONFIG org.apache.beam.sdk.nexmark.queries.QueryTest+CONFIG,253,6,5774,160,1,,"@Test
  @Category({NeedsRunner.class, UsesStatefulParDo.class, UsesTimersInParDo.class})
  public void sqlQuery3MatchesModelStreaming() {
    queryMatchesModel(
        ""SqlQuery3TestStreaming"", new SqlQuery3(CONFIG), new Query3Model(CONFIG), true);
  }",True
18,query4MatchesModelBatch(),Method,,,"org.apache.beam.sdk.nexmark.queries.QueryTest+queryMatchesModel(String,NexmarkQueryTransform<T>,NexmarkQueryModel<T>,boolean) org.apache.beam.sdk.nexmark.queries.QueryTest+queryMatchesModel(String,NexmarkQueryTransform<T>,NexmarkQueryModel<T>,boolean) org.apache.beam.sdk.nexmark.queries.Query4+Query4(NexmarkConfiguration) org.apache.beam.sdk.nexmark.queries.Query4Model+Query4Model(NexmarkConfiguration)",org.apache.beam.sdk.nexmark.queries.QueryTest+CONFIG org.apache.beam.sdk.nexmark.queries.QueryTest+CONFIG,176,5,6031,167,1,,"@Test
  @Category(NeedsRunner.class)
  public void query4MatchesModelBatch() {
    queryMatchesModel(""Query4TestBatch"", new Query4(CONFIG), new Query4Model(CONFIG), false);
  }",False
19,query4MatchesModelStreaming(),Method,,,"org.apache.beam.sdk.nexmark.queries.QueryTest+queryMatchesModel(String,NexmarkQueryTransform<T>,NexmarkQueryModel<T>,boolean) org.apache.beam.sdk.nexmark.queries.QueryTest+queryMatchesModel(String,NexmarkQueryTransform<T>,NexmarkQueryModel<T>,boolean) org.apache.beam.sdk.nexmark.queries.Query4+Query4(NexmarkConfiguration) org.apache.beam.sdk.nexmark.queries.Query4Model+Query4Model(NexmarkConfiguration)",org.apache.beam.sdk.nexmark.queries.QueryTest+CONFIG org.apache.beam.sdk.nexmark.queries.QueryTest+CONFIG,183,5,6211,173,1,,"@Test
  @Category(NeedsRunner.class)
  public void query4MatchesModelStreaming() {
    queryMatchesModel(""Query4TestStreaming"", new Query4(CONFIG), new Query4Model(CONFIG), true);
  }",False
20,query5MatchesModelBatch(),Method,,,"org.apache.beam.sdk.nexmark.queries.QueryTest+queryMatchesModel(String,NexmarkQueryTransform<T>,NexmarkQueryModel<T>,boolean) org.apache.beam.sdk.nexmark.queries.QueryTest+queryMatchesModel(String,NexmarkQueryTransform<T>,NexmarkQueryModel<T>,boolean) org.apache.beam.sdk.nexmark.queries.Query5+Query5(NexmarkConfiguration) org.apache.beam.sdk.nexmark.queries.Query5Model+Query5Model(NexmarkConfiguration)",org.apache.beam.sdk.nexmark.queries.QueryTest+CONFIG org.apache.beam.sdk.nexmark.queries.QueryTest+CONFIG,176,5,6398,179,1,,"@Test
  @Category(NeedsRunner.class)
  public void query5MatchesModelBatch() {
    queryMatchesModel(""Query5TestBatch"", new Query5(CONFIG), new Query5Model(CONFIG), false);
  }",False
21,query5MatchesModelStreaming(),Method,,,"org.apache.beam.sdk.nexmark.queries.QueryTest+queryMatchesModel(String,NexmarkQueryTransform<T>,NexmarkQueryModel<T>,boolean) org.apache.beam.sdk.nexmark.queries.QueryTest+queryMatchesModel(String,NexmarkQueryTransform<T>,NexmarkQueryModel<T>,boolean) org.apache.beam.sdk.nexmark.queries.Query5+Query5(NexmarkConfiguration) org.apache.beam.sdk.nexmark.queries.Query5Model+Query5Model(NexmarkConfiguration)",org.apache.beam.sdk.nexmark.queries.QueryTest+CONFIG org.apache.beam.sdk.nexmark.queries.QueryTest+CONFIG,183,5,6578,185,1,,"@Test
  @Category(NeedsRunner.class)
  public void query5MatchesModelStreaming() {
    queryMatchesModel(""Query5TestStreaming"", new Query5(CONFIG), new Query5Model(CONFIG), true);
  }",False
22,sqlQuery5MatchesModelBatch(),Method,,,"org.apache.beam.sdk.nexmark.queries.QueryTest+queryMatchesModel(String,NexmarkQueryTransform<T>,NexmarkQueryModel<T>,boolean) org.apache.beam.sdk.nexmark.queries.QueryTest+queryMatchesModel(String,NexmarkQueryTransform<T>,NexmarkQueryModel<T>,boolean) org.apache.beam.sdk.nexmark.queries.sql.SqlQuery5+SqlQuery5(NexmarkConfiguration) org.apache.beam.sdk.nexmark.queries.Query5Model+Query5Model(NexmarkConfiguration)",org.apache.beam.sdk.nexmark.queries.QueryTest+CONFIG org.apache.beam.sdk.nexmark.queries.QueryTest+CONFIG,244,6,6765,192,1,,"@Test
  @Category(NeedsRunner.class)
  @Ignore(""https://jira.apache.org/jira/browse/BEAM-7072"")
  public void sqlQuery5MatchesModelBatch() {
    queryMatchesModel(""SqlQuery5TestBatch"", new SqlQuery5(CONFIG), new Query5Model(CONFIG), false);
  }",True
23,sqlQuery5MatchesModelStreaming(),Method,,,"org.apache.beam.sdk.nexmark.queries.QueryTest+queryMatchesModel(String,NexmarkQueryTransform<T>,NexmarkQueryModel<T>,boolean) org.apache.beam.sdk.nexmark.queries.QueryTest+queryMatchesModel(String,NexmarkQueryTransform<T>,NexmarkQueryModel<T>,boolean) org.apache.beam.sdk.nexmark.queries.sql.SqlQuery5+SqlQuery5(NexmarkConfiguration) org.apache.beam.sdk.nexmark.queries.Query5Model+Query5Model(NexmarkConfiguration)",org.apache.beam.sdk.nexmark.queries.QueryTest+CONFIG org.apache.beam.sdk.nexmark.queries.QueryTest+CONFIG,260,7,7013,199,1,,"@Test
  @Category(NeedsRunner.class)
  @Ignore(""https://jira.apache.org/jira/browse/BEAM-7072"")
  public void sqlQuery5MatchesModelStreaming() {
    queryMatchesModel(
        ""SqlQuery5TestStreaming"", new SqlQuery5(CONFIG), new Query5Model(CONFIG), true);
  }",True
24,query6MatchesModelBatch(),Method,,,"org.apache.beam.sdk.nexmark.queries.QueryTest+queryMatchesModel(String,NexmarkQueryTransform<T>,NexmarkQueryModel<T>,boolean) org.apache.beam.sdk.nexmark.queries.QueryTest+queryMatchesModel(String,NexmarkQueryTransform<T>,NexmarkQueryModel<T>,boolean) org.apache.beam.sdk.nexmark.queries.Query6+Query6(NexmarkConfiguration) org.apache.beam.sdk.nexmark.queries.Query6Model+Query6Model(NexmarkConfiguration)",org.apache.beam.sdk.nexmark.queries.QueryTest+CONFIG org.apache.beam.sdk.nexmark.queries.QueryTest+CONFIG,237,6,7277,207,1,,"@Ignore(""https://issues.apache.org/jira/browse/BEAM-3816"")
  @Test
  @Category(NeedsRunner.class)
  public void query6MatchesModelBatch() {
    queryMatchesModel(""Query6TestBatch"", new Query6(CONFIG), new Query6Model(CONFIG), false);
  }",False
25,query6MatchesModelStreaming(),Method,,,"org.apache.beam.sdk.nexmark.queries.QueryTest+queryMatchesModel(String,NexmarkQueryTransform<T>,NexmarkQueryModel<T>,boolean) org.apache.beam.sdk.nexmark.queries.QueryTest+queryMatchesModel(String,NexmarkQueryTransform<T>,NexmarkQueryModel<T>,boolean) org.apache.beam.sdk.nexmark.queries.Query6+Query6(NexmarkConfiguration) org.apache.beam.sdk.nexmark.queries.Query6Model+Query6Model(NexmarkConfiguration)",org.apache.beam.sdk.nexmark.queries.QueryTest+CONFIG org.apache.beam.sdk.nexmark.queries.QueryTest+CONFIG,244,6,7518,214,1,,"@Ignore(""https://issues.apache.org/jira/browse/BEAM-3816"")
  @Test
  @Category(NeedsRunner.class)
  public void query6MatchesModelStreaming() {
    queryMatchesModel(""Query6TestStreaming"", new Query6(CONFIG), new Query6Model(CONFIG), true);
  }",False
26,query7MatchesModelBatch(),Method,,,"org.apache.beam.sdk.nexmark.queries.QueryTest+queryMatchesModel(String,NexmarkQueryTransform<T>,NexmarkQueryModel<T>,boolean) org.apache.beam.sdk.nexmark.queries.QueryTest+queryMatchesModel(String,NexmarkQueryTransform<T>,NexmarkQueryModel<T>,boolean) org.apache.beam.sdk.nexmark.queries.Query7+Query7(NexmarkConfiguration) org.apache.beam.sdk.nexmark.queries.Query7Model+Query7Model(NexmarkConfiguration)",org.apache.beam.sdk.nexmark.queries.QueryTest+CONFIG org.apache.beam.sdk.nexmark.queries.QueryTest+CONFIG,176,5,7766,220,1,,"@Test
  @Category(NeedsRunner.class)
  public void query7MatchesModelBatch() {
    queryMatchesModel(""Query7TestBatch"", new Query7(CONFIG), new Query7Model(CONFIG), false);
  }",False
27,query7MatchesModelStreaming(),Method,,,"org.apache.beam.sdk.nexmark.queries.QueryTest+queryMatchesModel(String,NexmarkQueryTransform<T>,NexmarkQueryModel<T>,boolean) org.apache.beam.sdk.nexmark.queries.QueryTest+queryMatchesModel(String,NexmarkQueryTransform<T>,NexmarkQueryModel<T>,boolean) org.apache.beam.sdk.nexmark.queries.Query7+Query7(NexmarkConfiguration) org.apache.beam.sdk.nexmark.queries.Query7Model+Query7Model(NexmarkConfiguration)",org.apache.beam.sdk.nexmark.queries.QueryTest+CONFIG org.apache.beam.sdk.nexmark.queries.QueryTest+CONFIG,183,5,7946,226,1,,"@Test
  @Category(NeedsRunner.class)
  public void query7MatchesModelStreaming() {
    queryMatchesModel(""Query7TestStreaming"", new Query7(CONFIG), new Query7Model(CONFIG), true);
  }",False
28,sqlQuery7MatchesModelBatch(),Method,,,"org.apache.beam.sdk.nexmark.queries.QueryTest+queryMatchesModel(String,NexmarkQueryTransform<T>,NexmarkQueryModel<T>,boolean) org.apache.beam.sdk.nexmark.queries.QueryTest+queryMatchesModel(String,NexmarkQueryTransform<T>,NexmarkQueryModel<T>,boolean) org.apache.beam.sdk.nexmark.queries.sql.SqlQuery7+SqlQuery7(NexmarkConfiguration) org.apache.beam.sdk.nexmark.queries.Query7Model+Query7Model(NexmarkConfiguration)",org.apache.beam.sdk.nexmark.queries.QueryTest+CONFIG org.apache.beam.sdk.nexmark.queries.QueryTest+CONFIG,185,5,8133,232,1,,"@Test
  @Category(NeedsRunner.class)
  public void sqlQuery7MatchesModelBatch() {
    queryMatchesModel(""SqlQuery7TestBatch"", new SqlQuery7(CONFIG), new Query7Model(CONFIG), false);
  }",True
29,sqlQuery7MatchesModelStreaming(),Method,,,"org.apache.beam.sdk.nexmark.queries.QueryTest+queryMatchesModel(String,NexmarkQueryTransform<T>,NexmarkQueryModel<T>,boolean) org.apache.beam.sdk.nexmark.queries.QueryTest+queryMatchesModel(String,NexmarkQueryTransform<T>,NexmarkQueryModel<T>,boolean) org.apache.beam.sdk.nexmark.queries.sql.SqlQuery7+SqlQuery7(NexmarkConfiguration) org.apache.beam.sdk.nexmark.queries.Query7Model+Query7Model(NexmarkConfiguration)",org.apache.beam.sdk.nexmark.queries.QueryTest+CONFIG org.apache.beam.sdk.nexmark.queries.QueryTest+CONFIG,201,6,8322,238,1,,"@Test
  @Category(NeedsRunner.class)
  public void sqlQuery7MatchesModelStreaming() {
    queryMatchesModel(
        ""SqlQuery7TestStreaming"", new SqlQuery7(CONFIG), new Query7Model(CONFIG), true);
  }",True
30,query8MatchesModelBatch(),Method,,,"org.apache.beam.sdk.nexmark.queries.QueryTest+queryMatchesModel(String,NexmarkQueryTransform<T>,NexmarkQueryModel<T>,boolean) org.apache.beam.sdk.nexmark.queries.QueryTest+queryMatchesModel(String,NexmarkQueryTransform<T>,NexmarkQueryModel<T>,boolean) org.apache.beam.sdk.nexmark.queries.Query8+Query8(NexmarkConfiguration) org.apache.beam.sdk.nexmark.queries.Query8Model+Query8Model(NexmarkConfiguration)",org.apache.beam.sdk.nexmark.queries.QueryTest+CONFIG org.apache.beam.sdk.nexmark.queries.QueryTest+CONFIG,176,5,8527,245,1,,"@Test
  @Category(NeedsRunner.class)
  public void query8MatchesModelBatch() {
    queryMatchesModel(""Query8TestBatch"", new Query8(CONFIG), new Query8Model(CONFIG), false);
  }",False
31,query8MatchesModelStreaming(),Method,,,"org.apache.beam.sdk.nexmark.queries.QueryTest+queryMatchesModel(String,NexmarkQueryTransform<T>,NexmarkQueryModel<T>,boolean) org.apache.beam.sdk.nexmark.queries.QueryTest+queryMatchesModel(String,NexmarkQueryTransform<T>,NexmarkQueryModel<T>,boolean) org.apache.beam.sdk.nexmark.queries.Query8+Query8(NexmarkConfiguration) org.apache.beam.sdk.nexmark.queries.Query8Model+Query8Model(NexmarkConfiguration)",org.apache.beam.sdk.nexmark.queries.QueryTest+CONFIG org.apache.beam.sdk.nexmark.queries.QueryTest+CONFIG,183,5,8707,251,1,,"@Test
  @Category(NeedsRunner.class)
  public void query8MatchesModelStreaming() {
    queryMatchesModel(""Query8TestStreaming"", new Query8(CONFIG), new Query8Model(CONFIG), true);
  }",False
