index,name,type,inner invocations,external invocations,calls,visits,length,lines,start location,definition line,modifier,annotation,full text,removed
42,getProcessDefinitionId(),Method,,,,org.activiti.rest.api.task.TaskResponse+processDefinitionId,76,3,3663,152,1,,"public String getProcessDefinitionId() {
    return processDefinitionId;
  }",False
43,setProcessDefinitionId(String),Method,TaskResponse(Task),,,org.activiti.rest.api.task.TaskResponse+processDefinitionId org.activiti.rest.api.task.TaskResponse+processDefinitionId,120,3,3743,156,1,,"public void setProcessDefinitionId(String processDefinitionId) {
    this.processDefinitionId = processDefinitionId;
  }",False
44,getProcessInstanceId(),Method,,,,org.activiti.rest.api.task.TaskResponse+processInstanceId,72,3,3867,160,1,,"public String getProcessInstanceId() {
    return processInstanceId;
  }",False
45,setProcessInstanceId(String),Method,TaskResponse(Task),,,org.activiti.rest.api.task.TaskResponse+processInstanceId org.activiti.rest.api.task.TaskResponse+processInstanceId,112,3,3943,164,1,,"public void setProcessInstanceId(String processInstanceId) {
    this.processInstanceId = processInstanceId;
  }",False
46,getTaskDefinitionKey(),Method,,,,org.activiti.rest.api.task.TaskResponse+taskDefinitionKey,72,3,4059,168,1,,"public String getTaskDefinitionKey() {
    return taskDefinitionKey;
  }",False
47,setTaskDefinitionKey(String),Method,TaskResponse(Task),,,org.activiti.rest.api.task.TaskResponse+taskDefinitionKey org.activiti.rest.api.task.TaskResponse+taskDefinitionKey,112,3,4135,172,1,,"public void setTaskDefinitionKey(String taskDefinitionKey) {
    this.taskDefinitionKey = taskDefinitionKey;
  }",False
48,getFormResourceKey(),Method,,,,org.activiti.rest.api.task.TaskResponse+formResourceKey,68,3,4251,176,1,,"public String getFormResourceKey() {
    return formResourceKey;
  }",False
49,setFormResourceKey(String),Method,,org.activiti.rest.api.task.TaskResource+getTask() org.activiti.rest.api.task.TasksPaginateList+processList(List),,org.activiti.rest.api.task.TaskResponse+formResourceKey org.activiti.rest.api.task.TaskResponse+formResourceKey,104,3,4323,180,1,,"public void setFormResourceKey(String formResourceKey) {
    this.formResourceKey = formResourceKey;
  }",True
50,getSubTaskList(),Method,,,,org.activiti.rest.api.task.TaskResponse+subTaskList,75,3,4431,184,1,,"public List<SubTaskResponse> getSubTaskList() {
    return subTaskList;
  }",True
51,setSubTaskList(List<SubTaskResponse>),Method,,,,org.activiti.rest.api.task.TaskResponse+subTaskList org.activiti.rest.api.task.TaskResponse+subTaskList,103,3,4510,188,1,,"public void setSubTaskList(List<SubTaskResponse> subTaskList) {
    this.subTaskList = subTaskList;
  }",True
52,addSubTask(SubTaskResponse),Method,,org.activiti.rest.api.task.TaskResource+getTask(),java.util.List+add(E) java.util.List+add(E),org.activiti.rest.api.task.TaskResponse+subTaskList org.activiti.rest.api.task.TaskResponse+subTaskList,88,3,4619,192,1,,"public void addSubTask(SubTaskResponse subTask) {
    this.subTaskList.add(subTask);
  }",True
53,getIdentityLinkList(),Method,,,,org.activiti.rest.api.task.TaskResponse+identityLinkList,90,3,4711,196,1,,"public List<IdentityLinkResponse> getIdentityLinkList() {
    return identityLinkList;
  }",True
54,setIdentityLinkList(List<IdentityLinkResponse>),Method,,,,org.activiti.rest.api.task.TaskResponse+identityLinkList org.activiti.rest.api.task.TaskResponse+identityLinkList,128,3,4805,200,1,,"public void setIdentityLinkList(List<IdentityLinkResponse> identityLinkList) {
    this.identityLinkList = identityLinkList;
  }",True
55,addIdentityLink(IdentityLinkResponse),Method,,org.activiti.rest.api.task.TaskResource+getTask(),java.util.List+add(E) java.util.List+add(E),org.activiti.rest.api.task.TaskResponse+identityLinkList org.activiti.rest.api.task.TaskResponse+identityLinkList,97,3,4939,204,1,,"public void addIdentityLink(IdentityLinkResponse link) {
    this.identityLinkList.add(link);
  }",True
56,getAttachmentList(),Method,,,,org.activiti.rest.api.task.TaskResponse+attachmentList,84,3,5040,208,1,,"public List<AttachmentResponse> getAttachmentList() {
    return attachmentList;
  }",True
57,setAttachmentList(List<AttachmentResponse>),Method,,,,org.activiti.rest.api.task.TaskResponse+attachmentList org.activiti.rest.api.task.TaskResponse+attachmentList,118,3,5128,212,1,,"public void setAttachmentList(List<AttachmentResponse> attachmentList) {
    this.attachmentList = attachmentList;
  }",True
58,addAttachment(AttachmentResponse),Method,,org.activiti.rest.api.task.TaskResource+getTask(),java.util.List+add(E) java.util.List+add(E),org.activiti.rest.api.task.TaskResponse+attachmentList org.activiti.rest.api.task.TaskResponse+attachmentList,103,3,5252,216,1,,"public void addAttachment(AttachmentResponse attachment) {
    this.attachmentList.add(attachment);
  }",True
