index,name,type,inner invocations,external invocations,calls,visits,length,lines,start location,definition line,modifier,annotation,full text,removed
11,"mapToObj(OptionalLong,LongFunction<? extends T>)",Method,,,java.util.OptionalLong+isPresent() java.util.OptionalLong+isPresent() java.util.Optional+empty() java.util.Optional+empty() java.util.Optional+ofNullable(T) java.util.Optional+ofNullable(T) java.util.function.LongFunction+apply(long) java.util.function.LongFunction+apply(long) java.util.OptionalLong+getAsLong() java.util.OptionalLong+getAsLong(),,839,18,8424,244,9,"/** 
 * If a value is present in the  {@code OptionalLong}, returns an  {@code Optional}consisting of the result of applying the given function to the value or else empty. <pre class=""groovyTestCase""> assert !OptionalLong.empty().mapToObj(x -&gt; new Object()).isPresent() assert  OptionalLong.of(123L).mapToObj(x -&gt; new Object()).isPresent() assert !OptionalLong.of(123L).mapToObj(x -&gt; null).isPresent() assert  OptionalLong.of(1234L).mapToObj(Long::toString).get() == '1234' </pre>
 * @since 3.0.0
 */
","/**
     * If a value is present in the {@code OptionalLong}, returns an {@code Optional}
     * consisting of the result of applying the given function to the value or else empty.
     * <pre class=""groovyTestCase"">
     * assert !OptionalLong.empty().mapToObj(x -&gt; new Object()).isPresent()
     * assert  OptionalLong.of(123L).mapToObj(x -&gt; new Object()).isPresent()
     * assert !OptionalLong.of(123L).mapToObj(x -&gt; null).isPresent()
     * assert  OptionalLong.of(1234L).mapToObj(Long::toString).get() == '1234'
     * </pre>
     *
     * @since 3.0.0
     */
    public static <T> Optional<T> mapToObj(final OptionalLong self, final LongFunction<? extends T> mapper) {
        if (!self.isPresent()) {
            return Optional.empty();
        }
        return Optional.ofNullable(mapper.apply(self.getAsLong()));
    }",False
12,"mapToObj(OptionalDouble,DoubleFunction<? extends T>)",Method,,,java.util.OptionalDouble+isPresent() java.util.OptionalDouble+isPresent() java.util.Optional+empty() java.util.Optional+empty() java.util.Optional+ofNullable(T) java.util.Optional+ofNullable(T) java.util.function.DoubleFunction+apply(double) java.util.function.DoubleFunction+apply(double) java.util.OptionalDouble+getAsDouble() java.util.OptionalDouble+getAsDouble(),,874,18,9269,263,9,"/** 
 * If a value is present in the  {@code OptionalDouble}, returns an  {@code Optional}consisting of the result of applying the given function to the value or else empty. <pre class=""groovyTestCase""> assert !OptionalDouble.empty().mapToObj(x -&gt; new Object()).isPresent() assert  OptionalDouble.of(Math.PI).mapToObj(x -&gt; new Object()).isPresent() assert !OptionalDouble.of(Math.PI).mapToObj(x -&gt; null).isPresent() assert  OptionalDouble.of(Math.PI).mapToObj(Double::toString).get().startsWith('3.14') </pre>
 * @since 3.0.0
 */
","/**
     * If a value is present in the {@code OptionalDouble}, returns an {@code Optional}
     * consisting of the result of applying the given function to the value or else empty.
     * <pre class=""groovyTestCase"">
     * assert !OptionalDouble.empty().mapToObj(x -&gt; new Object()).isPresent()
     * assert  OptionalDouble.of(Math.PI).mapToObj(x -&gt; new Object()).isPresent()
     * assert !OptionalDouble.of(Math.PI).mapToObj(x -&gt; null).isPresent()
     * assert  OptionalDouble.of(Math.PI).mapToObj(Double::toString).get().startsWith('3.14')
     * </pre>
     *
     * @since 3.0.0
     */
    public static <T> Optional<T> mapToObj(final OptionalDouble self, final DoubleFunction<? extends T> mapper) {
        if (!self.isPresent()) {
            return Optional.empty();
        }
        return Optional.ofNullable(mapper.apply(self.getAsDouble()));
    }",False
13,"mapToInt(Optional<T>,ToIntFunction<? super T>)",Method,,,java.util.Optional+orElseGet(Supplier) java.util.Optional+map(Function) java.util.Optional+map(Function) java.util.OptionalInt+of(int) java.util.OptionalInt+of(int) java.util.function.ToIntFunction+applyAsInt(T) java.util.function.ToIntFunction+applyAsInt(T) java.util.Optional+orElseGet(Supplier) java.util.OptionalInt+empty(),,614,13,10149,280,9,"/** 
 * If a value is present in the  {@code OptionalInt}, returns an  {@code OptionalInt}consisting of the result of applying the given function to the value or else empty. <pre class=""groovyTestCase""> assert !Optional.empty().mapToInt(x -&gt; 42).isPresent() assert  Optional.of('x').mapToInt(x -&gt; 42).getAsInt() == 42 </pre>
 * @since 3.0.0
 */
","/**
     * If a value is present in the {@code OptionalInt}, returns an {@code OptionalInt}
     * consisting of the result of applying the given function to the value or else empty.
     * <pre class=""groovyTestCase"">
     * assert !Optional.empty().mapToInt(x -&gt; 42).isPresent()
     * assert  Optional.of('x').mapToInt(x -&gt; 42).getAsInt() == 42
     * </pre>
     *
     * @since 3.0.0
     */
    public static <T> OptionalInt mapToInt(final Optional<T> self, final ToIntFunction<? super T> mapper) {
        return self.map(t -> OptionalInt.of(mapper.applyAsInt(t))).orElseGet(OptionalInt::empty);
    }",False
14,"mapToLong(Optional<T>,ToLongFunction<? super T>)",Method,,,java.util.Optional+orElseGet(Supplier) java.util.Optional+map(Function) java.util.Optional+map(Function) java.util.OptionalLong+of(long) java.util.OptionalLong+of(long) java.util.function.ToLongFunction+applyAsLong(T) java.util.function.ToLongFunction+applyAsLong(T) java.util.Optional+orElseGet(Supplier) java.util.OptionalLong+empty(),,628,13,10769,294,9,"/** 
 * If a value is present in the  {@code OptionalLong}, returns an  {@code OptionalLong}consisting of the result of applying the given function to the value or else empty. <pre class=""groovyTestCase""> assert !Optional.empty().mapToLong(x -&gt; 42L).isPresent() assert  Optional.of('x').mapToLong(x -&gt; 42L).getAsLong() == 42L </pre>
 * @since 3.0.0
 */
","/**
     * If a value is present in the {@code OptionalLong}, returns an {@code OptionalLong}
     * consisting of the result of applying the given function to the value or else empty.
     * <pre class=""groovyTestCase"">
     * assert !Optional.empty().mapToLong(x -&gt; 42L).isPresent()
     * assert  Optional.of('x').mapToLong(x -&gt; 42L).getAsLong() == 42L
     * </pre>
     *
     * @since 3.0.0
     */
    public static <T> OptionalLong mapToLong(final Optional<T> self, final ToLongFunction<? super T> mapper) {
        return self.map(t -> OptionalLong.of(mapper.applyAsLong(t))).orElseGet(OptionalLong::empty);
    }",False
15,"mapToDouble(Optional<T>,ToDoubleFunction<? super T>)",Method,,,java.util.Optional+orElseGet(Supplier) java.util.Optional+map(Function) java.util.Optional+map(Function) java.util.OptionalDouble+of(double) java.util.OptionalDouble+of(double) java.util.function.ToDoubleFunction+applyAsDouble(T) java.util.function.ToDoubleFunction+applyAsDouble(T) java.util.Optional+orElseGet(Supplier) java.util.OptionalDouble+empty(),,662,13,11403,308,9,"/** 
 * If a value is present in the  {@code OptionalDouble}, returns an  {@code OptionalDouble}consisting of the result of applying the given function to the value or else empty. <pre class=""groovyTestCase""> assert !Optional.empty().mapToDouble(x -&gt; Math.PI).isPresent() assert  Optional.of('x').mapToDouble(x -&gt; Math.PI).getAsDouble() == Math.PI </pre>
 * @since 3.0.0
 */
","/**
     * If a value is present in the {@code OptionalDouble}, returns an {@code OptionalDouble}
     * consisting of the result of applying the given function to the value or else empty.
     * <pre class=""groovyTestCase"">
     * assert !Optional.empty().mapToDouble(x -&gt; Math.PI).isPresent()
     * assert  Optional.of('x').mapToDouble(x -&gt; Math.PI).getAsDouble() == Math.PI
     * </pre>
     *
     * @since 3.0.0
     */
    public static <T> OptionalDouble mapToDouble(final Optional<T> self, final ToDoubleFunction<? super T> mapper) {
        return self.map(t -> OptionalDouble.of(mapper.applyAsDouble(t))).orElseGet(OptionalDouble::empty);
    }",False
16,"collect(Optional<S>,Closure<T>)",Method,,,java.util.Objects+requireNonNull(T) java.util.Objects+requireNonNull(T) java.util.Objects+requireNonNull(T) java.util.Objects+requireNonNull(T) java.util.Optional+map(Function) java.util.Optional+map(Function) groovy.lang.Closure+call(Object),,932,19,12071,326,9,"/** 
 * If the optional contains a value, returns an optional containing the transformed value obtained using the <code>transform</code> closure or otherwise an empty optional. <pre class=""groovyTestCase""> assert Optional.of(""foobar"").collect{ it.size() }.get() == 6 assert !Optional.empty().collect{ it.size() }.isPresent() </pre>
 * @param self      an Optional
 * @param transform the closure used to transform the optional value if present
 * @return an Optional containing the transformed value or empty if the optional is empty or the transform returns null
 * @since 3.0.0
 */
","/**
     * If the optional contains a value, returns an optional containing the transformed value obtained using the <code>transform</code> closure
     * or otherwise an empty optional.
     * <pre class=""groovyTestCase"">
     * assert Optional.of(""foobar"").collect{ it.size() }.get() == 6
     * assert !Optional.empty().collect{ it.size() }.isPresent()
     * </pre>
     *
     * @param self      an Optional
     * @param transform the closure used to transform the optional value if present
     * @return an Optional containing the transformed value or empty if the optional is empty or the transform returns null
     *
     * @since 3.0.0
     */
    public static <S,T> Optional<T> collect(final Optional<S> self, @ClosureParams(FirstParam.FirstGenericType.class) final Closure<T> transform) {
        Objects.requireNonNull(self);
        Objects.requireNonNull(transform);
        return self.map(transform::call);
    }",False
17,"collect(Future<S>,Closure<T>)",Method,,,"java.util.Objects+requireNonNull(T) java.util.Objects+requireNonNull(T) java.util.Objects+requireNonNull(T) java.util.Objects+requireNonNull(T) org.codehaus.groovy.vmplugin.v8.PluginDefaultGroovyMethods.TransformedFuture+TransformedFuture(Future,Closure<E>)",,940,22,13009,349,9,"/** 
 * Returns a Future asynchronously returning a transformed result. <pre class=""_temp_disabled_groovyTestCase""> import java.util.concurrent. def executor = Executors.newSingleThreadExecutor() Future<String> foobar = executor.submit{ ""foobar"" } Future<Integer> foobarSize = foobar.collect{ it.size() } assert foobarSize.get() == 6 executor.shutdown() </pre>
 * @param self      a Future
 * @param transform the closure used to transform the Future value
 * @return a Future allowing the transformed value to be obtained asynchronously
 * @since 3.0.0
 */
","/**
     * Returns a Future asynchronously returning a transformed result.
     * <pre class=""_temp_disabled_groovyTestCase"">
     * import java.util.concurrent.*
     * def executor = Executors.newSingleThreadExecutor()
     * Future<String> foobar = executor.submit{ ""foobar"" }
     * Future<Integer> foobarSize = foobar.collect{ it.size() }
     * assert foobarSize.get() == 6
     * executor.shutdown()
     * </pre>
     *
     * @param self      a Future
     * @param transform the closure used to transform the Future value
     * @return a Future allowing the transformed value to be obtained asynchronously
     *
     * @since 3.0.0
     */
    public static <S,T> Future<T> collect(final Future<S> self, @ClosureParams(FirstParam.FirstGenericType.class) final Closure<T> transform) {
        Objects.requireNonNull(self);
        Objects.requireNonNull(transform);
        return new TransformedFuture<T>(self, transform);
    }",False
18,next(Enum),Method,,,"java.lang.Class+getMethods() java.lang.Object+getClass() java.lang.Object+getClass() java.lang.Class+getMethods() java.lang.String+equals(Object) java.lang.reflect.Method+getName() java.lang.reflect.Method+getName() java.lang.String+equals(Object) java.lang.reflect.Method+getParameterCount() java.lang.reflect.Method+getParameterCount() org.codehaus.groovy.runtime.InvokerHelper+invokeMethod(Object,String,Object) org.codehaus.groovy.runtime.InvokerHelper+invokeMethod(Object,String,Object) org.codehaus.groovy.runtime.InvokerHelper+invokeStaticMethod(Class,String,Object) org.codehaus.groovy.runtime.InvokerHelper+invokeStaticMethod(Class,String,Object) java.lang.Object+getClass() java.lang.Object+getClass() java.util.List+indexOf(Object) java.util.Arrays+asList(T[]) java.util.Arrays+asList(T[]) java.util.List+indexOf(Object)",org.codehaus.groovy.runtime.InvokerHelper+EMPTY_ARGS org.codehaus.groovy.runtime.InvokerHelper+EMPTY_ARGS,849,19,13955,364,9,"/** 
 * Overloads the  {@code ++} operator for enums. It will invoke Groovy'sdefault next behaviour for enums that do not have their own next method.
 * @param self an Enum
 * @return the next defined enum from the enum class
 * @since 1.5.2
 */
","/**
     * Overloads the {@code ++} operator for enums. It will invoke Groovy's
     * default next behaviour for enums that do not have their own next method.
     *
     * @param self an Enum
     * @return the next defined enum from the enum class
     *
     * @since 1.5.2
     */
    public static Object next(final Enum self) {
        for (Method method : self.getClass().getMethods()) {
            if (method.getName().equals(""next"") && method.getParameterCount() == 0) {
                return InvokerHelper.invokeMethod(self, ""next"", InvokerHelper.EMPTY_ARGS);
            }
        }
        Object[] values = (Object[]) InvokerHelper.invokeStaticMethod(self.getClass(), ""values"", InvokerHelper.EMPTY_ARGS);
        int index = Arrays.asList(values).indexOf(self);
        return values[index < values.length - 1 ? index + 1 : 0];
    }",False
19,previous(Enum),Method,,,"java.lang.Class+getMethods() java.lang.Object+getClass() java.lang.Object+getClass() java.lang.Class+getMethods() java.lang.String+equals(Object) java.lang.reflect.Method+getName() java.lang.reflect.Method+getName() java.lang.String+equals(Object) java.lang.reflect.Method+getParameterCount() java.lang.reflect.Method+getParameterCount() org.codehaus.groovy.runtime.InvokerHelper+invokeMethod(Object,String,Object) org.codehaus.groovy.runtime.InvokerHelper+invokeMethod(Object,String,Object) org.codehaus.groovy.runtime.InvokerHelper+invokeStaticMethod(Class,String,Object) org.codehaus.groovy.runtime.InvokerHelper+invokeStaticMethod(Class,String,Object) java.lang.Object+getClass() java.lang.Object+getClass() java.util.List+indexOf(Object) java.util.Arrays+asList(T[]) java.util.Arrays+asList(T[]) java.util.List+indexOf(Object)",org.codehaus.groovy.runtime.InvokerHelper+EMPTY_ARGS org.codehaus.groovy.runtime.InvokerHelper+EMPTY_ARGS,873,19,14810,384,9,"/** 
 * Overloads the  {@code --} operator for enums. It will invoke Groovy'sdefault previous behaviour for enums that do not have their own previous method.
 * @param self an Enum
 * @return the previous defined enum from the enum class
 * @since 1.5.2
 */
","/**
     * Overloads the {@code --} operator for enums. It will invoke Groovy's
     * default previous behaviour for enums that do not have their own previous method.
     *
     * @param self an Enum
     * @return the previous defined enum from the enum class
     *
     * @since 1.5.2
     */
    public static Object previous(final Enum self) {
        for (Method method : self.getClass().getMethods()) {
            if (method.getName().equals(""previous"") && method.getParameterCount() == 0) {
                return InvokerHelper.invokeMethod(self, ""previous"", InvokerHelper.EMPTY_ARGS);
            }
        }
        Object[] values = (Object[]) InvokerHelper.invokeStaticMethod(self.getClass(), ""values"", InvokerHelper.EMPTY_ARGS);
        int index = Arrays.asList(values).indexOf(self);
        return values[index > 0 ? index - 1 : values.length - 1];
    }",False
20,size(StringBuilder),Method,,,java.lang.StringBuilder+length() java.lang.StringBuilder+length(),,415,14,15689,406,9,"/** 
 * Provides the standard Groovy <code>size()</code> method for <code>StringBuilder</code>.
 * @param self a StringBuilder
 * @return the length of the StringBuilder
 * @since 1.5.2
 * @see org.codehaus.groovy.runtime.StringGroovyMethods#size(CharSequence)
 */
","/**
     * Provides the standard Groovy <code>size()</code> method for <code>StringBuilder</code>.
     *
     * @param self a StringBuilder
     * @return the length of the StringBuilder
     *
     * @since 1.5.2
     *
     * @see org.codehaus.groovy.runtime.StringGroovyMethods#size(CharSequence)
     */
    @Deprecated
    public static int size(final StringBuilder self) {
        return self.length();
    }",False
21,"leftShift(StringBuilder,Object)",Method,,,java.lang.StringBuilder+append(String) java.lang.StringBuilder+append(String) java.lang.Object+toString() java.lang.Object+toString() java.lang.StringBuilder+append(CharSequence) java.lang.StringBuilder+append(CharSequence) java.lang.StringBuilder+append(Object) java.lang.StringBuilder+append(Object),,910,22,16110,420,9,"/** 
 * Overloads the left shift operator to provide an easy way to append multiple objects as string representations to a StringBuilder.
 * @param self  a StringBuilder
 * @param value a value to append
 * @return the StringBuilder on which this operation was invoked
 * @since 1.5.2
 */
","/**
     * Overloads the left shift operator to provide an easy way to append multiple
     * objects as string representations to a StringBuilder.
     *
     * @param self  a StringBuilder
     * @param value a value to append
     * @return the StringBuilder on which this operation was invoked
     *
     * @since 1.5.2
     */
    public static StringBuilder leftShift(final StringBuilder self, final Object value) {
        if (value instanceof GString) {
            // Force the conversion of the GString to string now, or appending
            // is going to be extremely expensive, due to calls to GString#charAt,
            // which is going to re-evaluate the GString for each character!
            return self.append(value.toString());
        }
        if (value instanceof CharSequence) {
            return self.append((CharSequence)value);
        }
        return self.append(value);
    }",False
22,"putAt(StringBuilder,IntRange,Object)",Method,,,"org.codehaus.groovy.runtime.DefaultGroovyMethodsSupport+subListBorders(int,Range) org.codehaus.groovy.runtime.DefaultGroovyMethodsSupport+subListBorders(int,Range) java.lang.StringBuilder+length() java.lang.StringBuilder+length() java.lang.StringBuilder+replace(int,int,String) java.lang.StringBuilder+replace(int,int,String) java.lang.Object+toString() java.lang.Object+toString()",org.codehaus.groovy.runtime.RangeInfo+from org.codehaus.groovy.runtime.RangeInfo+to,561,14,17026,443,9,"/** 
 * Supports the range subscript operator for StringBuilder. Index values are treated as characters within the builder.
 * @param self  a StringBuilder
 * @param range a Range
 * @param value the object that's toString() will be inserted
 * @since 1.5.2
 */
","/**
     * Supports the range subscript operator for StringBuilder.
     * Index values are treated as characters within the builder.
     *
     * @param self  a StringBuilder
     * @param range a Range
     * @param value the object that's toString() will be inserted
     *
     * @since 1.5.2
     */
    public static void putAt(final StringBuilder self, final IntRange range, final Object value) {
        RangeInfo info = DefaultGroovyMethodsSupport.subListBorders(self.length(), range);
        self.replace(info.from, info.to, value.toString());
    }",False
23,"putAt(StringBuilder,EmptyRange,Object)",Method,,,"org.codehaus.groovy.runtime.DefaultGroovyMethodsSupport+subListBorders(int,EmptyRange) org.codehaus.groovy.runtime.DefaultGroovyMethodsSupport+subListBorders(int,EmptyRange) java.lang.StringBuilder+length() java.lang.StringBuilder+length() java.lang.StringBuilder+replace(int,int,String) java.lang.StringBuilder+replace(int,int,String) java.lang.Object+toString() java.lang.Object+toString()",org.codehaus.groovy.runtime.RangeInfo+from org.codehaus.groovy.runtime.RangeInfo+to,497,13,17593,457,9,"/** 
 * Supports the range subscript operator for StringBuilder.
 * @param self  a StringBuilder
 * @param range a Range
 * @param value the object that's toString() will be inserted
 * @since 1.5.2
 */
","/**
     * Supports the range subscript operator for StringBuilder.
     *
     * @param self  a StringBuilder
     * @param range a Range
     * @param value the object that's toString() will be inserted
     *
     * @since 1.5.2
     */
    public static void putAt(final StringBuilder self, final EmptyRange range, final Object value) {
        RangeInfo info = DefaultGroovyMethodsSupport.subListBorders(self.length(), range);
        self.replace(info.from, info.to, value.toString());
    }",False
