index,name,type,inner invocations,external invocations,calls,visits,length,lines,start location,definition line,modifier,annotation,full text,removed
11,"addTo(int,double)",Method,,,"com.tencent.angel.ps.storage.vector.ServerIntDoubleRow+set(int,double) com.tencent.angel.ps.storage.vector.ServerIntDoubleRow+set(int,double) com.tencent.angel.ps.storage.vector.ServerIntDoubleRow+get(int) com.tencent.angel.ps.storage.vector.ServerIntDoubleRow+get(int)",,208,9,4419,152,1,"/** 
 * Add a element value without lock
 * @param index element index
 * @param value element plus value
 */
","/**
   * Add a element value without lock
   *
   * @param index element index
   * @param value element plus value
   */
  public void addTo(int index, double value) {
    set(index, get(index) + value);
  }",False
12,"addTo(int[],double[])",Method,,,,,344,12,4631,162,1,"/** 
 * Add a batch elements values without lock
 * @param indices elements indices
 * @param values elements plus values
 */
","/**
   * Add a batch elements values without lock
   *
   * @param indices elements indices
   * @param values elements plus values
   */
  public void addTo(int[] indices, double[] values) {
    assert indices.length == values.length;
    for (int i = 0; i < indices.length; i++) {
      set(indices[i], get(indices[i]) + values[i]);
    }
  }",False
13,getValues(),Method,mergeTo(IntDoubleVector) serializeRow(ByteBuf) elemUpdate(DoubleElemUpdateFunc),,com.tencent.angel.ml.math2.storage.DoubleVectorStorage+getValues() com.tencent.angel.ml.math2.vector.IntDoubleVector+getStorage() com.tencent.angel.ml.math2.vector.IntDoubleVector+getStorage() com.tencent.angel.ml.math2.storage.DoubleVectorStorage+getValues(),com.tencent.angel.ps.storage.vector.ServerIntDoubleRow+intDoubleRow,231,8,4979,174,2,"/** 
 * Get all element values without lock, you must check the storage is dense first use ""isDense""
 * @return all element values
 */
","/**
   * Get all element values without lock, you must check the storage is dense first use ""isDense""
   *
   * @return all element values
   */
  private double[] getValues() {
    return intDoubleRow.getStorage().getValues();
  }",False
14,getIter(),Method,mergeTo(IntDoubleVector) serializeRow(ByteBuf) elemUpdate(DoubleElemUpdateFunc),,com.tencent.angel.ml.math2.storage.IntDoubleVectorStorage+entryIterator() com.tencent.angel.ml.math2.vector.IntDoubleVector+getStorage() com.tencent.angel.ml.math2.vector.IntDoubleVector+getStorage() com.tencent.angel.ml.math2.storage.IntDoubleVectorStorage+entryIterator(),com.tencent.angel.ps.storage.vector.ServerIntDoubleRow+intDoubleRow,349,9,5214,184,1,"/** 
 * Get all element indices and values without lock, you must check the storage is sparse first use ""isSparse""; if you want use original indices, you must plus with ""startCol"" first
 * @return all element values
 */
","/**
   * Get all element indices and values without lock, you must check the storage is sparse first use
   * ""isSparse""; if you want use original indices, you must plus with ""startCol"" first
   *
   * @return all element values
   */
  public ObjectIterator<Int2DoubleMap.Entry> getIter() {
    return intDoubleRow.getStorage().entryIterator();
  }",False
15,"update(RowType,ByteBuf,UpdateOp)",Method,,,"com.tencent.angel.ps.storage.vector.ServerRow+startWrite() com.tencent.angel.ps.storage.vector.ServerRow+startWrite() com.tencent.angel.ps.storage.vector.ServerIntDoubleRow+updateUseIntDoubleSparse(ByteBuf,UpdateOp) com.tencent.angel.ps.storage.vector.ServerIntDoubleRow+updateUseIntDoubleSparse(ByteBuf,UpdateOp) com.tencent.angel.ps.storage.vector.ServerIntDoubleRow+updateUseIntFloatSparse(ByteBuf,UpdateOp) com.tencent.angel.ps.storage.vector.ServerIntDoubleRow+updateUseIntFloatSparse(ByteBuf,UpdateOp) com.tencent.angel.ps.storage.vector.ServerIntDoubleRow+updateUseIntLongSparse(ByteBuf,UpdateOp) com.tencent.angel.ps.storage.vector.ServerIntDoubleRow+updateUseIntLongSparse(ByteBuf,UpdateOp) com.tencent.angel.ps.storage.vector.ServerIntDoubleRow+updateUseIntIntSparse(ByteBuf,UpdateOp) com.tencent.angel.ps.storage.vector.ServerIntDoubleRow+updateUseIntIntSparse(ByteBuf,UpdateOp) com.tencent.angel.ps.storage.vector.ServerIntDoubleRow+updateUseIntDoubleDense(ByteBuf,UpdateOp) com.tencent.angel.ps.storage.vector.ServerIntDoubleRow+updateUseIntDoubleDense(ByteBuf,UpdateOp) com.tencent.angel.ps.storage.vector.ServerIntDoubleRow+updateUseIntFloatDense(ByteBuf,UpdateOp) com.tencent.angel.ps.storage.vector.ServerIntDoubleRow+updateUseIntFloatDense(ByteBuf,UpdateOp) com.tencent.angel.ps.storage.vector.ServerIntDoubleRow+updateUseIntLongDense(ByteBuf,UpdateOp) com.tencent.angel.ps.storage.vector.ServerIntDoubleRow+updateUseIntLongDense(ByteBuf,UpdateOp) com.tencent.angel.ps.storage.vector.ServerIntDoubleRow+updateUseIntIntDense(ByteBuf,UpdateOp) com.tencent.angel.ps.storage.vector.ServerIntDoubleRow+updateUseIntIntDense(ByteBuf,UpdateOp) java.lang.UnsupportedOperationException+UnsupportedOperationException(String) java.lang.Class+getName() java.lang.Object+getClass() java.lang.Object+getClass() java.lang.Class+getName() com.tencent.angel.ps.storage.vector.ServerRow+updateRowVersion() com.tencent.angel.ps.storage.vector.ServerRow+updateRowVersion() com.tencent.angel.ps.storage.vector.ServerRow+endWrite() com.tencent.angel.ps.storage.vector.ServerRow+endWrite()",,1406,56,5567,189,1,,"@Override
  public void update(RowType updateType, ByteBuf buf, UpdateOp op) {
    startWrite();
    try {
      switch (updateType) {
        case T_DOUBLE_SPARSE:
        case T_DOUBLE_SPARSE_COMPONENT:
          updateUseIntDoubleSparse(buf, op);
          break;

        case T_FLOAT_SPARSE:
        case T_FLOAT_SPARSE_COMPONENT:
          updateUseIntFloatSparse(buf, op);
          break;

        case T_LONG_SPARSE:
        case T_LONG_SPARSE_COMPONENT:
          updateUseIntLongSparse(buf, op);
          break;

        case T_INT_SPARSE:
        case T_INT_SPARSE_COMPONENT:
          updateUseIntIntSparse(buf, op);
          break;

        case T_DOUBLE_DENSE:
        case T_DOUBLE_DENSE_COMPONENT:
          updateUseIntDoubleDense(buf, op);
          break;

        case T_FLOAT_DENSE:
        case T_FLOAT_DENSE_COMPONENT:
          updateUseIntFloatDense(buf, op);
          break;

        case T_LONG_DENSE:
        case T_LONG_DENSE_COMPONENT:
          updateUseIntLongDense(buf, op);
          break;

        case T_INT_DENSE:
        case T_INT_DENSE_COMPONENT:
          updateUseIntIntDense(buf, op);
          break;

        default: {
          throw new UnsupportedOperationException(
              ""Unsupport operation: update "" + updateType + "" to "" + this.getClass().getName());
        }
      }

      updateRowVersion();
    } finally {
      endWrite();
    }
  }",True
16,"updateUseIntDoubleDense(ByteBuf,UpdateOp)",Method,"update(RowType,ByteBuf,UpdateOp)",,"com.tencent.angel.ml.math2.vector.IntDoubleVector+set(int,double) com.tencent.angel.ml.math2.vector.IntDoubleVector+set(int,double) com.tencent.angel.ml.math2.vector.IntDoubleVector+get(int) com.tencent.angel.ml.math2.vector.IntDoubleVector+get(int) com.tencent.angel.ml.math2.vector.IntDoubleVector+set(int,double) com.tencent.angel.ml.math2.vector.IntDoubleVector+set(int,double)",com.tencent.angel.ps.storage.vector.ServerIntDoubleRow+intDoubleRow com.tencent.angel.ps.storage.vector.ServerIntDoubleRow+intDoubleRow com.tencent.angel.ps.storage.vector.ServerIntDoubleRow+intDoubleRow,358,12,6977,245,2,,"private void updateUseIntDoubleDense(ByteBuf buf, UpdateOp op) {
    int size = buf.readInt();
    if (op == UpdateOp.PLUS) {
      for (int i = 0; i < size; i++) {
        intDoubleRow.set(i, intDoubleRow.get(i) + buf.readDouble());
      }
    } else {
      for (int i = 0; i < size; i++) {
        intDoubleRow.set(i, buf.readDouble());
      }
    }
  }",True
17,"updateUseIntFloatDense(ByteBuf,UpdateOp)",Method,"update(RowType,ByteBuf,UpdateOp)",,"com.tencent.angel.ml.math2.vector.IntDoubleVector+set(int,double) com.tencent.angel.ml.math2.vector.IntDoubleVector+set(int,double) com.tencent.angel.ml.math2.vector.IntDoubleVector+get(int) com.tencent.angel.ml.math2.vector.IntDoubleVector+get(int) com.tencent.angel.ml.math2.vector.IntDoubleVector+set(int,double) com.tencent.angel.ml.math2.vector.IntDoubleVector+set(int,double)",com.tencent.angel.ps.storage.vector.ServerIntDoubleRow+intDoubleRow com.tencent.angel.ps.storage.vector.ServerIntDoubleRow+intDoubleRow com.tencent.angel.ps.storage.vector.ServerIntDoubleRow+intDoubleRow,355,12,7339,258,2,,"private void updateUseIntFloatDense(ByteBuf buf, UpdateOp op) {
    int size = buf.readInt();
    if (op == UpdateOp.PLUS) {
      for (int i = 0; i < size; i++) {
        intDoubleRow.set(i, intDoubleRow.get(i) + buf.readFloat());
      }
    } else {
      for (int i = 0; i < size; i++) {
        intDoubleRow.set(i, buf.readFloat());
      }
    }
  }",True
18,"updateUseIntIntDense(ByteBuf,UpdateOp)",Method,"update(RowType,ByteBuf,UpdateOp)",,"com.tencent.angel.ml.math2.vector.IntDoubleVector+set(int,double) com.tencent.angel.ml.math2.vector.IntDoubleVector+set(int,double) com.tencent.angel.ml.math2.vector.IntDoubleVector+get(int) com.tencent.angel.ml.math2.vector.IntDoubleVector+get(int) com.tencent.angel.ml.math2.vector.IntDoubleVector+set(int,double) com.tencent.angel.ml.math2.vector.IntDoubleVector+set(int,double)",com.tencent.angel.ps.storage.vector.ServerIntDoubleRow+intDoubleRow com.tencent.angel.ps.storage.vector.ServerIntDoubleRow+intDoubleRow com.tencent.angel.ps.storage.vector.ServerIntDoubleRow+intDoubleRow,349,12,7698,271,2,,"private void updateUseIntIntDense(ByteBuf buf, UpdateOp op) {
    int size = buf.readInt();
    if (op == UpdateOp.PLUS) {
      for (int i = 0; i < size; i++) {
        intDoubleRow.set(i, intDoubleRow.get(i) + buf.readInt());
      }
    } else {
      for (int i = 0; i < size; i++) {
        intDoubleRow.set(i, buf.readInt());
      }
    }
  }",True
19,"updateUseIntLongDense(ByteBuf,UpdateOp)",Method,"update(RowType,ByteBuf,UpdateOp)",,"com.tencent.angel.ml.math2.vector.IntDoubleVector+set(int,double) com.tencent.angel.ml.math2.vector.IntDoubleVector+set(int,double) com.tencent.angel.ml.math2.vector.IntDoubleVector+get(int) com.tencent.angel.ml.math2.vector.IntDoubleVector+get(int) com.tencent.angel.ml.math2.vector.IntDoubleVector+set(int,double) com.tencent.angel.ml.math2.vector.IntDoubleVector+set(int,double)",com.tencent.angel.ps.storage.vector.ServerIntDoubleRow+intDoubleRow com.tencent.angel.ps.storage.vector.ServerIntDoubleRow+intDoubleRow com.tencent.angel.ps.storage.vector.ServerIntDoubleRow+intDoubleRow,352,12,8051,284,2,,"private void updateUseIntLongDense(ByteBuf buf, UpdateOp op) {
    int size = buf.readInt();
    if (op == UpdateOp.PLUS) {
      for (int i = 0; i < size; i++) {
        intDoubleRow.set(i, intDoubleRow.get(i) + buf.readLong());
      }
    } else {
      for (int i = 0; i < size; i++) {
        intDoubleRow.set(i, buf.readLong());
      }
    }
  }",True
20,"updateUseIntDoubleSparse(ByteBuf,UpdateOp)",Method,"update(RowType,ByteBuf,UpdateOp)",,"com.tencent.angel.ml.math2.vector.IntDoubleVector+set(int,double) com.tencent.angel.ml.math2.vector.IntDoubleVector+set(int,double) com.tencent.angel.ml.math2.vector.IntDoubleVector+get(int) com.tencent.angel.ml.math2.vector.IntDoubleVector+get(int) com.tencent.angel.ml.math2.vector.IntDoubleVector+set(int,double) com.tencent.angel.ml.math2.vector.IntDoubleVector+set(int,double)",com.tencent.angel.ps.storage.vector.ServerIntDoubleRow+intDoubleRow com.tencent.angel.ps.storage.vector.ServerIntDoubleRow+intDoubleRow com.tencent.angel.ps.storage.vector.ServerIntDoubleRow+intDoubleRow,414,13,8407,297,2,,"private void updateUseIntDoubleSparse(ByteBuf buf, UpdateOp op) {
    int size = buf.readInt();
    if (op == UpdateOp.PLUS) {
      for (int i = 0; i < size; i++) {
        int index = buf.readInt();
        intDoubleRow.set(index, intDoubleRow.get(index) + buf.readDouble());
      }
    } else {
      for (int i = 0; i < size; i++) {
        intDoubleRow.set(buf.readInt(), buf.readDouble());
      }
    }
  }",True
21,"updateUseIntFloatSparse(ByteBuf,UpdateOp)",Method,"update(RowType,ByteBuf,UpdateOp)",,"com.tencent.angel.ml.math2.vector.IntDoubleVector+set(int,double) com.tencent.angel.ml.math2.vector.IntDoubleVector+set(int,double) com.tencent.angel.ml.math2.vector.IntDoubleVector+get(int) com.tencent.angel.ml.math2.vector.IntDoubleVector+get(int) com.tencent.angel.ml.math2.vector.IntDoubleVector+set(int,double) com.tencent.angel.ml.math2.vector.IntDoubleVector+set(int,double)",com.tencent.angel.ps.storage.vector.ServerIntDoubleRow+intDoubleRow com.tencent.angel.ps.storage.vector.ServerIntDoubleRow+intDoubleRow com.tencent.angel.ps.storage.vector.ServerIntDoubleRow+intDoubleRow,411,13,8825,311,2,,"private void updateUseIntFloatSparse(ByteBuf buf, UpdateOp op) {
    int size = buf.readInt();
    if (op == UpdateOp.PLUS) {
      for (int i = 0; i < size; i++) {
        int index = buf.readInt();
        intDoubleRow.set(index, intDoubleRow.get(index) + buf.readFloat());
      }
    } else {
      for (int i = 0; i < size; i++) {
        intDoubleRow.set(buf.readInt(), buf.readFloat());
      }
    }
  }",True
22,"updateUseIntIntSparse(ByteBuf,UpdateOp)",Method,"update(RowType,ByteBuf,UpdateOp)",,"com.tencent.angel.ml.math2.vector.IntDoubleVector+set(int,double) com.tencent.angel.ml.math2.vector.IntDoubleVector+set(int,double) com.tencent.angel.ml.math2.vector.IntDoubleVector+get(int) com.tencent.angel.ml.math2.vector.IntDoubleVector+get(int) com.tencent.angel.ml.math2.vector.IntDoubleVector+set(int,double) com.tencent.angel.ml.math2.vector.IntDoubleVector+set(int,double)",com.tencent.angel.ps.storage.vector.ServerIntDoubleRow+intDoubleRow com.tencent.angel.ps.storage.vector.ServerIntDoubleRow+intDoubleRow com.tencent.angel.ps.storage.vector.ServerIntDoubleRow+intDoubleRow,405,13,9240,325,2,,"private void updateUseIntIntSparse(ByteBuf buf, UpdateOp op) {
    int size = buf.readInt();
    if (op == UpdateOp.PLUS) {
      for (int i = 0; i < size; i++) {
        int index = buf.readInt();
        intDoubleRow.set(index, intDoubleRow.get(index) + buf.readInt());
      }
    } else {
      for (int i = 0; i < size; i++) {
        intDoubleRow.set(buf.readInt(), buf.readInt());
      }
    }
  }",True
23,"updateUseIntLongSparse(ByteBuf,UpdateOp)",Method,"update(RowType,ByteBuf,UpdateOp)",,"com.tencent.angel.ml.math2.vector.IntDoubleVector+set(int,double) com.tencent.angel.ml.math2.vector.IntDoubleVector+set(int,double) com.tencent.angel.ml.math2.vector.IntDoubleVector+get(int) com.tencent.angel.ml.math2.vector.IntDoubleVector+get(int) com.tencent.angel.ml.math2.vector.IntDoubleVector+set(int,double) com.tencent.angel.ml.math2.vector.IntDoubleVector+set(int,double)",com.tencent.angel.ps.storage.vector.ServerIntDoubleRow+intDoubleRow com.tencent.angel.ps.storage.vector.ServerIntDoubleRow+intDoubleRow com.tencent.angel.ps.storage.vector.ServerIntDoubleRow+intDoubleRow,408,13,9649,339,2,,"private void updateUseIntLongSparse(ByteBuf buf, UpdateOp op) {
    int size = buf.readInt();
    if (op == UpdateOp.PLUS) {
      for (int i = 0; i < size; i++) {
        int index = buf.readInt();
        intDoubleRow.set(index, intDoubleRow.get(index) + buf.readLong());
      }
    } else {
      for (int i = 0; i < size; i++) {
        intDoubleRow.set(buf.readInt(), buf.readLong());
      }
    }
  }",True
24,size(),Method,getRowSpace() getRowSpace(),"com.tencent.angel.ml.psf.compress.QuantifyDoubleFunc+doUpdate(ServerIntDoubleRow,double[]) com.tencent.angel.ml.GBDT.algo.RegTree.GradHistHelper+findSplitOfFeature(int,ServerIntDoubleRow,int,GBDTParam)",com.tencent.angel.ml.math2.vector.IntDoubleVector+size() com.tencent.angel.ml.math2.vector.IntDoubleVector+size(),com.tencent.angel.ps.storage.vector.ServerIntDoubleRow+intDoubleRow,67,4,10062,355,1,,"@Override
  public int size() {
    return intDoubleRow.size();
  }",False
25,mergeTo(IntDoubleVector),Method,,"com.tencent.angel.psagent.matrix.transport.adapter.RowSplitCombineUtils+combineServerIntDoubleRowSplits(List<ServerRow>,MatrixMeta,int) com.tencent.angel.psagent.matrix.transport.adapter.RowSplitCombineUtils+combineServerDenseDoubleRowSplitsPipeline(GetRowPipelineCache,MatrixMeta,int)","com.tencent.angel.ps.storage.vector.ServerRow+startRead() com.tencent.angel.ps.storage.vector.ServerRow+startRead() com.tencent.angel.ps.storage.vector.ServerRow+isDense() com.tencent.angel.ps.storage.vector.ServerRow+isDense() com.tencent.angel.ps.storage.vector.ServerIntDoubleRow+getValues() com.tencent.angel.ps.storage.vector.ServerIntDoubleRow+getValues() com.tencent.angel.ml.math2.vector.IntDoubleVector+set(int,double) com.tencent.angel.ml.math2.vector.IntDoubleVector+set(int,double) com.tencent.angel.ps.storage.vector.ServerIntDoubleRow+getIter() com.tencent.angel.ps.storage.vector.ServerIntDoubleRow+getIter() com.tencent.angel.ml.math2.vector.IntDoubleVector+set(int,double) com.tencent.angel.ml.math2.vector.IntDoubleVector+set(int,double) com.tencent.angel.ps.storage.vector.ServerRow+endRead() com.tencent.angel.ps.storage.vector.ServerRow+endRead()",com.tencent.angel.ps.storage.vector.ServerIntDoubleRow+startColInt com.tencent.angel.ps.storage.vector.ServerIntDoubleRow+startColInt,656,25,10133,364,1,"/** 
 * Merge this row split to a row
 * @param mergedRow the dest row
 */
","/**
   * Merge this row split to a row
   *
   * @param mergedRow the dest row
   */
  public void mergeTo(IntDoubleVector mergedRow) {
    startRead();
    try {
      if (isDense()) {
        double[] values = getValues();
        for (int i = 0; i < values.length; i++) {
          mergedRow.set(i + startColInt, values[i]);
        }
      } else {
        ObjectIterator<Int2DoubleMap.Entry> iter = getIter();
        Int2DoubleMap.Entry entry;
        while (iter.hasNext()) {
          entry = iter.next();
          mergedRow.set(entry.getIntKey() + startColInt, entry.getDoubleValue());
        }
      }
    } finally {
      endRead();
    }
  }",False
26,serializeRow(ByteBuf),Method,,,com.tencent.angel.ps.storage.vector.ServerRow+useDenseSerialize() com.tencent.angel.ps.storage.vector.ServerRow+useDenseSerialize() com.tencent.angel.ps.storage.vector.ServerIntDoubleRow+getValues() com.tencent.angel.ps.storage.vector.ServerIntDoubleRow+getValues() com.tencent.angel.ps.storage.vector.ServerIntDoubleRow+getIter() com.tencent.angel.ps.storage.vector.ServerIntDoubleRow+getIter(),,488,17,10793,386,4,,"@Override
  protected void serializeRow(ByteBuf buf) {
    if (useDenseSerialize()) {
      double[] values = getValues();
      for (int i = 0; i < values.length; i++) {
        buf.writeDouble(values[i]);
      }
    } else {
      ObjectIterator<Int2DoubleMap.Entry> iter = getIter();
      Int2DoubleMap.Entry entry;
      while (iter.hasNext()) {
        entry = iter.next();
        buf.writeInt(entry.getIntKey());
        buf.writeDouble(entry.getDoubleValue());
      }
    }
  }",False
