index,name,type,inner invocations,external invocations,calls,visits,length,lines,start location,definition line,modifier,annotation,full text,removed
17,"execLexer(String,String,String,String)",Method,,,"org.antlr.v4.test.runtime.csharp.BaseCSharpTest+execLexer(String,String,String,String,boolean) org.antlr.v4.test.runtime.csharp.BaseCSharpTest+execLexer(String,String,String,String,boolean)",,210,6,5597,186,4,,"protected String execLexer(String grammarFileName,
							   String grammarStr,
							   String lexerName,
							   String input) {
		return execLexer(grammarFileName, grammarStr, lexerName, input, false);
	}",False
18,"execLexer(String,String,String,String,boolean)",Method,"execLexer(String,String,String,String)",,"org.antlr.v4.test.runtime.csharp.BaseCSharpTest+rawGenerateRecognizer(String,String,String,String,String[]) org.antlr.v4.test.runtime.csharp.BaseCSharpTest+rawGenerateRecognizer(String,String,String,String,String[]) org.antlr.v4.test.runtime.csharp.BaseCSharpTest+writeLexerTestFile(String,boolean) org.antlr.v4.test.runtime.csharp.BaseCSharpTest+writeLexerTestFile(String,boolean) org.antlr.v4.test.runtime.csharp.BaseCSharpTest+addSourceFiles(String[]) org.antlr.v4.test.runtime.csharp.BaseCSharpTest+addSourceFiles(String[]) org.antlr.v4.test.runtime.csharp.BaseCSharpTest+compile() org.antlr.v4.test.runtime.csharp.BaseCSharpTest+compile() java.io.PrintStream+println(String) java.io.PrintStream+println(String) org.antlr.v4.test.runtime.csharp.BaseCSharpTest+execTest() org.antlr.v4.test.runtime.csharp.BaseCSharpTest+execTest() java.lang.String+length() java.lang.String+length()",org.antlr.v4.test.runtime.csharp.BaseCSharpTest+tmpdir java.lang.System+err org.antlr.v4.test.runtime.csharp.BaseCSharpTest+stderrDuringParse,606,24,5810,194,1,,"@Override
	public String execLexer(String grammarFileName,
							String grammarStr,
							String lexerName,
							String input,
							boolean showDFA) {
		boolean success = rawGenerateRecognizer(grammarFileName,
				grammarStr,
				null,
				lexerName);
		assertTrue(success);
		writeFile(tmpdir, ""input"", input);
		writeLexerTestFile(lexerName, showDFA);
		addSourceFiles(""Test.cs"");
		if (!compile()) {
			System.err.println(""Failed to compile!"");
			return stderrDuringParse;
		}
		String output = execTest();
		if (output != null && output.length() == 0) {
			output = null;
		}
		return output;
	}",False
19,sourceFiles,Field,addSourceFiles(String),,,,42,1,6419,218,0,,Set<String> sourceFiles = new HashSet<>();,False
20,addSourceFiles(String),Method,,,java.util.Set+add(E) java.util.Set+add(E),org.antlr.v4.test.runtime.csharp.BaseCSharpTest+sourceFiles org.antlr.v4.test.runtime.csharp.BaseCSharpTest+sourceFiles,108,4,6464,220,2,,"private void addSourceFiles(String... files) {
		for (String file : files)
			this.sourceFiles.add(file);
	}",False
21,"execParser(String,String,String,String,String,String,String,String,boolean)",Method,,,"org.antlr.v4.test.runtime.csharp.BaseCSharpTest+rawGenerateRecognizer(String,String,String,String,String[]) org.antlr.v4.test.runtime.csharp.BaseCSharpTest+rawGenerateRecognizer(String,String,String,String,String[]) org.antlr.v4.test.runtime.csharp.BaseCSharpTest+rawExecRecognizer(String,String,String,boolean) org.antlr.v4.test.runtime.csharp.BaseCSharpTest+rawExecRecognizer(String,String,String,boolean)",org.antlr.v4.test.runtime.csharp.BaseCSharpTest+tmpdir,574,22,6575,226,1,,"@Override
	public String execParser(String grammarFileName,
							 String grammarStr,
							 String parserName,
							 String lexerName,
							 String listenerName,
							 String visitorName,
							 String startRuleName,
							 String input,
							 boolean showDiagnosticErrors) {
		boolean success = rawGenerateRecognizer(grammarFileName,
				grammarStr,
				parserName,
				lexerName,
				""-visitor"");
		assertTrue(success);
		writeFile(tmpdir, ""input"", input);
		return rawExecRecognizer(parserName,
				lexerName,
				startRuleName,
				showDiagnosticErrors);
	}",False
22,"rawGenerateRecognizer(String,String,String,String,String)",Method,,,"org.antlr.v4.test.runtime.csharp.BaseCSharpTest+rawGenerateRecognizer(String,String,String,String,boolean,String[]) org.antlr.v4.test.runtime.csharp.BaseCSharpTest+rawGenerateRecognizer(String,String,String,String,boolean,String[])",,338,10,7152,251,4,"/** 
 * Return true if all is well
 */
","/**
	 * Return true if all is well
	 */
	protected boolean rawGenerateRecognizer(String grammarFileName,
											String grammarStr,
											String parserName,
											String lexerName,
											String... extraOptions) {
		return rawGenerateRecognizer(grammarFileName, grammarStr, parserName, lexerName, false, extraOptions);
	}",False
23,"rawGenerateRecognizer(String,String,String,String,boolean,String)",Method,,,"org.antlr.v4.test.runtime.csharp.BaseCSharpTest+getTmpDir() org.antlr.v4.test.runtime.csharp.BaseCSharpTest+getTmpDir() java.util.List+isEmpty() java.util.List+isEmpty() java.util.ArrayList+ArrayList() java.util.List+add(E) java.util.List+add(E) java.util.List+add(E) java.util.List+add(E) java.util.HashSet+HashSet(Collection) java.util.Arrays+asList(T[]) java.util.Arrays+asList(T[]) java.lang.String+substring(int,int) java.lang.String+substring(int,int) java.lang.String+lastIndexOf(int) java.lang.String+lastIndexOf(int) java.util.Set+contains(Object) java.util.Set+contains(Object) java.util.List+add(E) java.util.List+add(E) java.util.List+add(E) java.util.List+add(E) java.util.Set+contains(Object) java.util.Set+contains(Object) java.util.List+add(E) java.util.List+add(E) java.util.List+add(E) java.util.List+add(E) org.antlr.v4.test.runtime.csharp.BaseCSharpTest+addSourceFiles(String[]) org.antlr.v4.test.runtime.csharp.BaseCSharpTest+addSourceFiles(String[]) java.util.List+toArray(T[]) java.util.List+toArray(T[]) java.util.List+size() java.util.List+size()",org.antlr.v4.test.runtime.ErrorQueue+errors,1144,34,7493,262,4,"/** 
 * Return true if all is well
 */
","/**
	 * Return true if all is well
	 */
	protected boolean rawGenerateRecognizer(String grammarFileName,
											String grammarStr,
											String parserName,
											String lexerName,
											boolean defaultListener,
											String... extraOptions) {
		ErrorQueue equeue = antlrOnString(getTmpDir(), ""CSharp"", grammarFileName, grammarStr, defaultListener, extraOptions);
		if (!equeue.errors.isEmpty()) {
			return false;
		}

		List<String> files = new ArrayList<String>();
		if (lexerName != null) {
			files.add(lexerName + "".cs"");
		}
		if (parserName != null) {
			files.add(parserName + "".cs"");
			Set<String> optionsSet = new HashSet<String>(Arrays.asList(extraOptions));
			String grammarName = grammarFileName.substring(0, grammarFileName.lastIndexOf('.'));
			if (!optionsSet.contains(""-no-listener"")) {
				files.add(grammarName + ""Listener.cs"");
				files.add(grammarName + ""BaseListener.cs"");
			}
			if (optionsSet.contains(""-visitor"")) {
				files.add(grammarName + ""Visitor.cs"");
				files.add(grammarName + ""BaseVisitor.cs"");
			}
		}
		addSourceFiles(files.toArray(new String[files.size()]));
		return true;
	}",False
24,"rawExecRecognizer(String,String,String,boolean)",Method,"execParser(String,String,String,String,String,String,String,String,boolean)",,"org.antlr.v4.test.runtime.csharp.BaseCSharpTest+writeLexerTestFile(String,boolean) org.antlr.v4.test.runtime.csharp.BaseCSharpTest+writeLexerTestFile(String,boolean) org.antlr.v4.test.runtime.csharp.BaseCSharpTest+writeParserTestFile(String,String,String,boolean) org.antlr.v4.test.runtime.csharp.BaseCSharpTest+writeParserTestFile(String,String,String,boolean) org.antlr.v4.test.runtime.csharp.BaseCSharpTest+addSourceFiles(String[]) org.antlr.v4.test.runtime.csharp.BaseCSharpTest+addSourceFiles(String[]) org.antlr.v4.test.runtime.csharp.BaseCSharpTest+execRecognizer() org.antlr.v4.test.runtime.csharp.BaseCSharpTest+execRecognizer()",org.antlr.v4.test.runtime.csharp.BaseCSharpTest+stderrDuringParse org.antlr.v4.test.runtime.csharp.BaseCSharpTest+stderrDuringParse,419,17,8640,294,4,,"protected String rawExecRecognizer(String parserName,
									   String lexerName,
									   String parserStartRuleName,
									   boolean debug) {
		this.stderrDuringParse = null;
		if (parserName == null) {
			writeLexerTestFile(lexerName, false);
		} else {
			writeParserTestFile(parserName,
					lexerName,
					parserStartRuleName,
					debug);
		}

		addSourceFiles(""Test.cs"");
		return execRecognizer();
	}",False
25,execRecognizer(),Method,"rawExecRecognizer(String,String,String,boolean)",,org.antlr.v4.test.runtime.csharp.BaseCSharpTest+compile() org.antlr.v4.test.runtime.csharp.BaseCSharpTest+compile() org.antlr.v4.test.runtime.csharp.BaseCSharpTest+execTest() org.antlr.v4.test.runtime.csharp.BaseCSharpTest+execTest() java.lang.String+length() java.lang.String+length(),,207,10,9062,312,1,,"public String execRecognizer() {
		boolean success = compile();
		assertTrue(success);

		String output = execTest();
		if (output != null && output.length() == 0) {
			output = null;
		}
		return output;
	}",False
26,compile(),Method,"execLexer(String,String,String,String,boolean) execRecognizer()",,org.antlr.v4.test.runtime.csharp.BaseCSharpTest+buildProject() org.antlr.v4.test.runtime.csharp.BaseCSharpTest+buildProject() java.lang.Throwable+printStackTrace(PrintStream) java.lang.Throwable+printStackTrace(PrintStream),java.lang.System+err,144,8,9272,323,1,,"public boolean compile() {
		try {
			return buildProject();
		} catch (Exception e) {
			e.printStackTrace(System.err);
			return false;
		}
	}",False
27,locateExec(),Method,execTest(),,"java.io.File+getAbsolutePath() java.io.File+File(String,String) java.io.File+getAbsolutePath()",org.antlr.v4.test.runtime.csharp.BaseCSharpTest+tmpdir,115,3,9419,332,2,,"private String locateExec() {
		return new File(tmpdir, ""bin/Release/netcoreapp3.1/Test.dll"").getAbsolutePath();
	}",False
28,buildProject(),Method,compile(),,"java.lang.String+replace(CharSequence,CharSequence) java.lang.Package+getName() java.lang.Class+getPackage() java.lang.Class+getPackage() java.lang.Package+getName() java.lang.String+replace(CharSequence,CharSequence) org.antlr.v4.test.runtime.csharp.BaseCSharpTest+saveResourceAsFile(String,File) org.antlr.v4.test.runtime.csharp.BaseCSharpTest+saveResourceAsFile(String,File) java.io.File+File(String,String) java.lang.Thread+getContextClassLoader() java.lang.Thread+currentThread() java.lang.Thread+currentThread() java.lang.Thread+getContextClassLoader() java.lang.ClassLoader+getResource(String) java.lang.ClassLoader+getResource(String) java.lang.RuntimeException+RuntimeException(String) java.io.File+File(String) java.net.URL+getFile() java.net.URL+getFile() java.io.File+getPath() java.io.File+getPath() org.antlr.v4.test.runtime.csharp.BaseCSharpTest+runProcess(String[],String) org.antlr.v4.test.runtime.csharp.BaseCSharpTest+runProcess(String[],String) org.antlr.v4.test.runtime.csharp.BaseCSharpTest+runProcess(String[],String) org.antlr.v4.test.runtime.csharp.BaseCSharpTest+runProcess(String[],String) java.lang.Throwable+printStackTrace(PrintStream) java.lang.Throwable+printStackTrace(PrintStream)",org.antlr.v4.test.runtime.csharp.BaseCSharpTest+tmpdir org.antlr.v4.test.runtime.csharp.BaseCSharpTest+tmpdir org.antlr.v4.test.runtime.csharp.BaseCSharpTest+tmpdir java.lang.System+err,1173,43,9537,336,1,,"public boolean buildProject() {
		try {
			// save auxiliary files
			String pack = BaseCSharpTest.class.getPackage().getName().replace(""."", ""/"") + ""/"";
			saveResourceAsFile(pack + ""Antlr4.Test.csproj"", new File(tmpdir, ""Antlr4.Test.csproj""));

			// find runtime package
			final ClassLoader loader = Thread.currentThread().getContextClassLoader();
			final URL runtimeProj = loader.getResource(""CSharp/Antlr4.csproj"");
			if (runtimeProj == null) {
				throw new RuntimeException(""C# runtime project file not found!"");
			}
			File runtimeProjFile = new File(runtimeProj.getFile());
			String runtimeProjPath = runtimeProjFile.getPath();

			// add Runtime project reference
			String[] args = new String[]{
					""dotnet"",
					""add"",
					""Antlr4.Test.csproj"",
					""reference"",
					runtimeProjPath
			};
			boolean success = runProcess(args, tmpdir);
			assertTrue(success);

			// build test
			args = new String[]{
					""dotnet"",
					""build"",
					""Antlr4.Test.csproj"",
					""-c"",
					""Release""
			};
			success = runProcess(args, tmpdir);
			assertTrue(success);
		} catch (Exception e) {
			e.printStackTrace(System.err);
			return false;
		}

		return true;
	}",False
29,"runProcess(String[],String)",Method,buildProject() buildProject(),,"org.antlr.v4.test.runtime.csharp.BaseCSharpTest+runProcess(String[],String,int) org.antlr.v4.test.runtime.csharp.BaseCSharpTest+runProcess(String[],String,int)",,112,3,10713,380,2,,"private boolean runProcess(String[] args, String path) throws Exception {
		return runProcess(args, path, 0);
	}",False
30,"runProcess(String[],String,int)",Method,"runProcess(String[],String) runProcess(String[],String,int)",,"java.lang.ProcessBuilder+ProcessBuilder(String[]) java.lang.ProcessBuilder+directory(File) java.lang.ProcessBuilder+directory(File) java.io.File+File(String) java.lang.ProcessBuilder+start() java.lang.ProcessBuilder+start() org.antlr.v4.test.runtime.StreamVacuum+StreamVacuum(InputStream) java.lang.Process+getInputStream() java.lang.Process+getInputStream() org.antlr.v4.test.runtime.StreamVacuum+StreamVacuum(InputStream) java.lang.Process+getErrorStream() java.lang.Process+getErrorStream() org.antlr.v4.test.runtime.StreamVacuum+start() org.antlr.v4.test.runtime.StreamVacuum+start() org.antlr.v4.test.runtime.StreamVacuum+start() org.antlr.v4.test.runtime.StreamVacuum+start() java.lang.Process+waitFor() java.lang.Process+waitFor() org.antlr.v4.test.runtime.StreamVacuum+join() org.antlr.v4.test.runtime.StreamVacuum+join() org.antlr.v4.test.runtime.StreamVacuum+join() org.antlr.v4.test.runtime.StreamVacuum+join() java.lang.Process+exitValue() java.lang.Process+exitValue() org.antlr.v4.test.runtime.StreamVacuum+toString() org.antlr.v4.test.runtime.StreamVacuum+toString() java.io.PrintStream+println(String) java.io.PrintStream+println(String) org.antlr.v4.runtime.misc.Utils+join(T[],String) org.antlr.v4.runtime.misc.Utils+join(T[],String) java.io.PrintStream+println(String) java.io.PrintStream+println(String) java.io.PrintStream+println(String) java.io.PrintStream+println(String) org.antlr.v4.test.runtime.StreamVacuum+toString() org.antlr.v4.test.runtime.StreamVacuum+toString() java.io.PrintStream+println(String) java.io.PrintStream+println(String) java.io.PrintStream+println(String) java.io.PrintStream+println(String) org.antlr.v4.test.runtime.csharp.BaseCSharpTest+runProcess(String[],String,int) org.antlr.v4.test.runtime.csharp.BaseCSharpTest+runProcess(String[],String,int) java.io.PrintStream+println(String) java.io.PrintStream+println(String)",org.antlr.v4.test.runtime.csharp.BaseCSharpTest+stderrDuringParse org.antlr.v4.test.runtime.csharp.BaseCSharpTest+stderrDuringParse java.lang.System+err java.lang.System+err java.lang.System+err java.lang.System+err org.antlr.v4.test.runtime.csharp.BaseCSharpTest+stderrDuringParse java.lang.System+err java.lang.System+err,1311,35,10828,384,2,,"private boolean runProcess(String[] args, String path, int retries) throws Exception {
		ProcessBuilder pb = new ProcessBuilder(args);
		pb.directory(new File(path));
		Process process = pb.start();
		StreamVacuum stdoutVacuum = new StreamVacuum(process.getInputStream());
		StreamVacuum stderrVacuum = new StreamVacuum(process.getErrorStream());
		stdoutVacuum.start();
		stderrVacuum.start();
		process.waitFor();
		stdoutVacuum.join();
		stderrVacuum.join();
		int exitValue = process.exitValue();
		boolean success = (exitValue == 0);
		if (!success) {
			this.stderrDuringParse = stderrVacuum.toString();
			System.err.println(""runProcess command: "" + Utils.join(args, "" ""));
			System.err.println(""runProcess exitValue: "" + exitValue);
			System.err.println(""runProcess stdoutVacuum: "" + stdoutVacuum.toString());
			System.err.println(""runProcess stderrVacuum: "" + stderrDuringParse);
		}
		if (exitValue == 132) {
			// Retry after SIGILL.  We are seeing this intermittently on
			// macOS (issue #2078).
			if (retries < 3) {
				System.err.println(""runProcess retrying; "" + retries +
						"" retries so far"");
				return runProcess(args, path, retries + 1);
			} else {
				System.err.println(""runProcess giving up after "" + retries +
						"" retries"");
				return false;
			}
		}
		return success;
	}",False
31,"saveResourceAsFile(String,File)",Method,buildProject(),,java.lang.ClassLoader+getResourceAsStream(String) java.lang.Thread+getContextClassLoader() java.lang.Thread+currentThread() java.lang.Thread+currentThread() java.lang.Thread+getContextClassLoader() java.lang.ClassLoader+getResourceAsStream(String) java.io.PrintStream+println(String) java.io.PrintStream+println(String) java.io.IOException+IOException(String) java.io.FileOutputStream+FileOutputStream(String) java.io.File+getAbsolutePath() java.io.File+getAbsolutePath() java.io.InputStream+available() java.io.InputStream+available() java.io.OutputStream+write(int) java.io.OutputStream+write(int) java.io.InputStream+read() java.io.InputStream+read() java.io.OutputStream+close() java.io.OutputStream+close() java.io.InputStream+close() java.io.InputStream+close(),java.lang.System+err,524,13,12142,420,2,,"private void saveResourceAsFile(String resourceName, File file) throws IOException {
		InputStream input = Thread.currentThread().getContextClassLoader().getResourceAsStream(resourceName);
		if (input == null) {
			System.err.println(""Can't find "" + resourceName + "" as resource"");
			throw new IOException(""Missing resource:"" + resourceName);
		}
		OutputStream output = new FileOutputStream(file.getAbsolutePath());
		while (input.available() > 0) {
			output.write(input.read());
		}
		output.close();
		input.close();
	}",False
32,execTest(),Method,"execLexer(String,String,String,String,boolean) execRecognizer()",,"org.antlr.v4.test.runtime.csharp.BaseCSharpTest+locateExec() org.antlr.v4.test.runtime.csharp.BaseCSharpTest+locateExec() java.io.File+File(String) java.nio.file.Path+resolve(String) java.io.File+toPath() java.io.File+toPath() java.nio.file.Path+resolve(String) java.nio.file.Path+resolve(String) java.io.File+toPath() java.io.File+toPath() java.nio.file.Path+resolve(String) org.antlr.v4.test.runtime.csharp.BaseCSharpTest+getExecTestArgs(String,Path,Path) org.antlr.v4.test.runtime.csharp.BaseCSharpTest+getExecTestArgs(String,Path,Path) java.lang.ProcessBuilder+ProcessBuilder(String[]) java.lang.ProcessBuilder+directory(File) java.lang.ProcessBuilder+directory(File) java.lang.ProcessBuilder+start() java.lang.ProcessBuilder+start() org.antlr.v4.test.runtime.StreamVacuum+StreamVacuum(InputStream) java.lang.Process+getInputStream() java.lang.Process+getInputStream() org.antlr.v4.test.runtime.StreamVacuum+StreamVacuum(InputStream) java.lang.Process+getErrorStream() java.lang.Process+getErrorStream() org.antlr.v4.test.runtime.StreamVacuum+start() org.antlr.v4.test.runtime.StreamVacuum+start() org.antlr.v4.test.runtime.StreamVacuum+start() org.antlr.v4.test.runtime.StreamVacuum+start() java.lang.Process+waitFor() java.lang.Process+waitFor() org.antlr.v4.test.runtime.StreamVacuum+join() org.antlr.v4.test.runtime.StreamVacuum+join() org.antlr.v4.test.runtime.StreamVacuum+join() org.antlr.v4.test.runtime.StreamVacuum+join() org.antlr.v4.test.runtime.TestOutputReading+read(Path) org.antlr.v4.test.runtime.TestOutputReading+read(Path) org.antlr.v4.test.runtime.TestOutputReading+read(Path) org.antlr.v4.test.runtime.TestOutputReading+read(Path) java.lang.Process+exitValue() java.lang.Process+exitValue() java.lang.String+trim() org.antlr.v4.test.runtime.StreamVacuum+toString() org.antlr.v4.test.runtime.StreamVacuum+toString() java.lang.String+trim() java.lang.String+trim() org.antlr.v4.test.runtime.StreamVacuum+toString() org.antlr.v4.test.runtime.StreamVacuum+toString() java.lang.String+trim() java.io.PrintStream+println(String) java.io.PrintStream+println(String) org.antlr.v4.runtime.misc.Utils+join(T[],String) org.antlr.v4.runtime.misc.Utils+join(T[],String) java.io.PrintStream+println(String) java.io.PrintStream+println(String) java.lang.String+isEmpty() java.lang.String+isEmpty() java.io.PrintStream+println(String) java.io.PrintStream+println(String) java.lang.String+isEmpty() java.lang.String+isEmpty() java.io.PrintStream+println(String) java.io.PrintStream+println(String) java.io.PrintStream+println(String) java.io.PrintStream+println(String) java.lang.Throwable+printStackTrace(PrintStream) java.lang.Throwable+printStackTrace(PrintStream)",org.antlr.v4.test.runtime.csharp.BaseCSharpTest+tmpdir org.antlr.v4.test.runtime.csharp.BaseCSharpTest+stderrDuringParse org.antlr.v4.test.runtime.csharp.BaseCSharpTest+stderrDuringParse java.lang.System+err java.lang.System+err java.lang.System+err java.lang.System+err java.lang.System+err java.lang.System+err,1472,39,12669,434,1,,"public String execTest() {
		String exec = locateExec();
		try {
			File tmpdirFile = new File(tmpdir);
			Path output = tmpdirFile.toPath().resolve(""output"");
			Path errorOutput = tmpdirFile.toPath().resolve(""error-output"");
			String[] args = getExecTestArgs(exec, output, errorOutput);
			ProcessBuilder pb = new ProcessBuilder(args);
			pb.directory(tmpdirFile);
			Process process = pb.start();
			StreamVacuum stdoutVacuum = new StreamVacuum(process.getInputStream());
			StreamVacuum stderrVacuum = new StreamVacuum(process.getErrorStream());
			stdoutVacuum.start();
			stderrVacuum.start();
			process.waitFor();
			stdoutVacuum.join();
			stderrVacuum.join();
			String writtenOutput = TestOutputReading.read(output);
			this.stderrDuringParse = TestOutputReading.read(errorOutput);
			int exitValue = process.exitValue();
			String stdoutString = stdoutVacuum.toString().trim();
			String stderrString = stderrVacuum.toString().trim();
			if (exitValue != 0) {
				System.err.println(""execTest command: "" + Utils.join(args, "" ""));
				System.err.println(""execTest exitValue: "" + exitValue);
			}
			if (!stdoutString.isEmpty()) {
				System.err.println(""execTest stdoutVacuum: "" + stdoutString);
			}
			if (!stderrString.isEmpty()) {
				System.err.println(""execTest stderrVacuum: "" + stderrString);
			}
			return writtenOutput;
		} catch (Exception e) {
			System.err.println(""can't exec recognizer"");
			e.printStackTrace(System.err);
		}
		return null;
	}",False
