index,name,type,inner invocations,external invocations,calls,visits,length,lines,start location,definition line,modifier,commit,full text,moved,removed
11,getMetaHTable(Connection),Method,"getRegionLocation(Connection,byte[]) getCatalogFamilyRow(Connection,RegionInfo) getRegionResult(Connection,byte[]) scanByRegionEncodedName(Connection,String) scanMeta(Connection,byte[],byte[],QueryType,Filter,int,ClientMetaTableAccessor.Visitor) getClosestRegionInfo(Connection,TableName,byte[]) getTableState(Connection,TableName) putToMetaTable(Connection,Put) putsToMetaTable(Connection,List<Put>) deleteFromMetaTable(Connection,List<Delete>) addSplitsToParent(Connection,RegionInfo,RegionInfo,RegionInfo) getReplicationBarrierResult(Connection,TableName,byte[],byte[]) getReplicationBarrier(Connection,byte[])""","org.apache.hadoop.hbase.master.TestMetaFixer+testMergeWithMergedChildRegion() org.apache.hadoop.hbase.TestMetaTableAccessor+testMetaLocationsForRegionReplicas() org.apache.hadoop.hbase.TestMetaTableAccessor+testMetaLocationForRegionReplicasIsRemovedAtTableDeletion() org.apache.hadoop.hbase.TestMetaTableAccessor+testMetaLocationForRegionReplicasIsAddedAtTableCreation() org.apache.hadoop.hbase.TestMetaTableAccessor+testMetaLocationForRegionReplicasIsAddedAtRegionSplit() org.apache.hadoop.hbase.TestMetaTableAccessor+testMetaLocationForRegionReplicasIsAddedAtRegionMerge() org.apache.hadoop.hbase.TestMetaTableAccessor+testMastersSystemTimeIsUsedInUpdateLocations() org.apache.hadoop.hbase.TestMetaTableAccessor+testMastersSystemTimeIsUsedInMergeRegions() org.apache.hadoop.hbase.TestMetaTableAccessor+testEmptyMetaDaughterLocationDuringSplit() org.apache.hadoop.hbase.util.TestHBaseFsckCleanReplicationBarriers+testCleanReplicationBarrierWithDeletedTable()""","java.util.Objects+requireNonNull(T,String) java.util.Objects+requireNonNull(T,String) org.apache.hadoop.hbase.client.Connection+isClosed() org.apache.hadoop.hbase.client.Connection+isClosed() java.io.IOException+IOException(String) org.apache.hadoop.hbase.client.Connection+getTable(TableName) org.apache.hadoop.hbase.client.Connection+getTable(TableName)""","org.apache.hadoop.hbase.TableName+META_TABLE_NAME""",665,14,6966,173,9,"/** 
 * Callers should call close on the returned  {@link Table} instance.
 * @param connection connection we're using to access Meta
 * @return An {@link Table} for <code>hbase:meta</code>
 * @throws NullPointerException if {@code connection} is {@code null}
 */
","/**
   * Callers should call close on the returned {@link Table} instance.
   * @param connection connection we're using to access Meta
   * @return An {@link Table} for <code>hbase:meta</code>
   * @throws NullPointerException if {@code connection} is {@code null}
   */
  public static Table getMetaHTable(final Connection connection) throws IOException {
    // We used to pass whole CatalogTracker in here, now we just pass in Connection
    Objects.requireNonNull(connection, ""Connection cannot be null"");
    if (connection.isClosed()) {
      throw new IOException(""connection is closed"");
    }
    return connection.getTable(TableName.META_TABLE_NAME);
  }",False,False
12,"getRegion(Connection,byte[])",Method,"""","org.apache.hadoop.hbase.master.MasterRpcServices+unassignRegion(RpcController,UnassignRegionRequest) org.apache.hadoop.hbase.master.TestMaster+testMasterOpsWhileSplitting() org.apache.hadoop.hbase.TestMetaTableAccessor+testGetRegion() org.apache.hadoop.hbase.TestMetaTableAccessor+testGettingTableRegions(Connection,TableName,int) org.apache.hadoop.hbase.TestMetaTableAccessor+testGetRegion(Connection,RegionInfo)""","org.apache.hadoop.hbase.MetaTableAccessor+getRegionLocation(Connection,byte[]) org.apache.hadoop.hbase.MetaTableAccessor+getRegionLocation(Connection,byte[]) org.apache.hadoop.hbase.HRegionLocation+getRegion() org.apache.hadoop.hbase.HRegionLocation+getRegion() org.apache.hadoop.hbase.HRegionLocation+getServerName() org.apache.hadoop.hbase.HRegionLocation+getServerName()""","""",615,13,7635,190,9,"/** 
 * Gets the region info and assignment for the specified region.
 * @param connection connection we're using
 * @param regionName Region to lookup.
 * @return Location and RegionInfo for <code>regionName</code>
 * @deprecated use {@link #getRegionLocation(Connection,byte[])} instead
 */
","/**
   * Gets the region info and assignment for the specified region.
   * @param connection connection we're using
   * @param regionName Region to lookup.
   * @return Location and RegionInfo for <code>regionName</code>
   * @deprecated use {@link #getRegionLocation(Connection, byte[])} instead
   */
  @Deprecated
  public static Pair<RegionInfo, ServerName> getRegion(Connection connection, byte[] regionName)
    throws IOException {
    HRegionLocation location = getRegionLocation(connection, regionName);
    return location == null ? null : new Pair<>(location.getRegion(), location.getServerName());
  }",False,False
13,"getRegionLocation(Connection,byte[])",Method,"getRegion(Connection,byte[])""","org.apache.hadoop.hbase.regionserver.TestEndToEndSplitTransaction+evaluate()""","org.apache.hadoop.hbase.CatalogFamilyFormat+parseRegionInfoFromRegionName(byte[]) org.apache.hadoop.hbase.CatalogFamilyFormat+parseRegionInfoFromRegionName(byte[]) org.apache.hadoop.hbase.CatalogFamilyFormat+getMetaKeyForRegion(RegionInfo) org.apache.hadoop.hbase.CatalogFamilyFormat+getMetaKeyForRegion(RegionInfo) org.apache.hadoop.hbase.client.Get+Get(byte[]) org.apache.hadoop.hbase.client.Get+addFamily(byte[]) org.apache.hadoop.hbase.client.Get+addFamily(byte[]) org.apache.hadoop.hbase.MetaTableAccessor+getMetaHTable(Connection) org.apache.hadoop.hbase.MetaTableAccessor+getMetaHTable(Connection) org.apache.hadoop.hbase.client.Table+get(Get) org.apache.hadoop.hbase.client.Table+get(Get) org.apache.hadoop.hbase.CatalogFamilyFormat+getRegionLocations(Result) org.apache.hadoop.hbase.CatalogFamilyFormat+getRegionLocations(Result) org.apache.hadoop.hbase.RegionLocations+getRegionLocation(int) org.apache.hadoop.hbase.RegionLocations+getRegionLocation(int) org.apache.hadoop.hbase.client.RegionInfo+getReplicaId() org.apache.hadoop.hbase.client.RegionInfo+getReplicaId()""","org.apache.hadoop.hbase.HConstants+CATALOG_FAMILY""",1029,26,8254,202,9,"/** 
 * Returns the HRegionLocation from meta for the given region
 * @param connection connection we're using
 * @param regionName region we're looking for
 * @return HRegionLocation for the given region
 */
","/**
   * Returns the HRegionLocation from meta for the given region
   * @param connection connection we're using
   * @param regionName region we're looking for
   * @return HRegionLocation for the given region
   */
  public static HRegionLocation getRegionLocation(Connection connection, byte[] regionName)
    throws IOException {
    byte[] row = regionName;
    RegionInfo parsedInfo = null;
    try {
      parsedInfo = CatalogFamilyFormat.parseRegionInfoFromRegionName(regionName);
      row = CatalogFamilyFormat.getMetaKeyForRegion(parsedInfo);
    } catch (Exception parseEx) {
      // Ignore. This is used with tableName passed as regionName.
    }
    Get get = new Get(row);
    get.addFamily(HConstants.CATALOG_FAMILY);
    Result r;
    try (Table t = getMetaHTable(connection)) {
      r = t.get(get);
    }
    RegionLocations locations = CatalogFamilyFormat.getRegionLocations(r);
    return locations == null ? null :
      locations.getRegionLocation(parsedInfo == null ? 0 : parsedInfo.getReplicaId());
  }",False,False
14,"getRegionLocation(Connection,RegionInfo)",Method,"""","org.apache.hadoop.hbase.client.TestMetaWithReplicasShutdownHandling+shutdownMetaAndDoValidations(HBaseTestingUtility) org.apache.hadoop.hbase.client.TestMetaWithReplicasShutdownHandling+shutdownMetaAndDoValidations(HBaseTestingUtility) org.apache.hadoop.hbase.regionserver.TestEndToEndSplitTransaction+blockUntilRegionIsInMeta(Connection,long,RegionInfo)""","org.apache.hadoop.hbase.CatalogFamilyFormat+getRegionLocation(Result,RegionInfo,int) org.apache.hadoop.hbase.CatalogFamilyFormat+getRegionLocation(Result,RegionInfo,int) org.apache.hadoop.hbase.MetaTableAccessor+getCatalogFamilyRow(Connection,RegionInfo) org.apache.hadoop.hbase.MetaTableAccessor+getCatalogFamilyRow(Connection,RegionInfo) org.apache.hadoop.hbase.client.RegionInfo+getReplicaId() org.apache.hadoop.hbase.client.RegionInfo+getReplicaId()""","""",476,11,9287,229,9,"/** 
 * Returns the HRegionLocation from meta for the given region
 * @param connection connection we're using
 * @param regionInfo region information
 * @return HRegionLocation for the given region
 */
","/**
   * Returns the HRegionLocation from meta for the given region
   * @param connection connection we're using
   * @param regionInfo region information
   * @return HRegionLocation for the given region
   */
  public static HRegionLocation getRegionLocation(Connection connection, RegionInfo regionInfo)
    throws IOException {
    return CatalogFamilyFormat.getRegionLocation(getCatalogFamilyRow(connection, regionInfo),
      regionInfo, regionInfo.getReplicaId());
  }",False,False
15,"getCatalogFamilyRow(Connection,RegionInfo)",Method,"getRegionLocation(Connection,RegionInfo)""","org.apache.hadoop.hbase.master.procedure.EnableTableProcedure+getReplicaCountInMeta(Connection,int,List<RegionInfo>)""","org.apache.hadoop.hbase.client.Get+Get(byte[]) org.apache.hadoop.hbase.CatalogFamilyFormat+getMetaKeyForRegion(RegionInfo) org.apache.hadoop.hbase.CatalogFamilyFormat+getMetaKeyForRegion(RegionInfo) org.apache.hadoop.hbase.client.Get+addFamily(byte[]) org.apache.hadoop.hbase.client.Get+addFamily(byte[]) org.apache.hadoop.hbase.MetaTableAccessor+getMetaHTable(Connection) org.apache.hadoop.hbase.MetaTableAccessor+getMetaHTable(Connection) org.apache.hadoop.hbase.client.Table+get(Get) org.apache.hadoop.hbase.client.Table+get(Get)""","org.apache.hadoop.hbase.HConstants+CATALOG_FAMILY""",391,11,9767,238,9,"/** 
 * @return Return the {@link HConstants#CATALOG_FAMILY} row from hbase:meta.
 */
","/**
   * @return Return the {@link HConstants#CATALOG_FAMILY} row from hbase:meta.
   */
  public static Result getCatalogFamilyRow(Connection connection, RegionInfo ri)
    throws IOException {
    Get get = new Get(CatalogFamilyFormat.getMetaKeyForRegion(ri));
    get.addFamily(HConstants.CATALOG_FAMILY);
    try (Table t = getMetaHTable(connection)) {
      return t.get(get);
    }
  }",False,False
16,"getRegionResult(Connection,byte[])",Method,"getMergeRegions(Connection,byte[]) hasMergeRegions(Connection,byte[]) deleteMergeQualifiers(Connection,RegionInfo)""","org.apache.hadoop.hbase.master.procedure.TestHBCKSCP+test() org.apache.hadoop.hbase.master.procedure.TestHBCKSCP+test() org.apache.hadoop.hbase.master.procedure.TestHBCKSCP+test() org.apache.hadoop.hbase.regionserver.TestRegionMergeTransactionOnCluster+testCleanMergeReference() org.apache.hadoop.hbase.regionserver.TestRegionMergeTransactionOnCluster+testCleanMergeReference()""","org.apache.hadoop.hbase.client.Get+Get(byte[]) org.apache.hadoop.hbase.client.Get+addFamily(byte[]) org.apache.hadoop.hbase.client.Get+addFamily(byte[]) org.apache.hadoop.hbase.MetaTableAccessor+getMetaHTable(Connection) org.apache.hadoop.hbase.MetaTableAccessor+getMetaHTable(Connection) org.apache.hadoop.hbase.client.Table+get(Get) org.apache.hadoop.hbase.client.Table+get(Get)""","org.apache.hadoop.hbase.HConstants+CATALOG_FAMILY""",478,14,10162,253,9,"/** 
 * Gets the result in hbase:meta for the specified region.
 * @param connection connection we're using
 * @param regionName region we're looking for
 * @return result of the specified region
 */
","/**
   * Gets the result in hbase:meta for the specified region.
   * @param connection connection we're using
   * @param regionName region we're looking for
   * @return result of the specified region
   */
  public static Result getRegionResult(Connection connection, byte[] regionName)
    throws IOException {
    Get get = new Get(regionName);
    get.addFamily(HConstants.CATALOG_FAMILY);
    try (Table t = getMetaHTable(connection)) {
      return t.get(get);
    }
  }",False,False
17,"scanByRegionEncodedName(Connection,String)",Method,"""","org.apache.hadoop.hbase.master.assignment.RegionStateStore+visitMetaForRegion(String,RegionStateVisitor) org.apache.hadoop.hbase.TestMetaTableAccessor+testScanByRegionEncodedNameExistingRegion() org.apache.hadoop.hbase.TestMetaTableAccessor+testScanByRegionEncodedNameNonExistingRegion()""","org.apache.hadoop.hbase.filter.RowFilter+RowFilter(CompareOperator,ByteArrayComparable) org.apache.hadoop.hbase.filter.SubstringComparator+SubstringComparator(String) org.apache.hadoop.hbase.MetaTableAccessor+getMetaScan(Connection,int) org.apache.hadoop.hbase.MetaTableAccessor+getMetaScan(Connection,int) org.apache.hadoop.hbase.client.Scan+setFilter(Filter) org.apache.hadoop.hbase.client.Scan+setFilter(Filter) org.apache.hadoop.hbase.client.Table+getScanner(Scan) org.apache.hadoop.hbase.MetaTableAccessor+getMetaHTable(Connection) org.apache.hadoop.hbase.MetaTableAccessor+getMetaHTable(Connection) org.apache.hadoop.hbase.client.Table+getScanner(Scan) org.apache.hadoop.hbase.client.ResultScanner+next() org.apache.hadoop.hbase.client.ResultScanner+next()""","""",916,17,10644,270,9,"/** 
 * Scans META table for a row whose key contains the specified <B>regionEncodedName</B>, returning a single related <code>Result</code> instance if any row is found, null otherwise.
 * @param connection the connection to query META table.
 * @param regionEncodedName the region encoded name to look for at META.
 * @return <code>Result</code> instance with the row related info in META, null otherwise.
 * @throws IOException if any errors occur while querying META.
 */
","/**
   * Scans META table for a row whose key contains the specified <B>regionEncodedName</B>, returning
   * a single related <code>Result</code> instance if any row is found, null otherwise.
   * @param connection the connection to query META table.
   * @param regionEncodedName the region encoded name to look for at META.
   * @return <code>Result</code> instance with the row related info in META, null otherwise.
   * @throws IOException if any errors occur while querying META.
   */
  public static Result scanByRegionEncodedName(Connection connection, String regionEncodedName)
    throws IOException {
    RowFilter rowFilter =
      new RowFilter(CompareOperator.EQUAL, new SubstringComparator(regionEncodedName));
    Scan scan = getMetaScan(connection, 1);
    scan.setFilter(rowFilter);
    ResultScanner resultScanner = getMetaHTable(connection).getScanner(scan);
    return resultScanner.next();
  }",False,False
18,"getMergeRegions(Connection,byte[])",Method,"""","org.apache.hadoop.hbase.master.assignment.GCMultipleMergedRegionsProcedure+executeFromState(MasterProcedureEnv,GCMergedRegionsState) org.apache.hadoop.hbase.master.assignment.TestMergeTableRegionsProcedure+testMerge(TableName,int) org.apache.hadoop.hbase.master.TestMetaFixer+testOverlapWithSmallMergeCount() org.apache.hadoop.hbase.master.TestMetaFixer+testOverlapWithSmallMergeCount() org.apache.hadoop.hbase.TestMetaTableAccessor+testGetMergeRegions() org.apache.hadoop.hbase.TestMetaTableAccessor+testGetMergeRegions() org.apache.hadoop.hbase.TestMetaTableAccessor+testGetMergeRegions() org.apache.hadoop.hbase.TestMetaTableAccessor+testGetMergeRegions() org.apache.hadoop.hbase.TestSplitMerge+testMergeRegionOrder()""","org.apache.hadoop.hbase.MetaTableAccessor+getMergeRegions(Cell[]) org.apache.hadoop.hbase.MetaTableAccessor+getMergeRegions(Cell[]) org.apache.hadoop.hbase.client.Result+rawCells() org.apache.hadoop.hbase.MetaTableAccessor+getRegionResult(Connection,byte[]) org.apache.hadoop.hbase.MetaTableAccessor+getRegionResult(Connection,byte[]) org.apache.hadoop.hbase.client.Result+rawCells()""","""",342,9,11564,285,9,"/** 
 * @return Return all regioninfos listed in the 'info:merge*' columns of the<code>regionName</code> row.
 */
","/**
   * @return Return all regioninfos listed in the 'info:merge*' columns of the
   *         <code>regionName</code> row.
   */
  @Nullable
  public static List<RegionInfo> getMergeRegions(Connection connection, byte[] regionName)
    throws IOException {
    return getMergeRegions(getRegionResult(connection, regionName).rawCells());
  }",False,True
19,"hasMergeRegions(Connection,byte[])",Method,"""","org.apache.hadoop.hbase.master.assignment.MergeTableRegionsProcedure+prepareMergeRegion(MasterProcedureEnv)""","org.apache.hadoop.hbase.MetaTableAccessor+hasMergeRegions(Cell[]) org.apache.hadoop.hbase.MetaTableAccessor+hasMergeRegions(Cell[]) org.apache.hadoop.hbase.client.Result+rawCells() org.apache.hadoop.hbase.MetaTableAccessor+getRegionResult(Connection,byte[]) org.apache.hadoop.hbase.MetaTableAccessor+getRegionResult(Connection,byte[]) org.apache.hadoop.hbase.client.Result+rawCells()""","""",263,6,11910,293,9,"/** 
 * Check whether the given  {@code regionName} has any 'info:merge*' columns.
 */
","/**
   * Check whether the given {@code regionName} has any 'info:merge*' columns.
   */
  public static boolean hasMergeRegions(Connection conn, byte[] regionName) throws IOException {
    return hasMergeRegions(getRegionResult(conn, regionName).rawCells());
  }",False,True
20,getMergeRegionsWithName(Cell[]),Method,"getMergeRegions(Cell[])""","org.apache.hadoop.hbase.master.webapp.RegionReplicaInfo+RegionReplicaInfo(Result,HRegionLocation)""","org.apache.hadoop.hbase.MetaTableAccessor+isMergeQualifierPrefix(Cell) org.apache.hadoop.hbase.MetaTableAccessor+isMergeQualifierPrefix(Cell) org.apache.hadoop.hbase.client.RegionInfo+parseFromOrNull(byte[],int,int) org.apache.hadoop.hbase.client.RegionInfo+parseFromOrNull(byte[],int,int) org.apache.hadoop.hbase.Cell+getValueArray() org.apache.hadoop.hbase.Cell+getValueArray() org.apache.hadoop.hbase.Cell+getValueOffset() org.apache.hadoop.hbase.Cell+getValueOffset() org.apache.hadoop.hbase.Cell+getValueLength() org.apache.hadoop.hbase.Cell+getValueLength() java.util.Map+put(K,V) java.util.Map+put(K,V) org.apache.hadoop.hbase.util.Bytes+toString(byte[]) org.apache.hadoop.hbase.util.Bytes+toString(byte[]) org.apache.hadoop.hbase.CellUtil+cloneQualifier(Cell) org.apache.hadoop.hbase.CellUtil+cloneQualifier(Cell)""","""",906,26,12177,302,9,"/** 
 * @return Deserialized values of &lt;qualifier,regioninfo&gt; pairs taken from column values thatmatch the regex 'info:merge.*' in array of <code>cells</code>.
 */
","/**
   * @return Deserialized values of &lt;qualifier,regioninfo&gt; pairs taken from column values that
   *         match the regex 'info:merge.*' in array of <code>cells</code>.
   */
  @Nullable
  public static Map<String, RegionInfo> getMergeRegionsWithName(Cell[] cells) {
    if (cells == null) {
      return null;
    }
    Map<String, RegionInfo> regionsToMerge = null;
    for (Cell cell : cells) {
      if (!isMergeQualifierPrefix(cell)) {
        continue;
      }
      // Ok. This cell is that of a info:merge* column.
      RegionInfo ri = RegionInfo.parseFromOrNull(cell.getValueArray(), cell.getValueOffset(),
        cell.getValueLength());
      if (ri != null) {
        if (regionsToMerge == null) {
          regionsToMerge = new LinkedHashMap<>();
        }
        regionsToMerge.put(Bytes.toString(CellUtil.cloneQualifier(cell)), ri);
      }
    }
    return regionsToMerge;
  }",False,True
21,getMergeRegions(Cell[]),Method,"getMergeRegions(Connection,byte[])""","org.apache.hadoop.hbase.master.CatalogJanitor+scan() org.apache.hadoop.hbase.master.HbckChore+scanForMergedParentRegions() org.apache.hadoop.hbase.util.HBaseFsck+visit(Result) org.apache.hadoop.hbase.master.TestMetaFixer+testOverlap() org.apache.hadoop.hbase.regionserver.TestRegionMergeTransactionOnCluster+testCleanMergeReference()""","org.apache.hadoop.hbase.MetaTableAccessor+getMergeRegionsWithName(Cell[]) org.apache.hadoop.hbase.MetaTableAccessor+getMergeRegionsWithName(Cell[]) java.util.Map+values() java.util.Map+values()""","""",422,9,13087,329,9,"/** 
 * @return Deserialized regioninfo values taken from column values that match the regex'info:merge.*' in array of <code>cells</code>.
 */
","/**
   * @return Deserialized regioninfo values taken from column values that match the regex
   *         'info:merge.*' in array of <code>cells</code>.
   */
  @Nullable
  public static List<RegionInfo> getMergeRegions(Cell[] cells) {
    Map<String, RegionInfo> mergeRegionsWithName = getMergeRegionsWithName(cells);
    return (mergeRegionsWithName == null) ? null : new ArrayList<>(mergeRegionsWithName.values());
  }",False,True
22,hasMergeRegions(Cell[]),Method,"hasMergeRegions(Connection,byte[])""","org.apache.hadoop.hbase.master.CatalogJanitor+cleanParent(RegionInfo,Result) org.apache.hadoop.hbase.master.CatalogJanitor+ReportMakingVisitor.visit(Result) org.apache.hadoop.hbase.regionserver.TestRegionMergeTransactionOnCluster+testCleanMergeReference() org.apache.hadoop.hbase.regionserver.TestRegionMergeTransactionOnCluster+testCleanMergeReference() org.apache.hadoop.hbase.regionserver.TestRegionMergeTransactionOnCluster+testCleanMergeReference()""","org.apache.hadoop.hbase.MetaTableAccessor+isMergeQualifierPrefix(Cell) org.apache.hadoop.hbase.MetaTableAccessor+isMergeQualifierPrefix(Cell)""","""",365,13,13513,338,9,"/** 
 * @return True if any merge regions present in <code>cells</code>; i.e. the column in<code>cell</code> matches the regex 'info:merge.*'.
 */
","/**
   * @return True if any merge regions present in <code>cells</code>; i.e. the column in
   *         <code>cell</code> matches the regex 'info:merge.*'.
   */
  public static boolean hasMergeRegions(Cell[] cells) {
    for (Cell cell : cells) {
      if (!isMergeQualifierPrefix(cell)) {
        continue;
      }
      return true;
    }
    return false;
  }",False,True
23,isMergeQualifierPrefix(Cell),Method,"getMergeRegionsWithName(Cell[]) hasMergeRegions(Cell[]) deleteMergeQualifiers(Connection,RegionInfo)""","""","org.apache.hadoop.hbase.CellUtil+matchingFamily(Cell,byte[]) org.apache.hadoop.hbase.CellUtil+matchingFamily(Cell,byte[]) org.apache.hadoop.hbase.PrivateCellUtil+qualifierStartsWith(Cell,byte[]) org.apache.hadoop.hbase.PrivateCellUtil+qualifierStartsWith(Cell,byte[])""","org.apache.hadoop.hbase.HConstants+CATALOG_FAMILY org.apache.hadoop.hbase.HConstants+MERGE_QUALIFIER_PREFIX""",409,8,13882,351,10,"/** 
 * @return True if the column in <code>cell</code> matches the regex 'info:merge.*'.
 */
","/**
   * @return True if the column in <code>cell</code> matches the regex 'info:merge.*'.
   */
  private static boolean isMergeQualifierPrefix(Cell cell) {
    // Check to see if has family and that qualifier starts with the merge qualifier 'merge'
    return CellUtil.matchingFamily(cell, HConstants.CATALOG_FAMILY) &&
      PrivateCellUtil.qualifierStartsWith(cell, HConstants.MERGE_QUALIFIER_PREFIX);
  }",False,True
24,"getAllRegions(Connection,boolean)",Method,"""","org.apache.hadoop.hbase.util.HBaseFsck+checkRegionBoundaries() org.apache.hadoop.hbase.master.TestClusterRestart+test() org.apache.hadoop.hbase.master.TestClusterRestart+test() org.apache.hadoop.hbase.regionserver.TestEndToEndSplitTransaction+RegionChecker.verifyRegionsUsingMetaTableAccessor()""","org.apache.hadoop.hbase.MetaTableAccessor+getTableRegionsAndLocations(Connection,TableName,boolean) org.apache.hadoop.hbase.MetaTableAccessor+getTableRegionsAndLocations(Connection,TableName,boolean) org.apache.hadoop.hbase.MetaTableAccessor+getListOfRegionInfos(List<Pair<RegionInfo,ServerName>>) org.apache.hadoop.hbase.MetaTableAccessor+getListOfRegionInfos(List<Pair<RegionInfo,ServerName>>)""","""",652,17,14295,365,9,"/** 
 * Lists all of the regions currently in META.
 * @param connection to connect with
 * @param excludeOfflinedSplitParents False if we are to include offlined/splitparents regions,true and we'll leave out offlined regions from returned list
 * @return List of all user-space regions.
 */
","/**
   * Lists all of the regions currently in META.
   * @param connection to connect with
   * @param excludeOfflinedSplitParents False if we are to include offlined/splitparents regions,
   *          true and we'll leave out offlined regions from returned list
   * @return List of all user-space regions.
   */
  @VisibleForTesting
  public static List<RegionInfo> getAllRegions(Connection connection,
    boolean excludeOfflinedSplitParents) throws IOException {
    List<Pair<RegionInfo, ServerName>> result;

    result = getTableRegionsAndLocations(connection, null, excludeOfflinedSplitParents);

    return getListOfRegionInfos(result);

  }",False,False
