index,name,type,inner invocations,external invocations,calls,visits,length,lines,modifier,annotation,full text,removed
24,TYPE_COUNT_OFFSET,Field,,,,,48,1,26,,private static final int TYPE_COUNT_OFFSET = 64;,False
25,TYPE_START_OFFSET,Field,,,,,48,1,26,,private static final int TYPE_START_OFFSET = 68;,False
26,PROTO_COUNT_OFFSET,Field,,,,,49,1,26,,private static final int PROTO_COUNT_OFFSET = 72;,False
27,PROTO_START_OFFSET,Field,,,,,49,1,26,,private static final int PROTO_START_OFFSET = 76;,False
28,FIELD_COUNT_OFFSET,Field,,,,,49,1,26,,private static final int FIELD_COUNT_OFFSET = 80;,False
29,FIELD_START_OFFSET,Field,,,,,49,1,26,,private static final int FIELD_START_OFFSET = 84;,False
30,METHOD_COUNT_OFFSET,Field,,,,,50,1,26,,private static final int METHOD_COUNT_OFFSET = 88;,False
31,METHOD_START_OFFSET,Field,,,,,50,1,26,,private static final int METHOD_START_OFFSET = 92;,False
32,CLASS_COUNT_OFFSET,Field,,,,,49,1,26,,private static final int CLASS_COUNT_OFFSET = 96;,False
33,CLASS_START_OFFSET,Field,,,,,50,1,26,,private static final int CLASS_START_OFFSET = 100;,False
34,SIGNATURE_SIZE,Field,,,,,45,1,26,,private static final int SIGNATURE_SIZE = 20;,False
35,STRING_ID_ITEM_SIZE,Field,,,,,49,1,26,,private static final int STRING_ID_ITEM_SIZE = 4;,False
36,TYPE_ID_ITEM_SIZE,Field,,,,,47,1,26,,private static final int TYPE_ID_ITEM_SIZE = 4;,False
37,PROTO_ID_ITEM_SIZE,Field,,,,,49,1,26,,private static final int PROTO_ID_ITEM_SIZE = 12;,False
38,FIELD_ID_ITEM_SIZE,Field,,,,,48,1,26,,private static final int FIELD_ID_ITEM_SIZE = 8;,False
39,METHOD_ID_ITEM_SIZE,Field,,,,,49,1,26,,private static final int METHOD_ID_ITEM_SIZE = 8;,False
40,CLASS_DEF_ITEM_SIZE,Field,,,,,50,1,26,,private static final int CLASS_DEF_ITEM_SIZE = 32;,False
41,MAP_ITEM_SIZE,Field,,,,,43,1,25,,public static final int MAP_ITEM_SIZE = 12;,False
42,FIELD_CLASS_IDX_OFFSET,Field,,,,,51,1,25,,public static final int FIELD_CLASS_IDX_OFFSET = 0;,False
43,FIELD_TYPE_IDX_OFFSET,Field,,,,,50,1,25,,public static final int FIELD_TYPE_IDX_OFFSET = 2;,False
44,FIELD_NAME_IDX_OFFSET,Field,,,,,50,1,25,,public static final int FIELD_NAME_IDX_OFFSET = 4;,False
45,METHOD_CLASS_IDX_OFFSET,Field,,,,,52,1,25,,public static final int METHOD_CLASS_IDX_OFFSET = 0;,False
46,METHOD_PROTO_IDX_OFFSET,Field,,,,,52,1,25,,public static final int METHOD_PROTO_IDX_OFFSET = 2;,False
47,METHOD_NAME_IDX_OFFSET,Field,,,,,51,1,25,,public static final int METHOD_NAME_IDX_OFFSET = 4;,False
48,PROTO_RETURN_TYPE_IDX_OFFSET,Field,,,,,57,1,25,,public static final int PROTO_RETURN_TYPE_IDX_OFFSET = 4;,False
49,PROTO_PARAM_LIST_OFF_OFFSET,Field,,,,,56,1,25,,public static final int PROTO_PARAM_LIST_OFF_OFFSET = 8;,False
50,TYPE_LIST_SIZE_OFFSET,Field,,,,,50,1,25,,public static final int TYPE_LIST_SIZE_OFFSET = 0;,False
51,TYPE_LIST_LIST_OFFSET,Field,,,,,50,1,25,,public static final int TYPE_LIST_LIST_OFFSET = 4;,False
52,"DexBuffer(byte[],boolean)",Method,,,org.jf.dexlib2.dexbacked.DexBuffer+verifyMagic() org.jf.dexlib2.dexbacked.DexBuffer+verifyMagic() org.jf.dexlib2.dexbacked.DexBuffer+verifyEndian() org.jf.dexlib2.dexbacked.DexBuffer+verifyEndian() org.jf.dexlib2.dexbacked.DexBuffer+readSmallUint(int) org.jf.dexlib2.dexbacked.DexBuffer+readSmallUint(int) org.jf.dexlib2.dexbacked.DexBuffer+readSmallUint(int) org.jf.dexlib2.dexbacked.DexBuffer+readSmallUint(int) org.jf.dexlib2.dexbacked.DexBuffer+readSmallUint(int) org.jf.dexlib2.dexbacked.DexBuffer+readSmallUint(int) org.jf.dexlib2.dexbacked.DexBuffer+readSmallUint(int) org.jf.dexlib2.dexbacked.DexBuffer+readSmallUint(int) org.jf.dexlib2.dexbacked.DexBuffer+readSmallUint(int) org.jf.dexlib2.dexbacked.DexBuffer+readSmallUint(int) org.jf.dexlib2.dexbacked.DexBuffer+readSmallUint(int) org.jf.dexlib2.dexbacked.DexBuffer+readSmallUint(int) org.jf.dexlib2.dexbacked.DexBuffer+readSmallUint(int) org.jf.dexlib2.dexbacked.DexBuffer+readSmallUint(int) org.jf.dexlib2.dexbacked.DexBuffer+readSmallUint(int) org.jf.dexlib2.dexbacked.DexBuffer+readSmallUint(int) org.jf.dexlib2.dexbacked.DexBuffer+readSmallUint(int) org.jf.dexlib2.dexbacked.DexBuffer+readSmallUint(int) org.jf.dexlib2.dexbacked.DexBuffer+readSmallUint(int) org.jf.dexlib2.dexbacked.DexBuffer+readSmallUint(int) org.jf.dexlib2.dexbacked.DexBuffer+readSmallUint(int) org.jf.dexlib2.dexbacked.DexBuffer+readSmallUint(int) org.jf.dexlib2.dexbacked.DexBuffer+readSmallUint(int) org.jf.dexlib2.dexbacked.DexBuffer+readSmallUint(int),org.jf.dexlib2.dexbacked.DexBuffer+buf org.jf.dexlib2.dexbacked.DexBuffer+buf org.jf.dexlib2.dexbacked.DexBuffer+stringCount org.jf.dexlib2.dexbacked.DexBuffer+STRING_COUNT_OFFSET org.jf.dexlib2.dexbacked.DexBuffer+stringStartOffset org.jf.dexlib2.dexbacked.DexBuffer+STRING_START_OFFSET org.jf.dexlib2.dexbacked.DexBuffer+typeCount org.jf.dexlib2.dexbacked.DexBuffer+TYPE_COUNT_OFFSET org.jf.dexlib2.dexbacked.DexBuffer+typeStartOffset org.jf.dexlib2.dexbacked.DexBuffer+TYPE_START_OFFSET org.jf.dexlib2.dexbacked.DexBuffer+protoCount org.jf.dexlib2.dexbacked.DexBuffer+PROTO_COUNT_OFFSET org.jf.dexlib2.dexbacked.DexBuffer+protoStartOffset org.jf.dexlib2.dexbacked.DexBuffer+PROTO_START_OFFSET org.jf.dexlib2.dexbacked.DexBuffer+fieldCount org.jf.dexlib2.dexbacked.DexBuffer+FIELD_COUNT_OFFSET org.jf.dexlib2.dexbacked.DexBuffer+fieldStartOffset org.jf.dexlib2.dexbacked.DexBuffer+FIELD_START_OFFSET org.jf.dexlib2.dexbacked.DexBuffer+methodCount org.jf.dexlib2.dexbacked.DexBuffer+METHOD_COUNT_OFFSET org.jf.dexlib2.dexbacked.DexBuffer+methodStartOffset org.jf.dexlib2.dexbacked.DexBuffer+METHOD_START_OFFSET org.jf.dexlib2.dexbacked.DexBuffer+classCount org.jf.dexlib2.dexbacked.DexBuffer+CLASS_COUNT_OFFSET org.jf.dexlib2.dexbacked.DexBuffer+classStartOffset org.jf.dexlib2.dexbacked.DexBuffer+CLASS_START_OFFSET org.jf.dexlib2.dexbacked.DexBuffer+stringCount org.jf.dexlib2.dexbacked.DexBuffer+stringStartOffset org.jf.dexlib2.dexbacked.DexBuffer+typeCount org.jf.dexlib2.dexbacked.DexBuffer+typeStartOffset org.jf.dexlib2.dexbacked.DexBuffer+protoCount org.jf.dexlib2.dexbacked.DexBuffer+protoStartOffset org.jf.dexlib2.dexbacked.DexBuffer+fieldCount org.jf.dexlib2.dexbacked.DexBuffer+fieldStartOffset org.jf.dexlib2.dexbacked.DexBuffer+methodCount org.jf.dexlib2.dexbacked.DexBuffer+methodStartOffset org.jf.dexlib2.dexbacked.DexBuffer+classCount org.jf.dexlib2.dexbacked.DexBuffer+classStartOffset org.jf.dexlib2.dexbacked.DexBuffer+stringCache org.jf.dexlib2.dexbacked.DexBuffer+stringCount,1371,34,4,,"protected DexBuffer(@Nonnull byte[] buf, boolean bare) {
        this.buf = buf;

        if (!bare) {
            verifyMagic();
            verifyEndian();
            stringCount = readSmallUint(STRING_COUNT_OFFSET);
            stringStartOffset = readSmallUint(STRING_START_OFFSET);
            typeCount = readSmallUint(TYPE_COUNT_OFFSET);
            typeStartOffset = readSmallUint(TYPE_START_OFFSET);
            protoCount = readSmallUint(PROTO_COUNT_OFFSET);
            protoStartOffset = readSmallUint(PROTO_START_OFFSET);
            fieldCount = readSmallUint(FIELD_COUNT_OFFSET);
            fieldStartOffset = readSmallUint(FIELD_START_OFFSET);
            methodCount = readSmallUint(METHOD_COUNT_OFFSET);
            methodStartOffset = readSmallUint(METHOD_START_OFFSET);
            classCount = readSmallUint(CLASS_COUNT_OFFSET);
            classStartOffset = readSmallUint(CLASS_START_OFFSET);
        } else {
            stringCount = 0;
            stringStartOffset = 0;
            typeCount = 0;
            typeStartOffset = 0;
            protoCount = 0;
            protoStartOffset = 0;
            fieldCount = 0;
            fieldStartOffset = 0;
            methodCount = 0;
            methodStartOffset = 0;
            classCount = 0;
            classStartOffset = 0;
        }
        stringCache = new String[stringCount];
    }",False
53,DexBuffer(byte[]),Method,,,,,71,3,1,,"public DexBuffer(@Nonnull byte[] buf) {
        this(buf, false);
    }",False
54,verifyMagic(),Method,"DexBuffer(byte[],boolean)",,"java.lang.StringBuilder+StringBuilder(String) java.lang.StringBuilder+append(Object) java.lang.StringBuilder+append(Object) java.lang.String+format(String,Object[]) java.lang.String+format(String,Object[]) org.jf.util.ExceptionWithContext+ExceptionWithContext(String,Object[]) java.lang.StringBuilder+toString() java.lang.StringBuilder+toString()",org.jf.dexlib2.dexbacked.DexBuffer+MAGIC_VALUES org.jf.dexlib2.dexbacked.DexBuffer+buf org.jf.dexlib2.dexbacked.DexBuffer+buf,497,15,2,,"private void verifyMagic() {
        outer: for (byte[] magic: MAGIC_VALUES) {
            for (int i=0; i<magic.length; i++) {
                if (buf[i] != magic[i]) {
                    continue outer;
                }
            }
            return;
        }
        StringBuilder sb = new StringBuilder(""Invalid magic value:"");
        for (int i=0; i<8; i++) {
            sb.append(String.format("" %02x"", buf[i]));
        }
        throw new ExceptionWithContext(sb.toString());
    }",False
55,verifyEndian(),Method,"DexBuffer(byte[],boolean)",,"org.jf.dexlib2.dexbacked.DexBuffer+readInt(int) org.jf.dexlib2.dexbacked.DexBuffer+readInt(int) org.jf.util.ExceptionWithContext+ExceptionWithContext(String,Object[]) java.lang.StringBuilder+StringBuilder(String) java.lang.StringBuilder+append(Object) java.lang.StringBuilder+append(Object) java.lang.String+format(String,Object[]) java.lang.String+format(String,Object[]) org.jf.util.ExceptionWithContext+ExceptionWithContext(String,Object[]) java.lang.StringBuilder+toString() java.lang.StringBuilder+toString()",org.jf.dexlib2.dexbacked.DexBuffer+ENDIAN_TAG_OFFSET org.jf.dexlib2.dexbacked.DexBuffer+BIG_ENDIAN_TAG org.jf.dexlib2.dexbacked.DexBuffer+LITTLE_ENDIAN_TAG org.jf.dexlib2.dexbacked.DexBuffer+buf org.jf.dexlib2.dexbacked.DexBuffer+ENDIAN_TAG_OFFSET,548,12,2,,"private void verifyEndian() {
        int endian = readInt(ENDIAN_TAG_OFFSET);
        if (endian == BIG_ENDIAN_TAG) {
            throw new ExceptionWithContext(""dexlib does not currently support big endian dex files."");
        } else if (endian != LITTLE_ENDIAN_TAG) {
            StringBuilder sb = new StringBuilder(""Invalid endian tag:"");
            for (int i=0; i<4; i++) {
                sb.append(String.format("" %02x"", buf[ENDIAN_TAG_OFFSET+i]));
            }
            throw new ExceptionWithContext(sb.toString());
        }
    }",False
56,getChecksum(),Method,,org.jf.dexlib2.dexbacked.DexBackedDexFile+getChecksum(),org.jf.dexlib2.dexbacked.DexBuffer+readInt(int) org.jf.dexlib2.dexbacked.DexBuffer+readInt(int),org.jf.dexlib2.dexbacked.DexBuffer+CHECKSUM_OFFSET,73,3,1,,"public int getChecksum() {
        return readInt(CHECKSUM_OFFSET);
    }",False
57,getSignature(),Method,,org.jf.dexlib2.dexbacked.DexBackedDexFile+getSignature(),"java.util.Arrays+copyOfRange(byte[],int,int) java.util.Arrays+copyOfRange(byte[],int,int)",org.jf.dexlib2.dexbacked.DexBuffer+buf org.jf.dexlib2.dexbacked.DexBuffer+buf org.jf.dexlib2.dexbacked.DexBuffer+SIGNATURE_OFFSET org.jf.dexlib2.dexbacked.DexBuffer+SIGNATURE_OFFSET org.jf.dexlib2.dexbacked.DexBuffer+SIGNATURE_SIZE,134,3,1,,"public byte[] getSignature() {
        return Arrays.copyOfRange(this.buf, SIGNATURE_OFFSET, SIGNATURE_OFFSET + SIGNATURE_SIZE);
    }",False
58,getMapOffset(),Method,,org.jf.dexlib2.dexbacked.DexBackedDexFile+getMap(),org.jf.dexlib2.dexbacked.DexBuffer+readSmallUint(int) org.jf.dexlib2.dexbacked.DexBuffer+readSmallUint(int),org.jf.dexlib2.dexbacked.DexBuffer+MAP_OFFSET,75,3,1,,"public int getMapOffset() {
        return readSmallUint(MAP_OFFSET);
    }",False
59,getStringIdItemOffset(int),Method,getString(int),,"org.jf.util.ExceptionWithContext+ExceptionWithContext(String,Object[])",org.jf.dexlib2.dexbacked.DexBuffer+stringCount org.jf.dexlib2.dexbacked.DexBuffer+stringStartOffset org.jf.dexlib2.dexbacked.DexBuffer+STRING_ID_ITEM_SIZE,287,6,1,,"public int getStringIdItemOffset(int stringIndex) {
        if (stringIndex < 0 || stringIndex >= stringCount) {
            throw new ExceptionWithContext(""String index out of bounds: %d"", stringIndex);
        }
        return stringStartOffset + stringIndex*STRING_ID_ITEM_SIZE;
    }",False
60,getTypeIdItemOffset(int),Method,getType(int),,"org.jf.util.ExceptionWithContext+ExceptionWithContext(String,Object[])",org.jf.dexlib2.dexbacked.DexBuffer+typeCount org.jf.dexlib2.dexbacked.DexBuffer+typeStartOffset org.jf.dexlib2.dexbacked.DexBuffer+TYPE_ID_ITEM_SIZE,267,6,1,,"public int getTypeIdItemOffset(int typeIndex) {
        if (typeIndex < 0 || typeIndex >= typeCount) {
            throw new ExceptionWithContext(""Type index out of bounds: %d"", typeIndex);
        }
        return typeStartOffset + typeIndex*TYPE_ID_ITEM_SIZE;
    }",False
61,getFieldIdItemOffset(int),Method,getField(int),"org.jf.dexlib2.dexbacked.DexBackedField+getFieldIdItemOffset() org.jf.dexlib2.dexbacked.reference.DexBackedFieldReference+DexBackedFieldReference(DexBuffer,int)","org.jf.util.ExceptionWithContext+ExceptionWithContext(String,Object[])",org.jf.dexlib2.dexbacked.DexBuffer+fieldCount org.jf.dexlib2.dexbacked.DexBuffer+fieldStartOffset org.jf.dexlib2.dexbacked.DexBuffer+FIELD_ID_ITEM_SIZE,277,6,1,,"public int getFieldIdItemOffset(int fieldIndex) {
        if (fieldIndex < 0 || fieldIndex >= fieldCount) {
            throw new ExceptionWithContext(""Field index out of bounds: %d"", fieldIndex);
        }
        return fieldStartOffset + fieldIndex*FIELD_ID_ITEM_SIZE;
    }",False
62,getMethodIdItemOffset(int),Method,getMethod(int),"org.jf.dexlib2.dexbacked.DexBackedMethod+getMethodIdItemOffset() org.jf.dexlib2.dexbacked.reference.DexBackedMethodReference+DexBackedMethodReference(DexBuffer,int)","org.jf.util.ExceptionWithContext+ExceptionWithContext(String,Object[])",org.jf.dexlib2.dexbacked.DexBuffer+methodCount org.jf.dexlib2.dexbacked.DexBuffer+methodStartOffset org.jf.dexlib2.dexbacked.DexBuffer+METHOD_ID_ITEM_SIZE,287,6,1,,"public int getMethodIdItemOffset(int methodIndex) {
        if (methodIndex < 0 || methodIndex >= methodCount) {
            throw new ExceptionWithContext(""Method index out of bounds: %d"", methodIndex);
        }
        return methodStartOffset + methodIndex*METHOD_ID_ITEM_SIZE;
    }",False
63,getProtoIdItemOffset(int),Method,getProto(int) getMethod(int),org.jf.dexlib2.dexbacked.DexBackedMethod+getProtoIdItemOffset() org.jf.dexlib2.dexbacked.reference.DexBackedMethodReference+getProtoIdItemOffset(),"org.jf.util.ExceptionWithContext+ExceptionWithContext(String,Object[])",org.jf.dexlib2.dexbacked.DexBuffer+protoCount org.jf.dexlib2.dexbacked.DexBuffer+protoStartOffset org.jf.dexlib2.dexbacked.DexBuffer+PROTO_ID_ITEM_SIZE,277,6,1,,"public int getProtoIdItemOffset(int protoIndex) {
        if (protoIndex < 0 || protoIndex >= protoCount) {
            throw new ExceptionWithContext(""Proto index out of bounds: %d"", protoIndex);
        }
        return protoStartOffset + protoIndex*PROTO_ID_ITEM_SIZE;
    }",False
64,getClassDefItemOffset(int),Method,,org.jf.dexlib2.dexbacked.DexBackedDexFile+readItem(int),"org.jf.util.ExceptionWithContext+ExceptionWithContext(String,Object[])",org.jf.dexlib2.dexbacked.DexBuffer+classCount org.jf.dexlib2.dexbacked.DexBuffer+classStartOffset org.jf.dexlib2.dexbacked.DexBuffer+CLASS_DEF_ITEM_SIZE,279,6,1,,"public int getClassDefItemOffset(int classIndex) {
        if (classIndex < 0 || classIndex >= classCount) {
            throw new ExceptionWithContext(""Class index out of bounds: %d"", classIndex);
        }
        return classStartOffset + classIndex*CLASS_DEF_ITEM_SIZE;
    }",False
65,getClassCount(),Method,,org.jf.dexlib2.dexbacked.DexBackedDexFile+getClasses(),,org.jf.dexlib2.dexbacked.DexBuffer+classCount,61,3,1,,"public int getClassCount() {
        return classCount;
    }",False
66,getString(int),Method,"getOptionalString(int) getType(int) getProto(int) getField(int) getMethod(int) getReference(int,int)",org.jf.dexlib2.dexbacked.DexBackedAnnotationElement+getName() org.jf.dexlib2.dexbacked.DexBackedDexFile+readItem(int) org.jf.dexlib2.dexbacked.DexBackedField+getName() org.jf.dexlib2.dexbacked.DexBackedMethod+getName() org.jf.dexlib2.dexbacked.reference.DexBackedFieldReference+getName() org.jf.dexlib2.dexbacked.reference.DexBackedMethodReference+getName() org.jf.dexlib2.dexbacked.reference.DexBackedStringReference+getString() org.jf.dexlib2.dexbacked.value.DexBackedStringEncodedValue+getValue(),"org.jf.dexlib2.dexbacked.DexBuffer+getStringIdItemOffset(int) org.jf.dexlib2.dexbacked.DexBuffer+getStringIdItemOffset(int) org.jf.dexlib2.dexbacked.DexBuffer+readSmallUint(int) org.jf.dexlib2.dexbacked.DexBuffer+readSmallUint(int) org.jf.dexlib2.dexbacked.DexBuffer+readerAt(int) org.jf.dexlib2.dexbacked.DexBuffer+readerAt(int) org.jf.dexlib2.dexbacked.DexReader+readSmallUleb128() org.jf.dexlib2.dexbacked.DexReader+readSmallUleb128() org.jf.util.Utf8Utils+utf8BytesWithUtf16LengthToString(byte[],int,int) org.jf.util.Utf8Utils+utf8BytesWithUtf16LengthToString(byte[],int,int) org.jf.dexlib2.dexbacked.DexReader+getOffset() org.jf.dexlib2.dexbacked.DexReader+getOffset()",org.jf.dexlib2.dexbacked.DexBuffer+stringCache org.jf.dexlib2.dexbacked.DexBuffer+buf org.jf.dexlib2.dexbacked.DexBuffer+stringCache,556,13,1,,"@Nonnull
    public String getString(int stringIndex) {
        String ret = stringCache[stringIndex];
        if (ret == null) {
            int stringOffset = getStringIdItemOffset(stringIndex);
            int stringDataOffset = readSmallUint(stringOffset);
            DexReader reader = readerAt(stringDataOffset);
            int utf16Length = reader.readSmallUleb128();
            ret = Utf8Utils.utf8BytesWithUtf16LengthToString(buf, reader.getOffset(), utf16Length);
            stringCache[stringIndex] = ret;
        }
        return ret;
    }",False
67,getStringCount(),Method,,org.jf.dexlib2.dexbacked.DexBackedDexFile+getStrings(),,org.jf.dexlib2.dexbacked.DexBuffer+stringCount,63,3,1,,"public int getStringCount() {
        return stringCount;
    }",False
68,getOptionalType(int),Method,,org.jf.dexlib2.dexbacked.DexBackedClassDef+getSuperclass() org.jf.dexlib2.dexbacked.util.DebugInfo+DebugInfoImpl.readNextItem(DexReader) org.jf.dexlib2.dexbacked.util.DebugInfo+DebugInfoImpl.readNextItem(DexReader),org.jf.dexlib2.dexbacked.DexBuffer+getType(int) org.jf.dexlib2.dexbacked.DexBuffer+getType(int),,167,7,1,,"@Nullable
    public String getOptionalType(int typeIndex) {
        if (typeIndex == -1) {
            return null;
        }
        return getType(typeIndex);
    }",False
69,getOptionalString(int),Method,,"org.jf.dexlib2.dexbacked.DexBackedClassDef+getSourceFile() org.jf.dexlib2.dexbacked.util.DebugInfo+DebugInfoImpl.readNextItem(DexReader) org.jf.dexlib2.dexbacked.util.DebugInfo+DebugInfoImpl.readNextItem(DexReader) org.jf.dexlib2.dexbacked.util.DebugInfo+DebugInfoImpl.readNextItem(DexReader) org.jf.dexlib2.dexbacked.util.DebugInfo+DebugInfoImpl.readNextItem(DexReader) org.jf.dexlib2.dexbacked.util.DebugInfo+DebugInfoImpl.readNextItem(DexReader,int)",org.jf.dexlib2.dexbacked.DexBuffer+getString(int) org.jf.dexlib2.dexbacked.DexBuffer+getString(int),,177,7,1,,"@Nullable
    public String getOptionalString(int stringIndex) {
        if (stringIndex == -1) {
            return null;
        }
        return getString(stringIndex);
    }",False
70,getType(int),Method,"getOptionalType(int) getField(int) getField(int) getMethod(int) getMethod(int) getMethod(int) getReference(int,int)",org.jf.dexlib2.dexbacked.DexBackedAnnotation+getType() org.jf.dexlib2.dexbacked.DexBackedClassDef+getType() org.jf.dexlib2.dexbacked.DexBackedClassDef+readItem(int) org.jf.dexlib2.dexbacked.DexBackedDexFile+readItem(int) org.jf.dexlib2.dexbacked.DexBackedExceptionHandler+getExceptionType() org.jf.dexlib2.dexbacked.DexBackedField+getType() org.jf.dexlib2.dexbacked.DexBackedMethod+getReturnType() org.jf.dexlib2.dexbacked.DexBackedMethod+getType() org.jf.dexlib2.dexbacked.DexBackedMethod+readItem(int) org.jf.dexlib2.dexbacked.reference.DexBackedFieldReference+getDefiningClass() org.jf.dexlib2.dexbacked.reference.DexBackedFieldReference+getType() org.jf.dexlib2.dexbacked.reference.DexBackedMethodReference+getDefiningClass() org.jf.dexlib2.dexbacked.reference.DexBackedMethodReference+readItem(int) org.jf.dexlib2.dexbacked.reference.DexBackedMethodReference+getReturnType() org.jf.dexlib2.dexbacked.reference.DexBackedTypeReference+getType() org.jf.dexlib2.dexbacked.value.DexBackedAnnotationEncodedValue+DexBackedAnnotationEncodedValue(DexReader) org.jf.dexlib2.dexbacked.value.DexBackedEncodedValue+readFrom(DexReader) org.jf.dexlib2.dexbacked.value.DexBackedTypeEncodedValue+getValue(),org.jf.dexlib2.dexbacked.DexBuffer+getTypeIdItemOffset(int) org.jf.dexlib2.dexbacked.DexBuffer+getTypeIdItemOffset(int) org.jf.dexlib2.dexbacked.DexBuffer+readSmallUint(int) org.jf.dexlib2.dexbacked.DexBuffer+readSmallUint(int) org.jf.dexlib2.dexbacked.DexBuffer+getString(int) org.jf.dexlib2.dexbacked.DexBuffer+getString(int),,206,6,1,,"@Nonnull
    public String getType(int typeIndex) {
        int typeOffset = getTypeIdItemOffset(typeIndex);
        int stringIndex = readSmallUint(typeOffset);
        return getString(stringIndex);
    }",False
71,getTypeCount(),Method,,org.jf.dexlib2.dexbacked.DexBackedDexFile+getTypes(),,org.jf.dexlib2.dexbacked.DexBuffer+typeCount,59,3,1,,"public int getTypeCount() {
        return typeCount;
    }",False
72,getProto(int),Method,,org.jf.dexlib2.dexbacked.DexBackedDexFile+readItem(int),org.jf.dexlib2.dexbacked.DexBuffer+getProtoIdItemOffset(int) org.jf.dexlib2.dexbacked.DexBuffer+getProtoIdItemOffset(int) org.jf.dexlib2.dexbacked.DexBuffer+readSmallUint(int) org.jf.dexlib2.dexbacked.DexBuffer+readSmallUint(int) org.jf.dexlib2.dexbacked.DexBuffer+getString(int) org.jf.dexlib2.dexbacked.DexBuffer+getString(int),,210,6,1,,"@Nonnull
    public String getProto(int typeIndex) {
        int protoOffset = getProtoIdItemOffset(typeIndex);
        int stringIndex = readSmallUint(protoOffset);
        return getString(stringIndex);
    }",False
73,getProtoCount(),Method,,org.jf.dexlib2.dexbacked.DexBackedDexFile+getProtos(),,org.jf.dexlib2.dexbacked.DexBuffer+protoCount,61,3,1,,"public int getProtoCount() {
        return protoCount;
    }",False
