index,name,type,inner invocations,external invocations,calls,visits,length,lines,modifier,annotation,full text,removed
15,setyScaleFactor(float),Method,,com.github.pedrovgs.DraggableView+setYTopViewScaleFactor(float) com.github.pedrovgs.DraggableView+initializeTransformer(TypedArray),,com.github.pedrovgs.transformer.Transformer+yScaleFactor com.github.pedrovgs.transformer.Transformer+yScaleFactor,97,3,1,,"public void setyScaleFactor(float yScaleFactor) {
        this.yScaleFactor = yScaleFactor;
    }",False
16,getView(),Method,getViewWidth(),com.github.pedrovgs.DraggableView+updateWidth(float) com.github.pedrovgs.DraggableView+updateWidth(float) com.github.pedrovgs.DraggableView+updateHeight(float) com.github.pedrovgs.DraggableView+updateHeight(float) com.github.pedrovgs.DraggableView+updateXPosition(float) com.github.pedrovgs.DraggableView+updateXPosition(float) com.github.pedrovgs.DraggableView+updateXPosition(float) com.github.pedrovgs.DraggableView+isViewAtRight() com.github.pedrovgs.DraggableView+isViewAtBottom() com.github.pedrovgs.DraggableView+isNextToRightBound() com.github.pedrovgs.DraggableView+isNextToLeftBound(),,com.github.pedrovgs.transformer.Transformer+view,53,3,4,,"protected View getView() {
        return view;
    }",False
17,getParentView(),Method,,com.github.pedrovgs.DraggableView+isViewAtRight() com.github.pedrovgs.DraggableView+isViewAtBottom() com.github.pedrovgs.DraggableView+isNextToRightBound() com.github.pedrovgs.DraggableView+isNextToLeftBound(),,com.github.pedrovgs.transformer.Transformer+parent,60,3,4,,"protected View getParentView(){
        return parent;
    }",False
18,getxScaleFactor(),Method,updateWidth(float),com.github.pedrovgs.DraggableView+updateWidth(float) com.github.pedrovgs.DraggableView+updateHeight(float) com.github.pedrovgs.DraggableView+getWidthPlusMarginRight(),,com.github.pedrovgs.transformer.Transformer+xScaleFactor,70,3,4,,"protected float getxScaleFactor() {
        return xScaleFactor;
    }",False
19,getyScaleFactor(),Method,updateHeight(float),com.github.pedrovgs.DraggableView+getHeightPlusMarginTop(),,com.github.pedrovgs.transformer.Transformer+yScaleFactor,70,3,4,,"protected float getyScaleFactor() {
        return yScaleFactor;
    }",False
20,setMarginRight(float),Method,,com.github.pedrovgs.DraggableView+setTopViewMarginRight(float) com.github.pedrovgs.DraggableView+initializeTransformer(TypedArray),,com.github.pedrovgs.transformer.Transformer+marginRight com.github.pedrovgs.transformer.Transformer+marginRight,93,3,1,,"public void setMarginRight(float marginRight) {
        this.marginRight = marginRight;
    }",False
21,setMarginBottom(float),Method,,com.github.pedrovgs.DraggableView+setTopViewMarginBottom(float) com.github.pedrovgs.DraggableView+initializeTransformer(TypedArray),,com.github.pedrovgs.transformer.Transformer+marginBottom com.github.pedrovgs.transformer.Transformer+marginBottom,97,3,1,,"public void setMarginBottom(float marginBottom) {
        this.marginBottom = marginBottom;
    }",False
22,getMarginRight(),Method,updateXPosition(float) isNextToRightBound() isNextToLeftBound(),com.github.pedrovgs.DraggableView+getDragViewMarginRight() com.github.pedrovgs.DraggableView+isViewAtRight() com.github.pedrovgs.DraggableView+isNextToRightBound() com.github.pedrovgs.DraggableView+isNextToLeftBound() com.github.pedrovgs.DraggableView+getWidthPlusMarginRight(),,com.github.pedrovgs.transformer.Transformer+marginRight,65,3,1,,"public float getMarginRight() {
        return marginRight;
    }",False
23,getMarginBottom(),Method,updateYPosition(),com.github.pedrovgs.DraggableView+getDragViewMarginBottom() com.github.pedrovgs.DraggableView+isViewAtBottom() com.github.pedrovgs.DraggableView+getHeightPlusMarginTop(),,com.github.pedrovgs.transformer.Transformer+marginBottom,67,3,1,,"public float getMarginBottom() {
        return marginBottom;
    }",False
24,setViewHeight(float),Method,,com.github.pedrovgs.DraggableView+setTopViewHeight(float) com.github.pedrovgs.DraggableView+initializeTransformer(TypedArray),android.view.View+getLayoutParams() android.view.View+getLayoutParams() android.view.View+setLayoutParams(LayoutParams) android.view.View+setLayoutParams(LayoutParams),com.github.pedrovgs.transformer.Transformer+viewHeight com.github.pedrovgs.transformer.Transformer+viewHeight com.github.pedrovgs.transformer.Transformer+originalHeight com.github.pedrovgs.transformer.Transformer+view android.view.ViewGroup.LayoutParams+height com.github.pedrovgs.transformer.Transformer+view,380,9,1,,"public void setViewHeight(float viewHeight) {
        this.viewHeight = viewHeight;
        if (viewHeight > 0f) {
            originalHeight = viewHeight;
            RelativeLayout.LayoutParams layoutParams = (RelativeLayout.LayoutParams) view.getLayoutParams();
            layoutParams.height = (int) viewHeight;
            view.setLayoutParams(layoutParams);
        }
    }",False
25,getViewHeight(),Method,,"com.github.pedrovgs.DraggableView+onLayout(boolean,int,int,int,int)",android.view.View+getMeasuredHeight() android.view.View+getMeasuredHeight(),com.github.pedrovgs.transformer.Transformer+viewHeight com.github.pedrovgs.transformer.Transformer+view com.github.pedrovgs.transformer.Transformer+viewHeight,108,3,1,,"public float getViewHeight() {
        return viewHeight < 0f ? view.getMeasuredHeight() : viewHeight;
    }",False
26,setLastTopPosition(int),Method,,"com.github.pedrovgs.DraggableView+updateLastDragViewPosition(int,int)",,com.github.pedrovgs.transformer.Transformer+lastTopPosition com.github.pedrovgs.transformer.Transformer+lastTopPosition,107,3,1,,"public void setLastTopPosition(int lastTopPosition) {
        this.lastTopPosition = lastTopPosition;
    }",False
27,setLastLeftPosition(int),Method,,"com.github.pedrovgs.DraggableView+updateLastDragViewPosition(int,int) com.github.pedrovgs.DraggableView+updateWidth(float)",,com.github.pedrovgs.transformer.Transformer+lastLeftPosition com.github.pedrovgs.transformer.Transformer+lastLeftPosition,111,3,1,,"public void setLastLeftPosition(int lastLeftPosition) {
        this.lastLeftPosition = lastLeftPosition;
    }",False
28,setLastRightPosition(int),Method,,com.github.pedrovgs.DraggableView+updateXPosition(float),,com.github.pedrovgs.transformer.Transformer+lastRightPosition com.github.pedrovgs.transformer.Transformer+lastRightPosition,115,3,1,,"public void setLastRightPosition(int lastRightPosition) {
        this.lastRightPosition = lastRightPosition;
    }",False
29,getLastRightPosition(),Method,,"com.github.pedrovgs.DraggableView+onLayout(boolean,int,int,int,int)",android.view.View+getMeasuredWidth() android.view.View+getMeasuredWidth(),com.github.pedrovgs.transformer.Transformer+lastRightPosition com.github.pedrovgs.transformer.Transformer+lastRightPosition com.github.pedrovgs.transformer.Transformer+view com.github.pedrovgs.transformer.Transformer+lastRightPosition,175,6,1,,"public int getLastRightPosition(){
        if(lastRightPosition<=0){
            lastRightPosition = view.getMeasuredWidth();
        }
        return lastRightPosition;
    }",False
30,getLastTopPosition(),Method,,"com.github.pedrovgs.DraggableView+onLayout(boolean,int,int,int,int)",,com.github.pedrovgs.transformer.Transformer+lastTopPosition,71,3,1,,"public int getLastTopPosition() {
        return lastTopPosition;
    }",False
31,getLastLeftPosition(),Method,,"com.github.pedrovgs.DraggableView+onLayout(boolean,int,int,int,int)",,com.github.pedrovgs.transformer.Transformer+lastLeftPosition,73,3,1,,"public int getLastLeftPosition() {
        return lastLeftPosition;
    }",False
32,updateXPosition(float),Method,,com.github.pedrovgs.DraggableView+changeDragViewPosition(),android.view.View+getWidth() android.view.View+getWidth() com.github.pedrovgs.transformer.Transformer+getMarginRight() com.github.pedrovgs.transformer.Transformer+getMarginRight(),com.github.pedrovgs.transformer.Transformer+view com.github.pedrovgs.transformer.Transformer+view,133,3,1,,"public void updateXPosition(float verticalDragOffset) {
        ViewHelper.setPivotX(view, view.getWidth() - getMarginRight());
    }",True
33,updateYPosition(),Method,,com.github.pedrovgs.DraggableView+changeDragViewPosition(),android.view.View+getHeight() android.view.View+getHeight() com.github.pedrovgs.transformer.Transformer+getMarginBottom() com.github.pedrovgs.transformer.Transformer+getMarginBottom(),com.github.pedrovgs.transformer.Transformer+view com.github.pedrovgs.transformer.Transformer+view,111,3,1,,"public void updateYPosition() {
        ViewHelper.setPivotY(view, view.getHeight() - getMarginBottom());
    }",True
34,updateWidth(float),Method,,com.github.pedrovgs.DraggableView+changeDragViewScale(),com.github.pedrovgs.transformer.Transformer+getxScaleFactor() com.github.pedrovgs.transformer.Transformer+getxScaleFactor(),com.github.pedrovgs.transformer.Transformer+view,137,3,1,,"public void updateWidth(float verticalDragOffset) {
        ViewHelper.setScaleX(view, 1 - verticalDragOffset / getxScaleFactor());
    }",True
35,updateHeight(float),Method,,com.github.pedrovgs.DraggableView+changeDragViewScale(),com.github.pedrovgs.transformer.Transformer+getyScaleFactor() com.github.pedrovgs.transformer.Transformer+getyScaleFactor(),com.github.pedrovgs.transformer.Transformer+view,138,3,1,,"public void updateHeight(float verticalDragOffset) {
        ViewHelper.setScaleY(view, 1 - verticalDragOffset / getyScaleFactor());
    }",True
36,getOriginalHeight(),Method,,com.github.pedrovgs.DraggableView+updateHeight(float) com.github.pedrovgs.DraggableView+getHeightPlusMarginTop(),android.view.View+getMeasuredHeight() android.view.View+getMeasuredHeight(),com.github.pedrovgs.transformer.Transformer+originalHeight com.github.pedrovgs.transformer.Transformer+originalHeight com.github.pedrovgs.transformer.Transformer+viewHeight com.github.pedrovgs.transformer.Transformer+view com.github.pedrovgs.transformer.Transformer+viewHeight com.github.pedrovgs.transformer.Transformer+originalHeight,201,6,1,,"public float getOriginalHeight() {
        if (originalHeight == 0) {
            originalHeight = viewHeight < 0 ? view.getMeasuredHeight() : viewHeight;
        }
        return originalHeight;
    }",False
37,getOriginalWidth(),Method,getViewRightPosition(float),com.github.pedrovgs.DraggableView+closeToRight() com.github.pedrovgs.DraggableView+closeToLeft() com.github.pedrovgs.DraggableView+updateWidth(float) com.github.pedrovgs.DraggableView+updateWidth(float) com.github.pedrovgs.DraggableView+updateXPosition(float) com.github.pedrovgs.DraggableView+getWidthPlusMarginRight(),android.view.View+getMeasuredWidth() android.view.View+getMeasuredWidth(),com.github.pedrovgs.transformer.Transformer+originalWidth com.github.pedrovgs.transformer.Transformer+originalWidth com.github.pedrovgs.transformer.Transformer+view com.github.pedrovgs.transformer.Transformer+originalWidth,166,6,1,,"public float getOriginalWidth() {
        if (originalWidth == 0) {
            originalWidth = view.getMeasuredWidth();
        }
        return originalWidth;
    }",False
38,getViewWidth(),Method,,com.github.pedrovgs.DraggableView+updateXPosition(float),android.view.View+getMeasuredWidth() com.github.pedrovgs.transformer.Transformer+getView() com.github.pedrovgs.transformer.Transformer+getView() android.view.View+getMeasuredWidth(),,78,3,1,,"public int getViewWidth() {
        return getView().getMeasuredWidth();
    }",False
39,getViewRightPosition(float),Method,,com.github.pedrovgs.DraggableView+updateXPosition(float),com.github.pedrovgs.transformer.Transformer+getOriginalWidth() com.github.pedrovgs.transformer.Transformer+getOriginalWidth(),com.github.pedrovgs.transformer.Transformer+marginRight,141,3,1,,"public int getViewRightPosition(float verticalDragOffset) {
        return (int) (getOriginalWidth()-(marginRight*verticalDragOffset));
    }",False
40,isViewAtRight(),Method,,com.github.pedrovgs.DraggableView+isDragViewAtRight(),android.view.View+getRight() android.view.View+getRight() android.view.View+getWidth() android.view.View+getWidth(),com.github.pedrovgs.transformer.Transformer+view com.github.pedrovgs.transformer.Transformer+parent,91,3,1,,"public boolean isViewAtRight() {
        return view.getRight() == parent.getWidth();
    }",True
41,isViewAtTop(),Method,,com.github.pedrovgs.DraggableView+isDragViewAtTop(),android.view.View+getTop() android.view.View+getTop(),com.github.pedrovgs.transformer.Transformer+view,71,3,1,,"public boolean isViewAtTop() {
        return view.getTop() == 0;
    }",False
42,isViewAtBottom(),Method,,com.github.pedrovgs.DraggableView+isDragViewAtBottom(),android.view.View+getBottom() android.view.View+getBottom() android.view.View+getHeight() android.view.View+getHeight(),com.github.pedrovgs.transformer.Transformer+view com.github.pedrovgs.transformer.Transformer+parent,93,3,1,,"public boolean isViewAtBottom() {
        return view.getBottom()== parent.getHeight();
    }",True
43,isNextToRightBound(),Method,,com.github.pedrovgs.DraggableView+isNextToRightBound(),android.view.View+getLeft() android.view.View+getLeft() com.github.pedrovgs.transformer.Transformer+getMarginRight() com.github.pedrovgs.transformer.Transformer+getMarginRight() android.view.View+getWidth() android.view.View+getWidth(),com.github.pedrovgs.transformer.Transformer+view com.github.pedrovgs.transformer.Transformer+parent,122,3,1,,"public boolean isNextToRightBound() {
        return (view.getLeft() - getMarginRight()) > parent.getWidth() * 0.25;
    }",True
44,isNextToLeftBound(),Method,,com.github.pedrovgs.DraggableView+isNextToLeftBound(),android.view.View+getRight() android.view.View+getRight() com.github.pedrovgs.transformer.Transformer+getMarginRight() com.github.pedrovgs.transformer.Transformer+getMarginRight() android.view.View+getWidth() android.view.View+getWidth(),com.github.pedrovgs.transformer.Transformer+view com.github.pedrovgs.transformer.Transformer+parent,122,3,1,,"public boolean isNextToLeftBound() {
        return (view.getRight() - getMarginRight()) < parent.getWidth() * 0.25;
    }",True
45,isAboveTheMiddle(),Method,,com.github.pedrovgs.DraggableView+isDragViewAboveTheMiddle(),android.view.View+getHeight() android.view.View+getHeight() android.view.View+getHeight() android.view.View+getHeight(),com.github.pedrovgs.transformer.Transformer+parent com.github.pedrovgs.transformer.Transformer+view com.github.pedrovgs.transformer.Transformer+view,222,5,1,,"public boolean isAboveTheMiddle() {
        int parentHeight = parent.getHeight();
        float viewYPosition = ViewHelper.getY(view) + (view.getHeight() * 0.5f);
        return viewYPosition < (parentHeight * 0.5);
    }",False
46,getHeightPlusMarginTop(),Method,,com.github.pedrovgs.DraggableView+closeToRight() com.github.pedrovgs.DraggableView+closeToLeft() com.github.pedrovgs.DraggableView+getVerticalDragRange() com.github.pedrovgs.DraggableView+getDraggedViewHeightPlusMarginTop(),android.view.View+getHeight() android.view.View+getHeight(),com.github.pedrovgs.transformer.Transformer+view,76,3,1,,"public int getHeightPlusMarginTop() {
        return view.getHeight();
    }",True
47,getWidthPlusMarginRight(),Method,,com.github.pedrovgs.DraggableView+smoothSlideTo(float),,,62,3,1,,"public int getWidthPlusMarginRight() {
        return 0;
    }",True
