index,name,document,type,inner invocations,external invocations,calls,visits,length,lines,modifier,commit,full text,moved,removed,gpt text,code summary
13,CONVERT_SCALE_TABLE,convert scale table multipliers for link convert scale long int ,Field,,,,,223,5,26,"/** 
 * Multipliers for  {@link #convertScale(long,int)}.
 */
","/**
     * Multipliers for {@link #convertScale(long, int)}.
     */
    private static final int[] CONVERT_SCALE_TABLE = { 1_000_000_000, 100_000_000,
            10_000_000, 1_000_000, 100_000, 10_000, 1_000, 100, 10 };

",False,False,"/** 
 * Multipliers for  {@link #convertScale(long,int)}.
 */
","/** 
 * Multipliers for  {@link #convertScale(long,int)}.
 */
"
14,CACHED_CALENDAR,cached calendar the thread local can not override initial value because this would result in an inner class which would not be garbage collected in a web container and prevent the class loader of h2 from being garbage collected using a thread local on a system class like calendar does not have that problem and while it is still a small memory leak it is not a class loader memory leak ,Field,,,,,524,9,26,"/** 
 * The thread local. Can not override initialValue because this would result in an inner class, which would not be garbage collected in a web container, and prevent the class loader of H2 from being garbage collected. Using a ThreadLocal on a system class like Calendar does not have that problem, and while it is still a small memory leak, it is not a class loader memory leak.
 */
","/**
     * The thread local. Can not override initialValue because this would result
     * in an inner class, which would not be garbage collected in a web
     * container, and prevent the class loader of H2 from being garbage
     * collected. Using a ThreadLocal on a system class like Calendar does not
     * have that problem, and while it is still a small memory leak, it is not a
     * class loader memory leak.
     */
    private static final ThreadLocal<GregorianCalendar> CACHED_CALENDAR = new ThreadLocal<>();",False,False,"/** 
 * The thread local. Can not override initialValue because this would result in an inner class, which would not be garbage collected in a web container, and prevent the class loader of H2 from being garbage collected. Using a ThreadLocal on a system class like Calendar does not have that problem, and while it is still a small memory leak, it is not a class loader memory leak.
 */
","/** 
 * The thread local. Can not override initialValue because this would result in an inner class, which would not be garbage collected in a web container, and prevent the class loader of H2 from being garbage collected. Using a ThreadLocal on a system class like Calendar does not have that problem, and while it is still a small memory leak, it is not a class loader memory leak.
 */
"
15,CACHED_CALENDAR_NON_DEFAULT_TIMEZONE,cached calendar non default timezone a cached instance of calendar used when a timezone is specified ,Field,,,,,211,5,26,"/** 
 * A cached instance of Calendar used when a timezone is specified.
 */
","/**
     * A cached instance of Calendar used when a timezone is specified.
     */
    private static final ThreadLocal<GregorianCalendar> CACHED_CALENDAR_NON_DEFAULT_TIMEZONE =
            new ThreadLocal<>();",False,False,"/** 
 * A cached instance of Calendar used when a timezone is specified.
 */
","/** 
 * A cached instance of Calendar used when a timezone is specified.
 */
"
16,timeZone,time zone cached local time zone ,Field,,,,,89,4,74,"/** 
 * Cached local time zone.
 */
","/**
     * Cached local time zone.
     */
    private static volatile TimeZone timeZone;",False,False,"/** 
 * Cached local time zone.
 */
","/** 
 * Cached local time zone.
 */
"
17,zoneOffsetMillis,zone offset millis observed jvm behaviour is that if the timezone of the host computer is changed while the jvm is running the zone offset does not change but keeps the initial value so it is correct to measure this once and use this value throughout the jvm s lifecycle in any case it is safer to use a fixed value throughout the duration of the jvm s life rather than have this offset change possibly midway through a long running query ,Field,,,,,575,9,10,"/** 
 * Observed JVM behaviour is that if the timezone of the host computer is changed while the JVM is running, the zone offset does not change but keeps the initial value. So it is correct to measure this once and use this value throughout the JVM's lifecycle. In any case, it is safer to use a fixed value throughout the duration of the JVM's life, rather than have this offset change, possibly midway through a long-running query.
 */
","/**
     * Observed JVM behaviour is that if the timezone of the host computer is
     * changed while the JVM is running, the zone offset does not change but
     * keeps the initial value. So it is correct to measure this once and use
     * this value throughout the JVM's lifecycle. In any case, it is safer to
     * use a fixed value throughout the duration of the JVM's life, rather than
     * have this offset change, possibly midway through a long-running query.
     */
    private static int zoneOffsetMillis = createGregorianCalendar().get(Calendar.ZONE_OFFSET);",False,False,"/** 
 * Observed JVM behaviour is that if the timezone of the host computer is changed while the JVM is running, the zone offset does not change but keeps the initial value. So it is correct to measure this once and use this value throughout the JVM's lifecycle. In any case, it is safer to use a fixed value throughout the duration of the JVM's life, rather than have this offset change, possibly midway through a long-running query.
 */
","/** 
 * Observed JVM behaviour is that if the timezone of the host computer is changed while the JVM is running, the zone offset does not change but keeps the initial value. So it is correct to measure this once and use this value throughout the JVM's lifecycle. In any case, it is safer to use a fixed value throughout the duration of the JVM's life, rather than have this offset change, possibly midway through a long-running query.
 */
"
18,DateTimeUtils(),date time utils ,Method,,,,,56,3,2,,"private DateTimeUtils() {
        // utility class
    }",False,False,"This method serves as a private constructor for the DateTimeUtils class, indicating that the class is a utility class and cannot be instantiated.","The code snippet defines a private constructor for a class named DateTimeUtils, indicating that it is a utility class. This constructor is used to prevent the instantiation of the class, as it only contains static methods and should not be instantiated."
19,getTimeZone(),get time zone returns local time zone return local time zone ,Method,dateValueFromDate(long),,java.util.TimeZone+getDefault() java.util.TimeZone+getDefault(),org.h2.util.DateTimeUtils+timeZone org.h2.util.DateTimeUtils+timeZone,261,12,8,"/** 
 * Returns local time zone.
 * @return local time zone
 */
","/**
     * Returns local time zone.
     *
     * @return local time zone
     */
    static TimeZone getTimeZone() {
        TimeZone tz = timeZone;
        if (tz == null) {
            timeZone = tz = TimeZone.getDefault();
        }
        return tz;
    }",False,False,"This method returns the local time zone. It first checks if the time zone has already been set, and if not, it sets it to the default time zone and returns it.","This code defines a static method called `getTimeZone()` that returns the local time zone. It first checks if the time zone has already been assigned and if not, it assigns the default time zone and returns it."
20,resetCalendar(),reset calendar reset the cached calendar for default timezone for example after changing the default timezone ,Method,,org.h2.test.db.TestDateStorage+testDateTimeTimestampWithCalendar() org.h2.test.db.TestDateStorage+testDateTimeTimestampWithCalendar() org.h2.test.db.TestDateStorage+testAllTimeZones() org.h2.test.db.TestDateStorage+testAllTimeZones() org.h2.test.unit.TestDateTimeUtils+testUTC2Value(boolean) org.h2.test.unit.TestDateTimeUtils+testUTC2Value(boolean) org.h2.test.unit.TestTimeStampWithTimeZone+testConversions() org.h2.test.unit.TestTimeStampWithTimeZone+testConversions(),java.lang.ThreadLocal+remove() java.lang.ThreadLocal+remove() java.util.Calendar+get(int) org.h2.util.DateTimeUtils+createGregorianCalendar() org.h2.util.DateTimeUtils+createGregorianCalendar() java.util.Calendar+get(int),org.h2.util.DateTimeUtils+CACHED_CALENDAR org.h2.util.DateTimeUtils+timeZone org.h2.util.DateTimeUtils+zoneOffsetMillis java.util.Calendar+ZONE_OFFSET,308,9,9,"/** 
 * Reset the cached calendar for default timezone, for example after changing the default timezone.
 */
","/**
     * Reset the cached calendar for default timezone, for example after
     * changing the default timezone.
     */
    public static void resetCalendar() {
        CACHED_CALENDAR.remove();
        timeZone = null;
        zoneOffsetMillis = createGregorianCalendar().get(Calendar.ZONE_OFFSET);
    }",False,False,"This method resets the cached calendar for the default timezone. It removes the cached calendar, resets the timezone to null, and updates the zone offset in milliseconds.","The code defines a method called ""resetCalendar"" that clears the cached calendar for the default timezone. It also resets the timezone and calculates the zone offset in milliseconds using the Gregorian calendar. This method is typically used after changing the default timezone."
21,getCalendar(),get calendar get a calendar for the default timezone return a calendar instance a cached instance is returned where possible ,Method,"getMillis(TimeZone,int,int,int,int,int,int,int)",org.h2.util.ToDateParser+queryCurrentYearAndMonth(),java.lang.ThreadLocal+get() java.lang.ThreadLocal+get() org.h2.util.DateTimeUtils+createGregorianCalendar() org.h2.util.DateTimeUtils+createGregorianCalendar() java.lang.ThreadLocal+set(T) java.lang.ThreadLocal+set(T) java.util.Calendar+clear() java.util.Calendar+clear(),org.h2.util.DateTimeUtils+CACHED_CALENDAR org.h2.util.DateTimeUtils+CACHED_CALENDAR,409,14,9,"/** 
 * Get a calendar for the default timezone.
 * @return a calendar instance. A cached instance is returned where possible
 */
","/**
     * Get a calendar for the default timezone.
     *
     * @return a calendar instance. A cached instance is returned where possible
     */
    public static GregorianCalendar getCalendar() {
        GregorianCalendar c = CACHED_CALENDAR.get();
        if (c == null) {
            c = createGregorianCalendar();
            CACHED_CALENDAR.set(c);
        }
        c.clear();
        return c;
    }",False,False,"This method serves to return a GregorianCalendar instance for the default timezone. It first checks if there is a cached instance, and if not, it creates a new instance and caches it. It then clears the calendar and returns it.","This code defines a method called ""getCalendar"" that returns a GregorianCalendar instance for the default timezone. It first checks if a cached instance exists, and if not, creates a new one and caches it. The returned calendar is cleared before being returned."
22,getCalendar(TimeZone),get calendar tz get a calendar for the given timezone param tz timezone for the calendar is never null return a calendar instance a cached instance is returned where possible ,Method,"getMillis(TimeZone,int,int,int,int,int,int,int)",,java.lang.ThreadLocal+get() java.lang.ThreadLocal+get() java.lang.Object+equals(Object) java.util.GregorianCalendar+getTimeZone() java.util.GregorianCalendar+getTimeZone() java.lang.Object+equals(Object) org.h2.util.DateTimeUtils+createGregorianCalendar(TimeZone) org.h2.util.DateTimeUtils+createGregorianCalendar(TimeZone) java.lang.ThreadLocal+set(T) java.lang.ThreadLocal+set(T) java.util.Calendar+clear() java.util.Calendar+clear(),org.h2.util.DateTimeUtils+CACHED_CALENDAR_NON_DEFAULT_TIMEZONE org.h2.util.DateTimeUtils+CACHED_CALENDAR_NON_DEFAULT_TIMEZONE,552,15,10,"/** 
 * Get a calendar for the given timezone.
 * @param tz timezone for the calendar, is never null
 * @return a calendar instance. A cached instance is returned where possible
 */
","/**
     * Get a calendar for the given timezone.
     *
     * @param tz timezone for the calendar, is never null
     * @return a calendar instance. A cached instance is returned where possible
     */
    private static GregorianCalendar getCalendar(TimeZone tz) {
        GregorianCalendar c = CACHED_CALENDAR_NON_DEFAULT_TIMEZONE.get();
        if (c == null || !c.getTimeZone().equals(tz)) {
            c = createGregorianCalendar(tz);
            CACHED_CALENDAR_NON_DEFAULT_TIMEZONE.set(c);
        }
        c.clear();
        return c;
    }",False,False,"This method returns a GregorianCalendar instance for the given timezone. It first checks if a cached instance exists and if it has the same timezone. If not, it creates a new instance and caches it. Finally, it clears the calendar and returns it.","This code defines a private static method called ""getCalendar"" that returns a GregorianCalendar instance for a given timezone. It first checks if a cached instance exists and if it matches the given timezone, otherwise it creates a new instance and caches it. The returned calendar is cleared before being returned."
23,createGregorianCalendar(),create gregorian calendar creates a gregorian calendar for the default timezone using the default locale dates in h2 are represented in a gregorian calendar so this method should be used instead of calendar get instance to ensure that the gregorian calendar is used for all date processing instead of a default locale calendar that can be non gregorian in some locales return a new calendar instance ,Method,resetCalendar() getCalendar(),"org.h2.jdbc.JdbcResultSet+extractObjectOfType(Class<T>,Value) org.h2.test.db.TestFunctions+testTruncate() org.h2.test.jdbc.TestResultSet+testDatetimeWithCalendar() org.h2.test.synth.TestCrashAPI+getRandomParam(Class<?>) org.h2.test.unit.TestDate+testDateTimeUtils() org.h2.test.unit.TestDate+testDateTimeUtils()",java.util.GregorianCalendar+GregorianCalendar(),,550,12,9,"/** 
 * Creates a Gregorian calendar for the default timezone using the default locale. Dates in H2 are represented in a Gregorian calendar. So this method should be used instead of Calendar.getInstance() to ensure that the Gregorian calendar is used for all date processing instead of a default locale calendar that can be non-Gregorian in some locales.
 * @return a new calendar instance.
 */
","/**
     * Creates a Gregorian calendar for the default timezone using the default
     * locale. Dates in H2 are represented in a Gregorian calendar. So this
     * method should be used instead of Calendar.getInstance() to ensure that
     * the Gregorian calendar is used for all date processing instead of a
     * default locale calendar that can be non-Gregorian in some locales.
     *
     * @return a new calendar instance.
     */
    public static GregorianCalendar createGregorianCalendar() {
        return new GregorianCalendar();
    }",False,False,"This method creates a new instance of the GregorianCalendar class, which represents dates in the Gregorian calendar. It should be used instead of Calendar.getInstance() to ensure consistent date processing across different locales.","This code defines a method called ""createGregorianCalendar"" that returns a new instance of the GregorianCalendar class. It is recommended to use this method instead of Calendar.getInstance() to ensure that the Gregorian calendar is used for all date processing, regardless of the default locale."
24,createGregorianCalendar(TimeZone),create gregorian calendar tz creates a gregorian calendar for the given timezone using the default locale dates in h2 are represented in a gregorian calendar so this method should be used instead of calendar get instance to ensure that the gregorian calendar is used for all date processing instead of a default locale calendar that can be non gregorian in some locales param tz timezone for the calendar is never null return a new calendar instance ,Method,getCalendar(TimeZone),org.h2.test.jdbc.TestResultSet+testDatetimeWithCalendar() org.h2.test.unit.TestDate+testValidDate(),java.util.GregorianCalendar+GregorianCalendar(TimeZone),,619,13,9,"/** 
 * Creates a Gregorian calendar for the given timezone using the default locale. Dates in H2 are represented in a Gregorian calendar. So this method should be used instead of Calendar.getInstance() to ensure that the Gregorian calendar is used for all date processing instead of a default locale calendar that can be non-Gregorian in some locales.
 * @param tz timezone for the calendar, is never null
 * @return a new calendar instance.
 */
","/**
     * Creates a Gregorian calendar for the given timezone using the default
     * locale. Dates in H2 are represented in a Gregorian calendar. So this
     * method should be used instead of Calendar.getInstance() to ensure that
     * the Gregorian calendar is used for all date processing instead of a
     * default locale calendar that can be non-Gregorian in some locales.
     *
     * @param tz timezone for the calendar, is never null
     * @return a new calendar instance.
     */
    public static GregorianCalendar createGregorianCalendar(TimeZone tz) {
        return new GregorianCalendar(tz);
    }",False,False,"This method creates a new instance of a Gregorian calendar for a given timezone, ensuring that the Gregorian calendar is used for all date processing instead of a default locale calendar.","This code defines a method called ""createGregorianCalendar"" that takes a timezone as input and returns a new instance of GregorianCalendar. It is used to ensure that all date processing in H2 is done using a Gregorian calendar instead of a default locale calendar."
25,"convertDate(Value,Calendar)",convert date value calendar convert the date to the specified time zone param value the date might be value null param calendar the calendar return the date using the correct time zone ,Method,,"org.h2.jdbc.JdbcResultSet+getDate(int,Calendar) org.h2.jdbc.JdbcResultSet+getDate(String,Calendar)","org.h2.value.Value+convertTo(int) org.h2.value.Value+convertTo(int) java.util.Calendar+clone() java.util.Calendar+clone() java.util.Calendar+clear() java.util.Calendar+clear() java.util.Calendar+setLenient(boolean) java.util.Calendar+setLenient(boolean) org.h2.value.ValueDate+getDateValue() org.h2.value.ValueDate+getDateValue() org.h2.util.DateTimeUtils+convertToMillis(Calendar,int,int,int,int,int,int,int) org.h2.util.DateTimeUtils+convertToMillis(Calendar,int,int,int,int,int,int,int) org.h2.util.DateTimeUtils+yearFromDateValue(long) org.h2.util.DateTimeUtils+yearFromDateValue(long) org.h2.util.DateTimeUtils+monthFromDateValue(long) org.h2.util.DateTimeUtils+monthFromDateValue(long) org.h2.util.DateTimeUtils+dayFromDateValue(long) org.h2.util.DateTimeUtils+dayFromDateValue(long) java.sql.Date+Date(long)",org.h2.value.ValueNull+INSTANCE org.h2.value.Value+DATE,773,21,9,"/** 
 * Convert the date to the specified time zone.
 * @param value the date (might be ValueNull)
 * @param calendar the calendar
 * @return the date using the correct time zone
 */
","/**
     * Convert the date to the specified time zone.
     *
     * @param value the date (might be ValueNull)
     * @param calendar the calendar
     * @return the date using the correct time zone
     */
    public static Date convertDate(Value value, Calendar calendar) {
        if (value == ValueNull.INSTANCE) {
            return null;
        }
        ValueDate d = (ValueDate) value.convertTo(Value.DATE);
        Calendar cal = (Calendar) calendar.clone();
        cal.clear();
        cal.setLenient(true);
        long dateValue = d.getDateValue();
        long ms = convertToMillis(cal, yearFromDateValue(dateValue),
                monthFromDateValue(dateValue), dayFromDateValue(dateValue), 0,
                0, 0, 0);
        return new Date(ms);
    }",False,False,"This method converts a date to a specified time zone. It takes a date value and a calendar as input, and returns the date in the correct time zone. If the input date is null, it returns null.","This code defines a method called `convertDate` that takes a `Value` object and a `Calendar` object as parameters. It converts the date value to the specified time zone by extracting the year, month, and day from the `Value` object and creating a new `Date` object with the converted time zone. If the `Value` object is null, it returns null."
26,"convertTime(Value,Calendar)",convert time value calendar convert the time to the specified time zone param value the time might be value null param calendar the calendar return the time using the correct time zone ,Method,,"org.h2.jdbc.JdbcResultSet+getTime(int,Calendar) org.h2.jdbc.JdbcResultSet+getTime(String,Calendar)",,,894,26,9,"/** 
 * Convert the time to the specified time zone.
 * @param value the time (might be ValueNull)
 * @param calendar the calendar
 * @return the time using the correct time zone
 */
","/**
     * Convert the time to the specified time zone.
     *
     * @param value the time (might be ValueNull)
     * @param calendar the calendar
     * @return the time using the correct time zone
     */
    public static Time convertTime(Value value, Calendar calendar) {
        if (value == ValueNull.INSTANCE) {
            return null;
        }
        ValueTime t = (ValueTime) value.convertTo(Value.TIME);
        Calendar cal = (Calendar) calendar.clone();
        cal.clear();
        cal.setLenient(true);
        long nanos = t.getNanos();
        long millis = nanos / 1_000_000;
        nanos -= millis * 1_000_000;
        long s = millis / 1_000;
        millis -= s * 1_000;
        long m = s / 60;
        s -= m * 60;
        long h = m / 60;
        m -= h * 60;
        return new Time(convertToMillis(cal, 1970, 1, 1, (int) h, (int) m, (int) s, (int) millis));
    }",False,False,"The function converts a given time value to the specified time zone by performing calculations to extract the hours, minutes, seconds, and milliseconds from the time value, and then converting it to milliseconds since January 1, 1970.","This code defines a method called `convertTime` that takes a `Value` object and a `Calendar` object as parameters. It converts the time value to the specified time zone by extracting the hours, minutes, seconds, and milliseconds from the `Value` object and using them to create a new `Time` object."
27,"convertTimestamp(Value,Calendar)",convert timestamp value calendar convert the timestamp to the specified time zone param value the timestamp might be value null param calendar the calendar return the timestamp using the correct time zone ,Method,,"org.h2.jdbc.JdbcResultSet+getTimestamp(int,Calendar) org.h2.jdbc.JdbcResultSet+getTimestamp(String,Calendar)",,,1202,32,9,"/** 
 * Convert the timestamp to the specified time zone.
 * @param value the timestamp (might be ValueNull)
 * @param calendar the calendar
 * @return the timestamp using the correct time zone
 */
","/**
     * Convert the timestamp to the specified time zone.
     *
     * @param value the timestamp (might be ValueNull)
     * @param calendar the calendar
     * @return the timestamp using the correct time zone
     */
    public static Timestamp convertTimestamp(Value value, Calendar calendar) {
        if (value == ValueNull.INSTANCE) {
            return null;
        }
        ValueTimestamp ts = (ValueTimestamp) value.convertTo(Value.TIMESTAMP);
        Calendar cal = (Calendar) calendar.clone();
        cal.clear();
        cal.setLenient(true);
        long dateValue = ts.getDateValue();
        long nanos = ts.getTimeNanos();
        long millis = nanos / 1_000_000;
        nanos -= millis * 1_000_000;
        long s = millis / 1_000;
        millis -= s * 1_000;
        long m = s / 60;
        s -= m * 60;
        long h = m / 60;
        m -= h * 60;
        long ms = convertToMillis(cal, yearFromDateValue(dateValue),
                monthFromDateValue(dateValue), dayFromDateValue(dateValue),
                (int) h, (int) m, (int) s, (int) millis);
        Timestamp x = new Timestamp(ms);
        x.setNanos((int) (nanos + millis * 1_000_000));
        return x;
    }",False,False,"This method converts a timestamp to a specified time zone. It takes a timestamp value and a calendar as input, and returns the converted timestamp using the correct time zone.","This code defines a method called `convertTimestamp` that takes a timestamp value and a calendar as input and returns a converted timestamp using the specified time zone. It first checks if the input value is null and returns null if so. Then, it performs various calculations to extract the date, time, and milliseconds from the timestamp value and converts them to the specified time zone using the provided calendar. Finally, it creates a new Timestamp object with the converted values and returns it."
28,"convertDate(Date,Calendar)",convert date x calendar convert a java util date using the specified calendar param x the date param calendar the calendar return the date ,Method,,"org.h2.jdbc.JdbcPreparedStatement+setDate(int,java.sql.Date,Calendar)",java.util.Calendar+clone() java.util.Calendar+clone() java.util.Calendar+setTimeInMillis(long) java.util.Calendar+setTimeInMillis(long) java.util.Date+getTime() java.util.Date+getTime() org.h2.util.DateTimeUtils+dateValueFromCalendar(Calendar) org.h2.util.DateTimeUtils+dateValueFromCalendar(Calendar) org.h2.value.ValueDate+fromDateValue(long) org.h2.value.ValueDate+fromDateValue(long),,438,13,9,"/** 
 * Convert a java.util.Date using the specified calendar.
 * @param x the date
 * @param calendar the calendar
 * @return the date
 */
","/**
     * Convert a java.util.Date using the specified calendar.
     *
     * @param x the date
     * @param calendar the calendar
     * @return the date
     */
    public static ValueDate convertDate(Date x, Calendar calendar) {
        Calendar cal = (Calendar) calendar.clone();
        cal.setTimeInMillis(x.getTime());
        long dateValue = dateValueFromCalendar(cal);
        return ValueDate.fromDateValue(dateValue);
    }",False,False,This method converts a java.util.Date object to a ValueDate object using the specified calendar.,This code defines a method called `convertDate` that takes a `java.util.Date` and a `Calendar` as input parameters. It converts the given date to a `ValueDate` object by setting the time in the calendar and then extracting the date value from the calendar. The resulting `ValueDate` object is returned as the output.
29,"convertTime(Time,Calendar)",convert time x calendar convert the time using the specified calendar param x the time param calendar the calendar return the time ,Method,,"org.h2.jdbc.JdbcPreparedStatement+setTime(int,java.sql.Time,Calendar)",java.util.Calendar+clone() java.util.Calendar+clone() java.util.Calendar+setTimeInMillis(long) java.util.Calendar+setTimeInMillis(long) java.util.Date+getTime() java.util.Date+getTime() org.h2.util.DateTimeUtils+nanosFromCalendar(Calendar) org.h2.util.DateTimeUtils+nanosFromCalendar(Calendar) org.h2.value.ValueTime+fromNanos(long) org.h2.value.ValueTime+fromNanos(long),,414,13,9,"/** 
 * Convert the time using the specified calendar.
 * @param x the time
 * @param calendar the calendar
 * @return the time
 */
","/**
     * Convert the time using the specified calendar.
     *
     * @param x the time
     * @param calendar the calendar
     * @return the time
     */
    public static ValueTime convertTime(Time x, Calendar calendar) {
        Calendar cal = (Calendar) calendar.clone();
        cal.setTimeInMillis(x.getTime());
        long nanos = nanosFromCalendar(cal);
        return ValueTime.fromNanos(nanos);
    }",False,False,"This method converts a given time using a specified calendar. It creates a clone of the calendar, sets the time to the given time, calculates the nanoseconds from the calendar, and returns the time as a ValueTime object.",This code defines a method called `convertTime` that takes a `Time` object and a `Calendar` object as parameters. It converts the time from the `Time` object to nanoseconds using the specified `Calendar` and returns a `ValueTime` object representing the converted time.
30,"convertTimestamp(Timestamp,Calendar)",convert timestamp x calendar convert the timestamp using the specified calendar param x the time param calendar the calendar return the timestamp ,Method,,"org.h2.jdbc.JdbcPreparedStatement+setTimestamp(int,java.sql.Timestamp,Calendar) org.h2.test.unit.TestDate+testDateTimeUtils() org.h2.test.unit.TestDate+testDateTimeUtils() org.h2.test.unit.TestDateTimeUtils+testUTC2ValueImpl(TimeZone,GregorianCalendar)",,,575,16,9,"/** 
 * Convert the timestamp using the specified calendar.
 * @param x the time
 * @param calendar the calendar
 * @return the timestamp
 */
","/**
     * Convert the timestamp using the specified calendar.
     *
     * @param x the time
     * @param calendar the calendar
     * @return the timestamp
     */
    public static ValueTimestamp convertTimestamp(Timestamp x,
            Calendar calendar) {
        Calendar cal = (Calendar) calendar.clone();
        cal.setTimeInMillis(x.getTime());
        long dateValue = dateValueFromCalendar(cal);
        long nanos = nanosFromCalendar(cal);
        nanos += x.getNanos() % 1_000_000;
        return ValueTimestamp.fromDateValueAndNanos(dateValue, nanos);
    }",False,False,"This method converts a given timestamp to a new timestamp using a specified calendar. It takes a Timestamp object and a Calendar object as parameters, and returns a ValueTimestamp object.","This code defines a method called `convertTimestamp` that takes a `Timestamp` object and a `Calendar` object as parameters. It converts the given timestamp to a date value and nanoseconds using the specified calendar, and returns a `ValueTimestamp` object with the converted values."
