index,name,type,inner invocations,external invocations,calls,visits,length,lines,modifier,annotation,full text,removed
14,isLoad,Field,"UDFInfo(Long,String,String,Integer,String,String,String,String,Boolean,Boolean,Long,Date,Date,Boolean)",,,,23,1,2,,private Boolean isLoad;,False
15,UDFInfo(),Method,,,,,19,1,1,,public UDFInfo() {},False
16,"UDFInfo(Long,String,String,Integer,String,String,String,String,Boolean,Boolean,Long,Date,Date,Boolean)",Method,,,,org.apache.linkis.udf.entity.UDFInfo+id org.apache.linkis.udf.entity.UDFInfo+id org.apache.linkis.udf.entity.UDFInfo+createUser org.apache.linkis.udf.entity.UDFInfo+createUser org.apache.linkis.udf.entity.UDFInfo+udfName org.apache.linkis.udf.entity.UDFInfo+udfName org.apache.linkis.udf.entity.UDFInfo+udfType org.apache.linkis.udf.entity.UDFInfo+udfType org.apache.linkis.udf.entity.UDFInfo+path org.apache.linkis.udf.entity.UDFInfo+path org.apache.linkis.udf.entity.UDFInfo+registerFormat org.apache.linkis.udf.entity.UDFInfo+registerFormat org.apache.linkis.udf.entity.UDFInfo+useFormat org.apache.linkis.udf.entity.UDFInfo+useFormat org.apache.linkis.udf.entity.UDFInfo+description org.apache.linkis.udf.entity.UDFInfo+description org.apache.linkis.udf.entity.UDFInfo+isExpire org.apache.linkis.udf.entity.UDFInfo+isExpire org.apache.linkis.udf.entity.UDFInfo+isShared org.apache.linkis.udf.entity.UDFInfo+isShared org.apache.linkis.udf.entity.UDFInfo+treeId org.apache.linkis.udf.entity.UDFInfo+treeId org.apache.linkis.udf.entity.UDFInfo+createTime org.apache.linkis.udf.entity.UDFInfo+createTime org.apache.linkis.udf.entity.UDFInfo+updateTime org.apache.linkis.udf.entity.UDFInfo+updateTime org.apache.linkis.udf.entity.UDFInfo+isLoad org.apache.linkis.udf.entity.UDFInfo+isLoad,901,30,1,,"public UDFInfo(
            Long id,
            String createUser,
            String udfName,
            Integer udfType,
            String path,
            String registerFormat,
            String useFormat,
            String description,
            Boolean isExpire,
            Boolean isShared,
            Long treeId,
            Date createTime,
            Date updateTime,
            Boolean isLoad) {
        this.id = id;
        this.createUser = createUser;
        this.udfName = udfName;
        this.udfType = udfType;
        this.path = path;
        this.registerFormat = registerFormat;
        this.useFormat = useFormat;
        this.description = description;
        this.isExpire = isExpire;
        this.isShared = isShared;
        this.treeId = treeId;
        this.createTime = createTime;
        this.updateTime = updateTime;
        this.isLoad = isLoad;
    }",False
17,getId(),Method,,"org.apache.linkis.udf.api.UDFApi+shareUDF(HttpServletRequest,JsonNode) org.apache.linkis.udf.api.UDFApi+shareUDF(HttpServletRequest,JsonNode) org.apache.linkis.udf.service.impl.UDFServiceImpl+addUDF(UDFInfo,String) org.apache.linkis.udf.service.impl.UDFServiceImpl+updateUDF(UDFInfo,String) org.apache.linkis.udf.service.impl.UDFServiceImpl+updateUDF(UDFInfo,String) org.apache.linkis.udf.service.impl.UDFServiceImpl+updateUDF(UDFInfo,String) org.apache.linkis.udf.service.impl.UDFServiceImpl+deleteUDF(Long,String)",,org.apache.linkis.udf.entity.UDFInfo+id,46,3,1,,"public Long getId() {
        return id;
    }",False
18,setId(Long),Method,,"org.apache.linkis.udf.service.impl.UDFServiceImpl+updateUDF(UDFInfo,String) org.apache.linkis.udf.service.impl.UDFServiceImpl+createSharedUdfInfo(UDFInfo,Long,FsPath)",,org.apache.linkis.udf.entity.UDFInfo+id org.apache.linkis.udf.entity.UDFInfo+id,56,3,1,,"public void setId(Long id) {
        this.id = id;
    }",False
19,getCreateUser(),Method,,"org.apache.linkis.udf.api.UDFApi+setExpire(HttpServletRequest,JsonNode) org.apache.linkis.udf.api.UDFApi+updateSharedUsers(HttpServletRequest,JsonNode) org.apache.linkis.udf.service.impl.UDFServiceImpl+addUDF(UDFInfo,String) org.apache.linkis.udf.service.impl.UDFServiceImpl+updateUDF(UDFInfo,String) org.apache.linkis.udf.service.impl.UDFServiceImpl+deleteUDF(Long,String)",,org.apache.linkis.udf.entity.UDFInfo+createUser,64,3,1,,"public String getCreateUser() {
        return createUser;
    }",False
20,setCreateUser(String),Method,,"org.apache.linkis.udf.api.UDFApi+addUDF(HttpServletRequest,JsonNode) org.apache.linkis.udf.api.UDFApi+updateUDF(HttpServletRequest,JsonNode)",,org.apache.linkis.udf.entity.UDFInfo+createUser org.apache.linkis.udf.entity.UDFInfo+createUser,90,3,1,,"public void setCreateUser(String createUser) {
        this.createUser = createUser;
    }",False
21,getUdfName(),Method,,"org.apache.linkis.udf.service.impl.UDFServiceImpl+addUDF(UDFInfo,String) org.apache.linkis.udf.service.impl.UDFServiceImpl+addUDF(UDFInfo,String) org.apache.linkis.udf.service.impl.UDFServiceImpl+updateUDF(UDFInfo,String) org.apache.linkis.udf.service.impl.UDFServiceImpl+updateUDF(UDFInfo,String) org.apache.linkis.udf.service.impl.UDFServiceImpl+updateUDF(UDFInfo,String) org.apache.linkis.udf.service.impl.UDFServiceImpl+updateUDF(UDFInfo,String) org.apache.linkis.udf.service.impl.UDFServiceImpl+updateUDF(UDFInfo,String) org.apache.linkis.udf.service.impl.UDFServiceImpl+updateUDF(UDFInfo,String) org.apache.linkis.udf.service.impl.UDFServiceImpl+deleteUDF(Long,String) org.apache.linkis.udf.service.impl.UDFServiceImpl+addLoadInfo(Long,String) org.apache.linkis.udf.service.impl.UDFServiceImpl+addLoadInfo(Long,String) org.apache.linkis.udf.service.impl.UDFServiceImpl+addLoadInfo(Long,String) org.apache.linkis.udf.service.impl.UDFServiceImpl+addSharedUDFInfo(UDFInfo) org.apache.linkis.udf.service.impl.UDFServiceImpl+addSharedUDFInfo(UDFInfo)",,org.apache.linkis.udf.entity.UDFInfo+udfName,58,3,1,,"public String getUdfName() {
        return udfName;
    }",False
22,setUdfName(String),Method,,,,org.apache.linkis.udf.entity.UDFInfo+udfName org.apache.linkis.udf.entity.UDFInfo+udfName,78,3,1,,"public void setUdfName(String udfName) {
        this.udfName = udfName;
    }",False
23,getUdfType(),Method,,"org.apache.linkis.udf.api.UDFApi+shareUDF(HttpServletRequest,JsonNode) org.apache.linkis.udf.api.UDFApi+shareUDF(HttpServletRequest,JsonNode) org.apache.linkis.udf.service.impl.UDFServiceImpl+addUDF(UDFInfo,String) org.apache.linkis.udf.service.impl.UDFServiceImpl+updateUDF(UDFInfo,String) org.apache.linkis.udf.service.impl.UDFServiceImpl+updateUDF(UDFInfo,String) org.apache.linkis.udf.service.impl.UDFServiceImpl+updateUDF(UDFInfo,String) org.apache.linkis.udf.service.impl.UDFServiceImpl+addLoadInfo(Long,String) org.apache.linkis.udf.service.impl.UDFServiceImpl+generateInitSql(String) org.apache.linkis.udf.service.impl.UDFServiceImpl+generateInitSql(String) org.apache.linkis.udf.service.impl.UDFServiceImpl+generateInitSql(String) org.apache.linkis.udf.service.impl.UDFServiceImpl+generateInitSql(String) org.apache.linkis.udf.service.impl.UDFServiceImpl+generateInitSql(String) org.apache.linkis.udf.service.impl.UDFServiceImpl+getAllLoadJars(String)",,org.apache.linkis.udf.entity.UDFInfo+udfType,59,3,1,,"public Integer getUdfType() {
        return udfType;
    }",False
24,setUdfType(Integer),Method,,,,org.apache.linkis.udf.entity.UDFInfo+udfType org.apache.linkis.udf.entity.UDFInfo+udfType,79,3,1,,"public void setUdfType(Integer udfType) {
        this.udfType = udfType;
    }",False
25,getPath(),Method,,"org.apache.linkis.udf.service.impl.UDFServiceImpl+addUDF(UDFInfo,String) org.apache.linkis.udf.service.impl.UDFServiceImpl+addUDF(UDFInfo,String) org.apache.linkis.udf.service.impl.UDFServiceImpl+validateJarFile(UDFInfo,String) org.apache.linkis.udf.service.impl.UDFServiceImpl+validateJarFile(UDFInfo,String) org.apache.linkis.udf.service.impl.UDFServiceImpl+updateUDF(UDFInfo,String) org.apache.linkis.udf.service.impl.UDFServiceImpl+updateUDF(UDFInfo,String) org.apache.linkis.udf.service.impl.UDFServiceImpl+copySharedUdfFile(String,UDFInfo) org.apache.linkis.udf.service.impl.UDFServiceImpl+copySharedUdfFile(String,UDFInfo) org.apache.linkis.udf.service.impl.UDFServiceImpl+copySharedUdfFile(String,UDFInfo) org.apache.linkis.udf.service.impl.UDFServiceImpl+addLoadInfo(Long,String) org.apache.linkis.udf.service.impl.UDFServiceImpl+addLoadInfo(Long,String) org.apache.linkis.udf.service.impl.UDFServiceImpl+addLoadInfo(Long,String) org.apache.linkis.udf.service.impl.UDFServiceImpl+addLoadInfo(Long,String) org.apache.linkis.udf.service.impl.UDFServiceImpl+addLoadInfo(Long,String) org.apache.linkis.udf.service.impl.UDFServiceImpl+generateInitSql(String) org.apache.linkis.udf.service.impl.UDFServiceImpl+generateInitSql(String) org.apache.linkis.udf.service.impl.UDFServiceImpl+generateInitSql(String) org.apache.linkis.udf.service.impl.UDFServiceImpl+generateInitSql(String) org.apache.linkis.udf.service.impl.UDFServiceImpl+generateInitSql(String) org.apache.linkis.udf.service.impl.UDFServiceImpl+generateInitSql(String) org.apache.linkis.udf.service.impl.UDFServiceImpl+generateInitSql(String) org.apache.linkis.udf.service.impl.UDFServiceImpl+generateInitSql(String) org.apache.linkis.udf.service.impl.UDFServiceImpl+generateInitSql(String) org.apache.linkis.udf.service.impl.UDFServiceImpl+generateInitSql(String) org.apache.linkis.udf.service.impl.UDFServiceImpl+generateInitSql(String) org.apache.linkis.udf.service.impl.UDFServiceImpl+generateInitSql(String) org.apache.linkis.udf.service.impl.UDFServiceImpl+generateInitSql(String) org.apache.linkis.udf.service.impl.UDFServiceImpl+generateInitSql(String) org.apache.linkis.udf.service.impl.UDFServiceImpl+generateInitSql(String) org.apache.linkis.udf.service.impl.UDFServiceImpl+getAllLoadJars(String) org.apache.linkis.udf.service.impl.UDFServiceImpl+getAllLoadJars(String)",,org.apache.linkis.udf.entity.UDFInfo+path,52,3,1,,"public String getPath() {
        return path;
    }",True
26,setPath(String),Method,,"org.apache.linkis.udf.service.impl.UDFServiceImpl+addUDF(UDFInfo,String) org.apache.linkis.udf.service.impl.UDFServiceImpl+updateUDF(UDFInfo,String) org.apache.linkis.udf.service.impl.UDFServiceImpl+createSharedUdfInfo(UDFInfo,Long,FsPath)",,org.apache.linkis.udf.entity.UDFInfo+path org.apache.linkis.udf.entity.UDFInfo+path,66,3,1,,"public void setPath(String path) {
        this.path = path;
    }",True
27,getRegisterFormat(),Method,,"org.apache.linkis.udf.service.impl.UDFServiceImpl+validateJarFile(UDFInfo,String) org.apache.linkis.udf.service.impl.UDFServiceImpl+generateInitSql(String) org.apache.linkis.udf.service.impl.UDFServiceImpl+generateInitSql(String) org.apache.linkis.udf.service.impl.UDFServiceImpl+generateInitSql(String)",,org.apache.linkis.udf.entity.UDFInfo+registerFormat,72,3,1,,"public String getRegisterFormat() {
        return registerFormat;
    }",True
28,setRegisterFormat(String),Method,,,,org.apache.linkis.udf.entity.UDFInfo+registerFormat org.apache.linkis.udf.entity.UDFInfo+registerFormat,106,3,1,,"public void setRegisterFormat(String registerFormat) {
        this.registerFormat = registerFormat;
    }",True
29,getUseFormat(),Method,,,,org.apache.linkis.udf.entity.UDFInfo+useFormat,62,3,1,,"public String getUseFormat() {
        return useFormat;
    }",True
30,setUseFormat(String),Method,,,,org.apache.linkis.udf.entity.UDFInfo+useFormat org.apache.linkis.udf.entity.UDFInfo+useFormat,86,3,1,,"public void setUseFormat(String useFormat) {
        this.useFormat = useFormat;
    }",True
31,getDescription(),Method,,,,org.apache.linkis.udf.entity.UDFInfo+description,66,3,1,,"public String getDescription() {
        return description;
    }",True
32,setDescription(String),Method,,,,org.apache.linkis.udf.entity.UDFInfo+description org.apache.linkis.udf.entity.UDFInfo+description,94,3,1,,"public void setDescription(String description) {
        this.description = description;
    }",False
33,getExpire(),Method,,,,org.apache.linkis.udf.entity.UDFInfo+isExpire,59,3,1,,"public Boolean getExpire() {
        return isExpire;
    }",False
34,setExpire(Boolean),Method,,"org.apache.linkis.udf.service.impl.UDFServiceImpl+createSharedUdfInfo(UDFInfo,Long,FsPath)",,org.apache.linkis.udf.entity.UDFInfo+isExpire,72,3,1,,"public void setExpire(Boolean expire) {
        isExpire = expire;
    }",False
35,getShared(),Method,,"org.apache.linkis.udf.api.UDFApi+shareUDF(HttpServletRequest,JsonNode) org.apache.linkis.udf.service.impl.UDFServiceImpl+updateUDF(UDFInfo,String)",,org.apache.linkis.udf.entity.UDFInfo+isShared,59,3,1,,"public Boolean getShared() {
        return isShared;
    }",False
36,setShared(Boolean),Method,,"org.apache.linkis.udf.service.impl.UDFServiceImpl+updateUDF(UDFInfo,String) org.apache.linkis.udf.service.impl.UDFServiceImpl+createSharedUdfInfo(UDFInfo,Long,FsPath)",,org.apache.linkis.udf.entity.UDFInfo+isShared,72,3,1,,"public void setShared(Boolean shared) {
        isShared = shared;
    }",False
37,getTreeId(),Method,,"org.apache.linkis.udf.service.impl.UDFServiceImpl+updateUDF(UDFInfo,String)",,org.apache.linkis.udf.entity.UDFInfo+treeId,54,3,1,,"public Long getTreeId() {
        return treeId;
    }",False
38,setTreeId(Long),Method,,"org.apache.linkis.udf.service.impl.UDFServiceImpl+createSharedUdfInfo(UDFInfo,Long,FsPath)",,org.apache.linkis.udf.entity.UDFInfo+treeId org.apache.linkis.udf.entity.UDFInfo+treeId,72,3,1,,"public void setTreeId(Long treeId) {
        this.treeId = treeId;
    }",False
39,getCreateTime(),Method,,,,org.apache.linkis.udf.entity.UDFInfo+createTime,62,3,1,,"public Date getCreateTime() {
        return createTime;
    }",False
40,setCreateTime(Date),Method,,"org.apache.linkis.udf.api.UDFApi+addUDF(HttpServletRequest,JsonNode) org.apache.linkis.udf.service.impl.UDFServiceImpl+createSharedUdfInfo(UDFInfo,Long,FsPath)",,org.apache.linkis.udf.entity.UDFInfo+createTime org.apache.linkis.udf.entity.UDFInfo+createTime,88,3,1,,"public void setCreateTime(Date createTime) {
        this.createTime = createTime;
    }",False
41,getUpdateTime(),Method,,,,org.apache.linkis.udf.entity.UDFInfo+updateTime,62,3,1,,"public Date getUpdateTime() {
        return updateTime;
    }",False
42,setUpdateTime(Date),Method,,"org.apache.linkis.udf.api.UDFApi+addUDF(HttpServletRequest,JsonNode) org.apache.linkis.udf.api.UDFApi+updateUDF(HttpServletRequest,JsonNode) org.apache.linkis.udf.service.impl.UDFServiceImpl+createSharedUdfInfo(UDFInfo,Long,FsPath)",,org.apache.linkis.udf.entity.UDFInfo+updateTime org.apache.linkis.udf.entity.UDFInfo+updateTime,88,3,1,,"public void setUpdateTime(Date updateTime) {
        this.updateTime = updateTime;
    }",False
43,getLoad(),Method,,"org.apache.linkis.udf.api.UDFApi+fetchUdfInfoRecursively(List<UDFInfo>,UDFTree,String) org.apache.linkis.udf.service.impl.UDFServiceImpl+addUDF(UDFInfo,String)",,org.apache.linkis.udf.entity.UDFInfo+isLoad,55,3,1,,"public Boolean getLoad() {
        return isLoad;
    }",False
44,setLoad(Boolean),Method,,,,org.apache.linkis.udf.entity.UDFInfo+isLoad,64,3,1,,"public void setLoad(Boolean load) {
        isLoad = load;
    }",False
